row_index,timestamp_utc,split,selection_split_role,best_model_id,best_score,best_score_decile,score__sequence_context__good_shape_logreg_l2_balanced,score__sequence_plus_scalar_context__good_shape_logreg_l2_balanced,score__sequence_context__shape_score_extra_trees_depth5,score__sequence_plus_scalar_context__shape_score_extra_trees_depth5
30287,2025-01-31 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7227831305458619,10,0.7227831305458619,0.6958886890129184,0.06228521816919623,0.05899930413650439
30288,2025-01-31 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6796854710516392,9,0.6796854710516392,0.680449158946046,0.0015248824121468268,-0.041211782654651176
30289,2025-01-31 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5550628245188457,7,0.5550628245188457,0.553502660590826,0.021162061460410095,-0.018575598907339536
30290,2025-01-31 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7870645227087442,10,0.7870645227087442,0.791034773803432,0.00863908212987691,-0.0021031139206253756
30291,2025-01-31 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7591844236655202,10,0.7591844236655202,0.7724359668402435,-0.06875929715343182,-0.048173502746898175
30316,2025-01-31 21:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4374937160231666,5,0.4374937160231666,0.42430097693759616,-0.08959488254579533,-0.08084755225289973
30335,2025-02-03 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.2505348727482875,4,0.2505348727482875,0.253422279770461,0.22347162030950357,0.10289325170324913
30336,2025-02-03 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.2538290145771208,4,0.2538290145771208,0.2754849714610639,-0.2665111667955014,-0.2823629850518509
30337,2025-02-03 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.3434344329593895,4,0.3434344329593895,0.3492444677418553,-0.276862734210559,-0.26614611479934214
30338,2025-02-03 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5919424709356431,8,0.5919424709356431,0.5754382527757512,0.07927600843939124,0.010029509182548307
30339,2025-02-03 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.21693083344738176,4,0.21693083344738176,0.19977040441560157,-0.0891167470468464,-0.13878026592227605
30340,2025-02-03 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6577979551125798,9,0.6577979551125798,0.6195681985467341,0.11344263140619569,0.05499867039770245
30341,2025-02-03 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4852608776347414,6,0.4852608776347414,0.45204461158425546,0.1299826738316308,0.056820844192612734
30342,2025-02-03 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5789474928814261,8,0.5789474928814261,0.5384758962547859,-0.27829815419719367,-0.27067654214930853
30343,2025-02-03 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4259669669741953,5,0.4259669669741953,0.4242225166020748,0.0625524179209586,-0.01563234358817891
30344,2025-02-03 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8695639700735952,10,0.8695639700735952,0.834234314424521,0.16387707125720186,0.09839889300328411
30345,2025-02-03 18:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.47081492918750956,6,0.47081492918750956,0.44795022481323654,0.012756782793243,-0.03547092276035789
30346,2025-02-03 18:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5323740855730272,7,0.5323740855730272,0.502840751697424,-0.1158147355183692,-0.1452890193627401
30347,2025-02-03 18:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7629535229351656,10,0.7629535229351656,0.7083934033450654,0.07140764253314488,0.048446545036971884
30348,2025-02-03 18:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.689470024633869,9,0.689470024633869,0.6536117682004353,-0.0031232317061850616,0.026387806232235113
30349,2025-02-03 18:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.587494127338808,8,0.587494127338808,0.5583755997578655,-0.27081927719301707,-0.2703872361265987
30350,2025-02-03 18:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5731958343786552,8,0.5731958343786552,0.5576834419406669,-0.031387221397087876,-0.007632243526435214
30351,2025-02-03 18:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6687897036977436,9,0.6687897036977436,0.6398449509268055,0.10245379387505192,0.10685518105330928
30352,2025-02-03 18:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.68636430629324,9,0.68636430629324,0.6579402317155395,0.18622665612011693,0.20559547206025802
30353,2025-02-03 18:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4106608527045879,5,0.4106608527045879,0.40050244562557125,-0.28664984853816816,-0.2950533421823321
30354,2025-02-03 19:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6407010514009254,9,0.6407010514009254,0.6780837964221318,0.03704242599441502,0.09071783827034234
30397,2025-02-04 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.3985865912419965,5,0.3985865912419965,0.4815614464606745,-0.07829520425990502,-0.07614233316959965
30398,2025-02-04 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.47228782454258134,6,0.47228782454258134,0.5392955027925452,-0.01869987044103969,-0.04056838040332808
30399,2025-02-04 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5066036921128277,7,0.5066036921128277,0.5678819412561463,0.12958669593743422,0.06092926997199416
30400,2025-02-04 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5656002883183068,8,0.5656002883183068,0.5899163284076507,-0.050964284267353506,-0.05294253124684566
30402,2025-02-04 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5349914834893175,7,0.5349914834893175,0.5403202083628388,0.01570875690563498,-0.04199359375903421
30410,2025-02-04 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6765060586499769,9,0.6765060586499769,0.7030646868107935,0.06959651060584998,0.03759797369506057
30449,2025-02-05 16:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5480805741295686,7,0.5480805741295686,0.6698189111590728,0.00978506987911902,-0.05473097444354532
30450,2025-02-05 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.41111644299116107,5,0.41111644299116107,0.5429249599902536,-0.07273878246545308,-0.021200568087048274
30451,2025-02-05 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4364680990197853,5,0.4364680990197853,0.5649217910037124,0.14944549829024456,0.12406072553240861
30452,2025-02-05 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.33877639691835104,4,0.33877639691835104,0.45021064816987966,-0.20550250544695,-0.19710761891951423
30453,2025-02-05 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.42867117710159847,5,0.42867117710159847,0.525253741013938,-0.24746781902267095,-0.2425156834141448
30454,2025-02-05 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.528794617436388,7,0.528794617436388,0.5992424130095999,0.12815872868625341,0.12004294282182884
30455,2025-02-05 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4557672367019995,6,0.4557672367019995,0.4967331554438317,-0.24397950698317847,-0.21393944021670463
30456,2025-02-05 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5710677573627763,8,0.5710677573627763,0.5869184167714854,0.02582823054185766,-0.018352678363349462
30457,2025-02-05 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5097300146441728,7,0.5097300146441728,0.5188877968669122,0.0030728538704337086,0.0452900466306409
30459,2025-02-05 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6826892393919355,9,0.6826892393919355,0.6654497500485328,0.032935897403223835,0.00843181556029559
30460,2025-02-05 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5787806481189572,8,0.5787806481189572,0.5601157946312872,0.049664255381451736,0.03744818970953557
30461,2025-02-05 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.712341268309457,9,0.712341268309457,0.694152528057754,0.0022689799979254436,0.007401253351011698
30462,2025-02-05 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.69908645848213,9,0.69908645848213,0.6938246507595724,0.09866563393000859,0.04071334300764933
30463,2025-02-05 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7144533181577974,9,0.7144533181577974,0.6963639026704479,-0.08565282647629881,-0.08033251415724572
30464,2025-02-05 18:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7103384128874788,9,0.7103384128874788,0.7358647733469833,0.08318064104902158,0.04602030210863366
30465,2025-02-05 18:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.708470671527979,9,0.708470671527979,0.7384619807806581,-0.011575055197032112,-0.03417518445227623
30466,2025-02-05 18:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7354547050656662,10,0.7354547050656662,0.7661223031244409,0.08257246122935316,0.0905177439851589
30467,2025-02-05 18:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6402694613913807,9,0.6402694613913807,0.655066840289242,0.07050189894959294,0.01368830082427304
30468,2025-02-05 18:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7090167813648119,9,0.7090167813648119,0.7453673871598924,-0.00020348859477543305,0.020505325726200403
30471,2025-02-05 18:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8465967790885509,10,0.8465967790885509,0.8586298163170482,0.1645989721364587,0.17232148969064665
30472,2025-02-05 18:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7259276618048307,10,0.7259276618048307,0.7550426696531178,0.06896905632655492,0.10347857151562874
30475,2025-02-05 19:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7928265684125974,10,0.7928265684125974,0.8215481445152131,0.03097432501853292,0.03235274992502518
30477,2025-02-05 19:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8114671948915847,10,0.8114671948915847,0.8584790890057907,0.0581582911345411,-0.01874771812070489
30478,2025-02-05 19:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8119143785520443,10,0.8119143785520443,0.8650991659370157,0.04527339155130106,-0.006741063180190875
30552,2025-02-07 16:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.47625598793616086,6,0.47625598793616086,0.4527359806053202,-0.015730169856584614,-0.04392858173451491
30553,2025-02-07 16:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4509255951121118,6,0.4509255951121118,0.4521596947591928,0.013867694270697443,-0.030687675909975815
30557,2025-02-07 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.600181895868683,8,0.600181895868683,0.7151749526102711,0.005500338007366791,0.0514711220410213
30559,2025-02-07 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.21673417866358516,4,0.21673417866358516,0.25361037237577755,-0.2753567060661456,-0.1861218621878437
30560,2025-02-07 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4302499291418176,5,0.4302499291418176,0.4819618059132876,-0.014604330683330542,0.057954214762934046
30561,2025-02-07 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.38355161036498225,5,0.38355161036498225,0.3981095480602114,-0.29952078018331413,-0.2222484796324409
30562,2025-02-07 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.44125003387246464,5,0.44125003387246464,0.45528495420132353,-0.27496799493719054,-0.2822533353728081
30563,2025-02-07 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4133772618687289,5,0.4133772618687289,0.40996993294407624,0.09886192520167175,0.09705460317051161
30564,2025-02-07 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4842477756220307,6,0.4842477756220307,0.46958776937708224,-0.018692169979439687,-0.03251158253164318
30565,2025-02-07 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4928957316728072,6,0.4928957316728072,0.45185088304645177,0.08438135532245043,0.07442625436400195
30566,2025-02-07 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5552385096132052,8,0.5552385096132052,0.5111530331618296,0.016308815950902618,0.023302100975506862
30567,2025-02-07 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.43612575742381654,5,0.43612575742381654,0.39265532320889246,-0.2877976781189224,-0.22073002763473965
30568,2025-02-07 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.23665545171872035,4,0.23665545171872035,0.2167922158980471,0.47295953051692485,0.34109262155598535
30569,2025-02-07 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.16094871818393947,4,0.16094871818393947,0.17220691946449113,-0.033334698506139473,-0.05285658393971272
30570,2025-02-07 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.47906024854204865,6,0.47906024854204865,0.454594389795262,-0.0354221186768927,0.02345701692734492
30571,2025-02-07 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.26416840721880225,4,0.26416840721880225,0.24859568205744662,-0.14226940148813236,-0.14412696308626408
30572,2025-02-07 18:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.554704132503581,7,0.554704132503581,0.5192623958126483,0.06792456817454408,0.05701542479464837
30573,2025-02-07 18:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5187586245791126,7,0.5187586245791126,0.4980306681908902,0.0058931045202160045,-0.02912458608405894
30574,2025-02-07 18:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4710253264166521,6,0.4710253264166521,0.4505433550103407,0.08914464018354325,0.07604936351222985
30575,2025-02-07 18:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5645821512042469,8,0.5645821512042469,0.5404836956132157,0.12793099060989113,0.09271956304140715
30576,2025-02-07 18:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6007277646417784,8,0.6007277646417784,0.5815069691422838,-0.1855271664554417,-0.19941450691645346
30580,2025-02-07 18:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6105678312842413,8,0.6105678312842413,0.550247842954361,0.10355908161513806,0.025041815271669765
30581,2025-02-07 19:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5874259159796436,8,0.5874259159796436,0.5374184263388746,0.07176328076240732,-0.003613213758632976
30582,2025-02-07 19:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5460251952657371,7,0.5460251952657371,0.5191148131446337,0.08772259011437314,0.043544805239957775
30583,2025-02-07 19:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4937786276440135,6,0.4937786276440135,0.5067137715322585,-0.10254059026109164,-0.13565042893435852
30628,2025-02-10 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6449232270912502,9,0.6449232270912502,0.6841467972275074,-0.022017369517778083,0.015648032182893026
30630,2025-02-10 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7460202865669837,10,0.7460202865669837,0.75549798570051,0.013105709278915202,0.03198397233553247
30633,2025-02-10 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.007283313880900032,3,0.007283313880900032,0.008895122668408,0.004059937730937176,0.0891437952313446
30635,2025-02-10 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8554340775805501,10,0.8554340775805501,0.8983235157587457,0.07849480034739162,0.02520791646523569
30636,2025-02-10 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8052042062450847,10,0.8052042062450847,0.8713029106684759,-0.02934705138992159,0.017679314195220182
30637,2025-02-10 18:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7485393535507355,10,0.7485393535507355,0.8380755387469525,0.10080451869412711,0.04126744292035564
30640,2025-02-10 18:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7576907602329325,10,0.7576907602329325,0.8666065725762222,-0.03126644380505074,0.050194664631998245
30674,2025-02-11 16:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5263577223038047,7,0.5263577223038047,0.6162165616336606,0.04698832982589394,0.051384515661325646
30677,2025-02-11 16:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6780426321052295,9,0.6780426321052295,0.7245677528537244,0.12179060481627867,0.08074436981150436
30678,2025-02-11 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.674624116769481,9,0.674624116769481,0.7639994228865169,0.08587435043021184,0.05168849828729908
30679,2025-02-11 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.32565273444580195,4,0.32565273444580195,0.4202031820649272,-0.0818690992301314,-0.05550351900001445
30680,2025-02-11 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5428584592541006,7,0.5428584592541006,0.6344674066638074,-0.18000020494819052,-0.06940583023083013
30682,2025-02-11 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.607062307802562,8,0.607062307802562,0.6872857939318026,0.025743182067696636,0.031974011230178775
30683,2025-02-11 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6518365807980905,9,0.6518365807980905,0.7148683851623607,0.0182231501552842,0.05220803896386583
30685,2025-02-11 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7057100419883662,9,0.7057100419883662,0.7299090617057056,0.03379994312267678,-0.0023997221481628795
30686,2025-02-11 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6698364835797626,9,0.6698364835797626,0.684548752510329,0.03643786588894085,0.0669254486027779
30689,2025-02-11 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.8291278317859226,10,0.8291278317859226,0.8779969386229153,0.0037312733580320235,-0.058464184252285
30729,2025-02-12 16:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.43029895192392875,5,0.43029895192392875,0.38614225005149017,-0.11403540074124753,-0.1213811744572693
30730,2025-02-12 16:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.36144300669764584,4,0.36144300669764584,0.2985529511600803,-0.1629064366562284,-0.18720239673833833
30731,2025-02-12 16:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5219594752390005,7,0.5219594752390005,0.5071014049588817,-0.04923707802319426,-0.05967224838925646
30732,2025-02-12 16:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4313440715856059,5,0.4313440715856059,0.4340983777590758,-0.24131943795473895,-0.21451332897701675
30733,2025-02-12 16:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.44813063092088135,6,0.44813063092088135,0.4457363537264365,-0.18689771048672144,-0.1724832055428562
30734,2025-02-12 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5348878387911788,7,0.5348878387911788,0.6037423509029589,0.07666598188889781,0.1257707062043539
30735,2025-02-12 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4670916059801234,6,0.4670916059801234,0.5530517798655186,-0.023967188970754873,0.017339706059698003
30736,2025-02-12 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.41926241249142737,5,0.41926241249142737,0.4720414359476191,-0.01882655670959598,-0.010660463444319984
30737,2025-02-12 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4858810844074484,6,0.4858810844074484,0.5466008708831266,0.05338458600839427,0.12210727984669159
30738,2025-02-12 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4276927176909724,5,0.4276927176909724,0.45870438980395106,0.07135955069627786,0.07515668257503415
30739,2025-02-12 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4900819878349905,6,0.4900819878349905,0.5104265787974638,0.18787165029756916,0.16580933841831594
30740,2025-02-12 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5281031634159387,7,0.5281031634159387,0.5405790104654441,0.08177830337563863,0.14309927323874505
30741,2025-02-12 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.46293856817690626,6,0.46293856817690626,0.4502671848411477,-0.14490363660226285,-0.08572336861754251
30742,2025-02-12 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.46534487695036014,6,0.46534487695036014,0.44679598682509103,-0.11452511829134907,-0.051953128311431014
30745,2025-02-12 17:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5443711839897601,7,0.5443711839897601,0.5112655891181962,-0.011356661061376595,-0.0073664050836714096
30747,2025-02-12 18:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6816976940202022,9,0.6816976940202022,0.668802104783564,0.04714855595978426,0.03206014697816036
30790,2025-02-13 16:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5142544693662644,7,0.5142544693662644,0.5082283580875336,-0.054745398062839526,-0.06022132675641379
30791,2025-02-13 16:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.44875092568379615,6,0.44875092568379615,0.44379675425370346,0.08320761603175955,0.11058247277266561
30792,2025-02-13 16:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.3630332162402739,4,0.3630332162402739,0.3708041347235905,-0.11388453997197173,-0.11864091954571146
30793,2025-02-13 16:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.42270514832473205,5,0.42270514832473205,0.421395285805176,0.14453754432970412,0.19044727946705492
30794,2025-02-13 16:55:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.43893780690500406,5,0.43893780690500406,0.4268483844167767,-0.19516062484266652,-0.19811606265151865
30795,2025-02-13 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5038224441557037,6,0.5038224441557037,0.5167638388868123,0.027412804997222314,0.011205082341255461
30796,2025-02-13 17:05:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4748640295476724,6,0.4748640295476724,0.5052282484080517,-0.1212023170810517,-0.0659763764444888
30797,2025-02-13 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6027000534958366,8,0.6027000534958366,0.6536758980810591,0.051882516072236325,0.11468894189834224
30798,2025-02-13 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4594402956708283,6,0.4594402956708283,0.48309226532792165,-0.1319372283187946,-0.12244490657008941
30799,2025-02-13 17:20:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5602237679756268,8,0.5602237679756268,0.539997700763208,0.03484048429987082,-0.03121265942352234
30800,2025-02-13 17:25:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.4911867341111607,6,0.4911867341111607,0.4512270549912892,-0.1416804477777916,-0.1255706518208392
30801,2025-02-13 17:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6762428761997684,9,0.6762428761997684,0.6510460686030789,0.1617225100917444,0.16307214272651585
30802,2025-02-13 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5855669697507055,8,0.5855669697507055,0.5148847957642824,-0.08835717741994914,-0.04694858030983381
30803,2025-02-13 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6847850543636687,9,0.6847850543636687,0.6128028786985616,0.11448344127891828,0.04357292359951756
30804,2025-02-13 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6442144461686352,9,0.6442144461686352,0.568512887039486,-0.13401803682977612,-0.07382545558523036
30805,2025-02-13 17:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6345459204475045,9,0.6345459204475045,0.5921812811711769,0.02951943878281108,-0.035254566717025725
30807,2025-02-13 18:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7775164954754666,10,0.7775164954754666,0.7810615180896393,0.05063283566093476,0.05249189013858514
30810,2025-02-13 18:30:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7697324073075481,10,0.7697324073075481,0.8509132558695954,0.02121375444480288,-0.06239582085571279
30845,2025-02-14 16:50:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5824523928785482,8,0.5824523928785482,0.7536091443533796,0.007331850158785423,0.0030058610692183813
30846,2025-02-14 17:00:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7384419010706341,10,0.7384419010706341,0.8791523413009188,0.08295510010824955,0.02341437473396955
30847,2025-02-14 17:10:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.688067086291736,9,0.688067086291736,0.8062872490120284,0.14847307343908495,0.18071652215377532
30848,2025-02-14 17:15:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5518531609260173,7,0.5518531609260173,0.7011081913257234,-0.007981846376085561,0.010513064240146565
30849,2025-02-14 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.6842758744507793,9,0.6842758744507793,0.7636929104590585,0.026077758818463623,-0.03635002856625303
30882,2025-02-18 17:35:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.609087625600979,8,0.609087625600979,0.594591708932687,0.03742890962556611,0.02598973499257083
30883,2025-02-18 17:40:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.5914476201003966,8,0.5914476201003966,0.5632125108408662,-0.10760918362931417,-0.02332237704243625
30921,2025-02-19 17:45:00+00:00,validation,inner_fit,sequence_context__good_shape_logreg_l2_balanced,0.7446438490833831,10,0.7446438490833831,0.764551644974289,0.09017032009183548,0.15747329679661037
