attempt_name,record_view,candidate_id,candidate_alias,candidate_role,profile_label,attempt_role,split,tier,runtime_status,net_profit,profit_factor,trade_count,expectancy,report_equity_drawdown_percent,recovery_factor,positive_month_ratio,negative_month_count,worst_month,worst_month_net,weakest_weekday,weakest_weekday_net,weakest_session,weakest_session_net,weakest_hour,weakest_hour_net,weakest_chron_segment,weakest_chron_net,curve_read,profile_read,claim_boundary
run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1,mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_2025h1_period_survival_gate,period_survival_gate_2025h1,adjacent_2025_h1_validation_post_2024,Tier A,completed,301.88,1.182019,357,0.845602,14.65,2.81,0.833333,1,2025-05,-1.22,Wednesday,-42.02,session_21_23_report_time,-120.64,21,-83.34,chron_mid,64.89,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2,mt5_tier_a_adjacent_2025_h2_oos_followthrough__run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_2025h2_period_survival_gate,period_survival_gate_2025h2,adjacent_2025_h2_oos_followthrough,Tier A,completed,164.54,1.134593,257,0.640233,20.51,1.01,0.666667,2,2025-12,-82.97,Monday,-73.87,session_21_23_report_time,0.48,19,-95.67,chron_late,-11.17,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_06_s264_aih_validation_anchor_integrity_validation_is,mt5_tier_a_validation_is__run267ec_06_s264_aih_validation_anchor_integrity_validation_is,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_validation_anchor_integrity,validation_anchor_integrity,validation_is,Tier A,completed,518.62,1.221939,467,1.110535,11.71,4.21,0.777778,2,2025-09,-23.95,Tuesday,-1.15,session_21_23_report_time,-37.55,21,-29.35,chron_early,136.35,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_07_s264_aih_202604_counter_shock_rebuild_202604,mt5_tier_a_oos_final_month_2026_04__run267ec_07_s264_aih_202604_counter_shock_rebuild_202604,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_202604_counter_shock_rebuild,final_month_counter_shock_rebuild,oos_final_month_2026_04,Tier A,completed,-30.46,0.429267,17,-1.791765,8.58,-0.69,0.0,1,2026-04,-30.46,Wednesday,-15.18,session_13_20_report_time,-11.58,16,-18.03,chron_late,-23.11,"negative_or_fragile_no_selection(음수 또는 취약, 선택 아님)","final_month_break_no_selection(마지막 달 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_08_s264_lc_202604_counter_shock_control_202604,mt5_tier_a_oos_final_month_2026_04__run267ec_08_s264_lc_202604_counter_shock_control_202604,s264_lowrank_control,s264_lc,defensive_control,s264_lc_202604_counter_shock_control,paired_final_month_control,oos_final_month_2026_04,Tier A,completed,-39.29,0.403975,17,-2.311176,10.36,-0.74,0.0,1,2026-04,-39.29,Wednesday,-20.07,session_13_20_report_time,-14.99,16,-22.05,chron_late,-27.95,"negative_or_fragile_no_selection(음수 또는 취약, 선택 아님)","final_month_break_no_selection(마지막 달 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_11_s262_lih_validation_coverage_rejoin_validation_is,mt5_tier_a_validation_is__run267ec_11_s262_lih_validation_coverage_rejoin_validation_is,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,s262_lih_validation_coverage_rejoin,coverage_rejoin_validation,validation_is,Tier A,completed,574.21,1.212909,458,1.253734,13.39,3.77,0.777778,2,2025-09,-33.51,Tuesday,-32.92,session_21_23_report_time,-55.86,22,-38.95,chron_early,124.48,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_12_s262_lih_202604_coverage_rejoin_202604,mt5_tier_a_oos_final_month_2026_04__run267ec_12_s262_lih_202604_coverage_rejoin_202604,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,s262_lih_202604_coverage_rejoin,coverage_rejoin_final_month,oos_final_month_2026_04,Tier A,completed,-39.29,0.403975,17,-2.311176,10.36,-0.74,0.0,1,2026-04,-39.29,Wednesday,-20.07,session_13_20_report_time,-14.99,16,-22.05,chron_late,-27.95,"negative_or_fragile_no_selection(음수 또는 취약, 선택 아님)","final_month_break_no_selection(마지막 달 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_13_s264_aia_validation_coverage_rejoin_validation_is,mt5_tier_a_validation_is__run267ec_13_s264_aia_validation_coverage_rejoin_validation_is,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,s264_aia_validation_coverage_rejoin,coverage_rejoin_validation,validation_is,Tier A,completed,574.21,1.212909,458,1.253734,13.39,3.77,0.777778,2,2025-09,-33.51,Tuesday,-32.92,session_21_23_report_time,-55.86,22,-38.95,chron_early,124.48,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267ec_14_s264_aia_202604_coverage_rejoin_202604,mt5_tier_a_oos_final_month_2026_04__run267ec_14_s264_aia_202604_coverage_rejoin_202604,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,s264_aia_202604_coverage_rejoin,coverage_rejoin_final_month,oos_final_month_2026_04,Tier A,completed,-39.29,0.403975,17,-2.311176,10.36,-0.74,0.0,1,2026-04,-39.29,Wednesday,-20.07,session_13_20_report_time,-14.99,16,-22.05,chron_late,-27.95,"negative_or_fragile_no_selection(음수 또는 취약, 선택 아님)","final_month_break_no_selection(마지막 달 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
