candidate_alias,source_test_id,followup_profile,tier_a_record_view,routed_record_view,net_profit_delta,trade_count_delta,fallback_used_count,duplicate_boundary
s264_aia,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,0.0,0,0,duplicate_when_fallback_disabled
s264_aia,rep_volatility_atr,aia_dual_replacement_pressure_v2,mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,0.0,0,0,duplicate_when_fallback_disabled
s264_aih,abl_volatility_bandwidth,aih_core_role_pressure_v2,mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,0.0,0,0,duplicate_when_fallback_disabled
