record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,followup_profile,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-02,13,186.5,201.79,-15.29,13.197515,14.346154,0.769231,20.179,-5.096667,3.959254,11.1,1.59117,2,0.230769,2,16.801802,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-03,13,72.78,97.28,-24.5,3.970612,5.598462,0.615385,12.16,-4.9,2.481633,11.85,2.112563,2,0.384615,2,6.141772,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-04,26,-19.7,134.5,-154.2,0.872244,-0.757692,0.461538,11.208333,-11.014286,1.017618,84.15,15.09417,22,0.846154,3,-0.234106,minor_negative_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-05,9,74.83,100.94,-26.11,3.865952,8.314444,0.777778,14.42,-13.055,1.104558,26.11,5.01633,3,0.333333,2,2.865952,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-06,9,-3.92,76.36,-80.28,0.951171,-0.435556,0.333333,25.453333,-13.38,1.902342,38.15,7.63,3,0.777778,3,-0.102752,minor_negative_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-07,37,27.6,200.29,-172.69,1.159824,0.745946,0.594595,9.104091,-11.512667,0.790789,66.48,13.296,28,0.864865,5,0.415162,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-08,42,86.1,284.32,-198.22,1.434366,2.05,0.619048,10.935385,-12.38875,0.882687,40.09,7.549621,11,0.738095,3,2.147668,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-09,34,192.88,340.45,-147.57,2.307041,5.672941,0.647059,15.475,-12.2975,1.258386,50.52,8.269224,8,0.617647,2,3.817894,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-10,28,131.09,270.25,-139.16,1.942009,4.681786,0.5,19.303571,-9.94,1.942009,54.88,8.463128,10,0.75,5,2.388666,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-11,24,207.12,398.01,-190.89,2.085023,8.63,0.625,26.534,-21.21,1.251014,88.22,12.778913,7,0.625,2,2.347767,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,month,2024-12,23,-194.95,154.56,-349.51,0.442219,-8.476087,0.304348,22.08,-21.844375,1.010787,198.79,39.758,23,1.0,5,-0.980683,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Tuesday,64,420.14,759.29,-339.15,2.238803,6.564688,0.640625,18.519268,-14.745652,1.255914,102.7,10.086823,13,0.515625,4,4.090944,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Thursday,66,437.94,731.94,-294.0,2.489592,6.635455,0.636364,17.427143,-12.25,1.422624,69.34,7.003404,7,0.590909,4,6.315835,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Friday,68,151.38,551.38,-400.0,1.37845,2.226176,0.558824,14.51,-13.333333,1.08825,75.51,13.29027,27,0.852941,4,2.004768,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Monday,44,-289.75,240.93,-530.68,0.454002,-6.585227,0.409091,13.385,-20.410769,0.655781,293.32,58.248109,43,0.977273,5,-0.987829,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Wednesday,59,414.06,735.43,-321.37,2.288421,7.017966,0.610169,20.428611,-13.972609,1.462047,88.42,8.94568,13,0.610169,3,4.682877,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Tuesday,64,420.14,759.29,-339.15,2.238803,6.564688,0.640625,18.519268,-14.745652,1.255914,102.7,10.086823,13,0.515625,4,4.090944,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Thursday,66,437.94,731.94,-294.0,2.489592,6.635455,0.636364,17.427143,-12.25,1.422624,69.34,7.003404,7,0.590909,4,6.315835,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Friday,68,151.38,551.38,-400.0,1.37845,2.226176,0.558824,14.51,-13.333333,1.08825,75.51,13.29027,27,0.852941,4,2.004768,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Monday,44,-289.75,240.93,-530.68,0.454002,-6.585227,0.409091,13.385,-20.410769,0.655781,293.32,58.248109,43,0.977273,5,-0.987829,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Wednesday,59,414.06,735.43,-321.37,2.288421,7.017966,0.610169,20.428611,-13.972609,1.462047,88.42,8.94568,13,0.610169,3,4.682877,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Tuesday,58,383.04,672.57,-289.53,2.322972,6.604138,0.637931,18.177568,-13.787143,1.318443,102.64,10.439594,17,0.62069,3,3.731878,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Thursday,67,388.37,670.91,-282.54,2.374566,5.796567,0.626866,15.974048,-11.3016,1.413432,72.12,7.598217,12,0.61194,4,5.385053,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Friday,71,168.84,528.48,-359.64,1.469469,2.378028,0.577465,12.889756,-11.988,1.075222,73.21,12.037753,11,0.774648,3,2.306242,measured_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Monday,44,-234.18,227.05,-461.23,0.492271,-5.322273,0.454545,11.3525,-19.217917,0.590725,237.19,47.154132,43,0.977273,4,-0.98731,deep_negative_or_dd_slice
mt5_ta_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Wednesday,56,374.61,668.98,-294.37,2.272582,6.689464,0.571429,20.905625,-12.265417,1.704437,88.36,9.335348,8,0.607143,3,4.239588,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Tuesday,58,383.04,672.57,-289.53,2.322972,6.604138,0.637931,18.177568,-13.787143,1.318443,102.64,10.439594,17,0.62069,3,3.731878,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Thursday,67,388.37,670.91,-282.54,2.374566,5.796567,0.626866,15.974048,-11.3016,1.413432,72.12,7.598217,12,0.61194,4,5.385053,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Friday,71,168.84,528.48,-359.64,1.469469,2.378028,0.577465,12.889756,-11.988,1.075222,73.21,12.037753,11,0.774648,3,2.306242,measured_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Monday,44,-234.18,227.05,-461.23,0.492271,-5.322273,0.454545,11.3525,-19.217917,0.590725,237.19,47.154132,43,0.977273,4,-0.98731,deep_negative_or_dd_slice
mt5_rt_s264_aia_rep_volatility_atr_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Wednesday,56,374.61,668.98,-294.37,2.272582,6.689464,0.571429,20.905625,-12.265417,1.704437,88.36,9.335348,8,0.607143,3,4.239588,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Tuesday,56,361.41,647.39,-285.98,2.26376,6.45375,0.607143,19.040882,-12.999091,1.464786,97.34,10.184245,17,0.571429,5,3.712862,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Thursday,58,163.66,439.9,-276.24,1.592456,2.821724,0.62069,12.219444,-12.556364,0.973167,99.41,13.027638,7,0.62069,4,1.646313,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Friday,63,192.29,505.35,-313.06,1.614227,3.052222,0.571429,14.0375,-11.594815,1.21067,62.29,11.558516,11,0.698413,4,3.087012,measured_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Monday,42,-243.84,175.22,-419.06,0.418126,-5.805714,0.380952,10.95125,-16.117692,0.679455,246.74,49.063432,41,0.97619,5,-0.988247,deep_negative_or_dd_slice
mt5_ta_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,weekday,Wednesday,53,353.1,570.34,-217.24,2.625391,6.662264,0.641509,16.774706,-11.433684,1.46713,85.5,9.309264,8,0.509434,4,4.129825,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Tuesday,56,361.41,647.39,-285.98,2.26376,6.45375,0.607143,19.040882,-12.999091,1.464786,97.34,10.184245,17,0.571429,5,3.712862,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Thursday,58,163.66,439.9,-276.24,1.592456,2.821724,0.62069,12.219444,-12.556364,0.973167,99.41,13.027638,7,0.62069,4,1.646313,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Friday,63,192.29,505.35,-313.06,1.614227,3.052222,0.571429,14.0375,-11.594815,1.21067,62.29,11.558516,11,0.698413,4,3.087012,measured_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Monday,42,-243.84,175.22,-419.06,0.418126,-5.805714,0.380952,10.95125,-16.117692,0.679455,246.74,49.063432,41,0.97619,5,-0.988247,deep_negative_or_dd_slice
mt5_rt_s264_aih_abl_volatility_bandwidth_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,aih_core_role_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,weekday,Wednesday,53,353.1,570.34,-217.24,2.625391,6.662264,0.641509,16.774706,-11.433684,1.46713,85.5,9.309264,8,0.509434,4,4.129825,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,16,62,510.04,1110.56,-600.52,1.849331,8.226452,0.596774,30.015135,-24.0208,1.249548,197.62,17.089095,11,0.66129,6,2.580913,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,17,133,80.95,897.21,-816.26,1.099172,0.608647,0.526316,12.817286,-12.956508,0.989255,191.89,29.31722,86,0.849624,5,0.421856,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,19,15,60.46,113.26,-52.8,2.145076,4.030667,0.733333,10.296364,-13.2,0.780028,44.98,8.879852,5,0.6,2,1.344153,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,18,45,165.97,347.78,-181.81,1.912876,3.688222,0.555556,13.9112,-9.0905,1.530301,77.45,12.549623,15,0.755556,4,2.142931,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,21,25,146.0,242.01,-96.01,2.520675,5.84,0.76,12.737368,-16.001667,0.796003,57.69,8.198212,3,0.36,1,2.530768,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,20,11,46.42,65.41,-18.99,3.444444,4.22,0.636364,9.344286,-4.7475,1.968254,9.57,1.768554,3,0.545455,1,4.850575,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,03,1,42.96,42.96,0,inf,42.96,1.0,42.96,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,22,4,89.66,110.56,-20.9,5.289952,22.415,0.75,36.853333,-20.9,1.763317,20.9,3.762715,1,0.25,1,4.289952,measured_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,12,2,-62.96,0,-62.96,0.0,-31.48,0.0,,-31.48,,62.96,12.592,2,1.0,2,-1.0,thin_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,23,1,40.15,40.15,0,inf,40.15,1.0,40.15,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,09,1,-34.95,0,-34.95,0.0,-34.95,0.0,,-34.95,,34.95,6.99,1,1.0,1,-1.0,thin_slice
mt5_ta_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,tier_only_total,close_hour_report,02,1,49.07,49.07,0,inf,49.07,1.0,49.07,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,16,62,510.04,1110.56,-600.52,1.849331,8.226452,0.596774,30.015135,-24.0208,1.249548,197.62,17.089095,11,0.66129,6,2.580913,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,17,133,80.95,897.21,-816.26,1.099172,0.608647,0.526316,12.817286,-12.956508,0.989255,191.89,29.31722,86,0.849624,5,0.421856,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,19,15,60.46,113.26,-52.8,2.145076,4.030667,0.733333,10.296364,-13.2,0.780028,44.98,8.879852,5,0.6,2,1.344153,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,18,45,165.97,347.78,-181.81,1.912876,3.688222,0.555556,13.9112,-9.0905,1.530301,77.45,12.549623,15,0.755556,4,2.142931,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,21,25,146.0,242.01,-96.01,2.520675,5.84,0.76,12.737368,-16.001667,0.796003,57.69,8.198212,3,0.36,1,2.530768,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,20,11,46.42,65.41,-18.99,3.444444,4.22,0.636364,9.344286,-4.7475,1.968254,9.57,1.768554,3,0.545455,1,4.850575,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,03,1,42.96,42.96,0,inf,42.96,1.0,42.96,,,0.0,0.0,0,0.0,0,,thin_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,22,4,89.66,110.56,-20.9,5.289952,22.415,0.75,36.853333,-20.9,1.763317,20.9,3.762715,1,0.25,1,4.289952,measured_slice
mt5_rt_s264_aia_rep_trend_strength_adx_followup_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,aia_dual_replacement_pressure_v2,noncalendar_state_guard_followup_pressure_not_retrained,routed_total,close_hour_report,12,2,-62.96,0,-62.96,0.0,-31.48,0.0,,-31.48,,62.96,12.592,2,1.0,2,-1.0,thin_slice
