ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c01_no_overlap_reference_tier_a_used_validation_is,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c01_no_overlap_reference_tier_a_used_validation_is,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c01_no_overlap_reference_tier_a_used_validation_is,Tier A,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c01_no_overlap_reference_validation_is.htm,net_profit=;profit_factor=;trade_count=;signal_count=7327;expectancy=;win_rate=,route_role=primary_used;a_used=9844;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c01_no_overlap_reference_tier_b_fallback_used_validation_is,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c01_no_overlap_reference_tier_b_fallback_used_validation_is,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c01_no_overlap_reference_tier_b_fallback_used_validation_is,Tier B,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c01_no_overlap_reference_validation_is.htm,net_profit=;profit_factor=;trade_count=;signal_count=1478;expectancy=;win_rate=,route_role=fallback_used;a_used=2366;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c01_no_overlap_reference_validation_is,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c01_no_overlap_reference_validation_is,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c01_no_overlap_reference_validation_is,Tier A+B,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c01_no_overlap_reference_validation_is.htm,net_profit=334.73;profit_factor=1.08;trade_count=1356;signal_count=;expectancy=0.25;win_rate=49.41,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=461.48;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c01_no_overlap_reference_tier_a_used_oos,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c01_no_overlap_reference_tier_a_used_oos,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c01_no_overlap_reference_tier_a_used_oos,Tier A,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c01_no_overlap_reference_oos.htm,net_profit=;profit_factor=;trade_count=;signal_count=5680;expectancy=;win_rate=,route_role=primary_used;a_used=7327;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c01_no_overlap_reference_tier_b_fallback_used_oos,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c01_no_overlap_reference_tier_b_fallback_used_oos,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c01_no_overlap_reference_tier_b_fallback_used_oos,Tier B,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c01_no_overlap_reference_oos.htm,net_profit=;profit_factor=;trade_count=;signal_count=727;expectancy=;win_rate=,route_role=fallback_used;a_used=1055;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c01_no_overlap_reference_oos,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c01_no_overlap_reference_oos,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c01_no_overlap_reference_oos,Tier A+B,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c01_no_overlap_reference_oos.htm,net_profit=-494.46;profit_factor=0.86;trade_count=982;signal_count=;expectancy=-0.5;win_rate=48.37,route_role=routed_total;a_used=7327;b_fallback=1055;max_dd=684.17;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c02_permission_only_tier_a_used_validation_is,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c02_permission_only_tier_a_used_validation_is,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c02_permission_only_tier_a_used_validation_is,Tier A,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c02_permission_only_validation_is.htm,net_profit=;profit_factor=;trade_count=;signal_count=7753;expectancy=;win_rate=,route_role=primary_used;a_used=9844;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c02_permission_only_tier_b_fallback_used_validation_is,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c02_permission_only_tier_b_fallback_used_validation_is,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c02_permission_only_tier_b_fallback_used_validation_is,Tier B,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c02_permission_only_validation_is.htm,net_profit=;profit_factor=;trade_count=;signal_count=987;expectancy=;win_rate=,route_role=fallback_used;a_used=2366;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c02_permission_only_validation_is,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c02_permission_only_validation_is,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c02_permission_only_validation_is,Tier A+B,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c02_permission_only_validation_is.htm,net_profit=-37.74;profit_factor=0.99;trade_count=1659;signal_count=;expectancy=-0.02;win_rate=43.16,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=420.71;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run32A_permission_abstention_overlap_broad_mt5_probe_v1__mt5_routed_c02_permission_only_tier_a_used_oos,38_decision_layer__permission_abstention_overlap,run32A_permission_abstention_overlap_broad_mt5_probe_v1,mt5_routed_c02_permission_only_tier_a_used_oos,Stage36 frontier01_permission_abstention_overlap,mt5_routed_c02_permission_only_tier_a_used_oos,Tier A,permission_abstention_overlap_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_inconclusive_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/38_decision_layer__permission_abstention_overlap/02_runs/run32A_permission_abstention_overlap_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run32A_permission_abstention_overlap_broad_mt5_probe_v1_routed_c02_permission_only_oos.htm,net_profit=;profit_factor=;trade_count=;signal_count=6091;expectancy=;win_rate=,route_role=primary_used;a_used=7584;b_fallback=;max_dd=;boundary=runtime_probe_only,completed,"Stage38 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
