bar_time_server,stage56_context_et_event_signal,stage258_source_feature_rank_bucket,stage258_source_feature_gate_short_tight_control,adx_14,di_spread_14,supertrend_10_3,vortex_indicator,ema9_ema20_diff,ema20_ema50_diff,ema50_ema200_diff,sma50_sma200_ratio,close_ema20_ratio,close_ema50_ratio,minutes_from_cash_open,is_us_cash_open,is_first_30m_after_open,is_last_30m_before_cash_close,log_return_1,log_return_3,hl_range,return_zscore_20,return_1_over_atr_14,close_open_ratio,gap_percent,close_prev_close_ratio,stage267_state_volatility_regime_expansion_score
2024.01.02 16:40:00,-1,3,0,41.414806366,-24.3526859283,-1,-0.0521755889058,-5.47098016739,-30.2271652222,-85.8503952026,0.993622481823,0.997215330601,0.995408594608,10,1,1,0,-0.00190099829342,-0.00417923508212,0.00279098330066,-2.34801292419,-1.8286087513,0.998085796833,1.50252571984e-05,0.998100817204,0.587115543436
2024.01.02 16:45:00,0,3,0,42.5371665955,-31.9785556793,-1,-0.382098525763,-11.6654758453,-32.9394836426,-87.9168777466,0.993442893028,0.996218621731,0.994251251221,15,1,1,0,-0.0013979737414,-0.00514537328854,0.00199893279932,-1.50462687016,-1.26020884514,0.998584985733,1.80646165973e-05,0.998602986336,0.655522774383
2024.01.02 16:50:00,0,3,0,44.1622314453,-37.9389076233,-1,-0.557797551155,-20.0911979675,-37.4011154175,-91.0115737915,0.993220746517,0.994415044785,0.992184519768,20,1,1,0,-0.00239978753962,-0.00569875957444,0.00274115847424,-2.21878314018,-1.952465415,0.997548937798,5.42696652701e-05,0.99760311842,0.651135905281
2024.01.02 16:55:00,0,3,0,45.7372894287,-36.1292266846,-1,-0.624793410301,-26.2261734009,-41.3639335632,-94.0368652344,0.992991447449,0.994726479053,0.992258131504,25,1,1,0,-0.000241807269049,-0.00403956836089,0.00150240934454,0.0234828013927,-0.193804576993,0.999779343605,-2.1155577997e-05,0.999758243561,0.732361583361
2024.01.02 17:00:00,0,3,0,47.3827056885,-34.886806488,-1,-0.59905731678,-26.9143238068,-42.9147491455,-95.9692077637,0.992795228958,0.996917247772,0.994350075722,30,1,1,0,0.00187549600378,-0.000766098673921,0.00265219970606,1.93164920807,1.39500546455,1.0018954277,-1.81377381523e-05,1.00187730789,0.967286984673
2024.01.02 17:05:00,0,1,0,47.1980323792,-24.0370998383,-1,-0.385991692543,-25.3597602844,-43.2790374756,-97.3396530151,0.992621600628,0.998010516167,0.995418250561,35,1,0,0,0.000886690628249,0.00252037937753,0.00178163917735,0.941577196121,0.644810080528,1.00091421604,-2.71556291409e-05,1.00088703632,0.979636782505
2024.01.02 17:10:00,0,2,0,47.3072738647,-25.270483017,-1,-0.453040093184,-25.6843662262,-44.4676818848,-99.1452178955,0.992443084717,0.997194766998,0.994532883167,40,1,0,0,-0.00111301313154,0.00164917355869,0.002040151041,-0.824672818184,-0.780840873718,0.998872578144,1.50730893438e-05,0.998887598515,0.988142356612
2024.01.02 17:15:00,0,1,0,47.4930305481,-24.3791503906,-1,-0.4506329,-26.739616394,-46.0351486206,-101.189849854,0.99225217104,0.996780097485,0.99402487278,45,1,0,0,-0.000754778564442,-0.000981101067737,0.00160677498206,-0.426898181438,-0.524456262589,0.999299764633,-5.43235510122e-05,0.999245524406,0.923207539887
2024.01.02 17:20:00,0,1,0,47.8622627258,-25.6944217682,-1,-0.521389365196,-28.4031391144,-47.9792823792,-103.488883972,0.992077410221,0.996352672577,0.993481516838,50,1,0,0,-0.000812778482214,-0.00268057011999,0.00111235713121,-0.471769362688,-0.573599815369,0.999193608761,-6.040507742e-06,0.999187529087,0.951664604032
2024.01.02 17:25:00,0,1,0,47.812538147,-22.041387558,-1,-0.560574173927,-26.9342956543,-48.3500328064,-105.039848328,0.991939246655,0.997808516026,0.994910359383,55,1,0,0,0.00122948666103,-0.00033807035652,0.00152761174832,1.36525130272,0.864705741405,1.00122117996,9.06812874746e-06,1.00123023987,0.864974181813
2024.01.02 17:30:00,0,0,0,48.1627540588,-24.2242107391,-1,-0.570087134838,-28.720954895,-50.290058136,-107.413597107,0.99181085825,0.996266007423,0.993255376816,60,1,0,0,-0.00194007589016,-0.00152336771134,0.00252575660124,-1.36004841328,-1.28862226009,0.998061776161,0,0.998061776161,0.887849352569
2024.01.02 17:40:00,0,1,0,49.4951934814,-27.9917984009,-1,-0.74957716465,-33.1508026123,-55.0404319763,-112.858718872,0.991542756557,0.995791971684,0.992496550083,70,1,0,0,-0.000293772493023,-0.00331733445637,0.000605805427767,0.144998162985,-0.205760136247,0.999691128731,1.51406875375e-05,0.999706268311,0.894491870939
2024.01.02 17:45:00,0,0,0,49.3573951721,-22.9313621521,-1,-0.690266549587,-32.293586731,-55.9691200256,-114.959213257,0.991451323032,0.99699139595,0.993635416031,75,1,0,0,0.000887111353222,-0.000490147154778,0.00120145746041,1.06557309628,0.629342794418,1.00092387199,-3.63483268302e-05,1.00088751316,0.940087905358
2024.01.02 17:50:00,-1,1,0,49.4320220947,-23.109331131,-1,-0.557954132557,-33.7399139404,-58.0015487671,-117.661590576,0.991348087788,0.995878398418,0.992403447628,80,1,0,0,-0.00155068840832,-0.000957349548116,0.00204898160882,-0.908164560795,-1.06284439564,0.998516976833,-6.65795087116e-05,0.998450517654,0.870858528433
2024.01.02 17:55:00,0,0,0,49.5869369507,-22.8317127228,-1,-0.458042412996,-33.0703086853,-58.9774436951,-119.886276245,0.991248905659,0.996829748154,0.993291974068,85,1,0,0,0.000621169805527,-4.240727867e-05,0.00117228319868,0.949669957161,0.432514607906,1.00057888031,4.24345307692e-05,1.00062131882,0.84076955851
2024.01.02 18:00:00,0,0,0,49.1699752808,-19.3599662781,-1,-0.307281672955,-30.8033466339,-58.9892578125,-121.633743286,0.991156995296,0.997732162476,0.994189620018,90,1,0,0,0.00066619226709,-0.000263326364802,0.00101711845491,0.948134839535,0.474054723978,1.00066947937,-3.02915555039e-06,1.00066637993,0.799304423631
