candidate_index,candidate_id,local_candidate_run_id,selection_reason,model_path,model_sha256,onnx_path,onnx_sha256,feature_count,feature_order_hash,score_threshold,forward_min_pf,forward_max_dd,forward_min_density
1,f50c_0064,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c01_f50c_0064,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c01_f50c_0064/models/f50c_0064_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c01_f50c_0064/models/f50c_0064_binary_event_to_short3.onnx,cf457eae4520b01a27da9603553aa1e56ce70b716428e54e6de910dfe15dbd0e,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0578280140948615,15.637907152330031,6.961832061068702
2,f50c_0065,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c02_f50c_0065,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c02_f50c_0065/models/f50c_0065_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c02_f50c_0065/models/f50c_0065_binary_event_to_short3.onnx,c180f1cd4454c6512cccc8ab866bf4309529f4f4f39259a3d8d5d75c7a073e81,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0578280140948615,15.637907152330031,6.961832061068702
3,f50c_0066,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c03_f50c_0066,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c03_f50c_0066/models/f50c_0066_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c03_f50c_0066/models/f50c_0066_binary_event_to_short3.onnx,293611d2450b9453fa7e3ad2bd9fab6a28431d4d328551b3b8a67c4e53d54fa2,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0578280140948615,15.637907152330031,6.961832061068702
4,f50c_0049,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c04_f50c_0049,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c04_f50c_0049/models/f50c_0049_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c04_f50c_0049/models/f50c_0049_binary_event_to_short3.onnx,d57754ec7f1056105a8395808a3443e1e13d9e7740f67464515f3e820ecd3d47,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0467981684235157,15.511549112026346,7.551912568306011
5,f50c_0050,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c05_f50c_0050,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c05_f50c_0050/models/f50c_0050_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c05_f50c_0050/models/f50c_0050_binary_event_to_short3.onnx,10f15ba02c4f61fc9a5e0b6b590e0058c37a98430de402bd5a466da7681a6852,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0467981684235157,15.511549112026346,7.551912568306011
6,f50c_0051,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c06_f50c_0051,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c06_f50c_0051/models/f50c_0051_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c06_f50c_0051/models/f50c_0051_binary_event_to_short3.onnx,31056f80c6cf9061d5b75ca8b342cb92e21f4eeb3932e5fda98127459c0f93f2,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0467981684235157,15.511549112026346,7.551912568306011
7,f50c_0052,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c07_f50c_0052,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c07_f50c_0052/models/f50c_0052_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c07_f50c_0052/models/f50c_0052_binary_event_to_short3.onnx,83ec0aee9e33fb5189a7f935cda39066255b8de38786430a04ae66db466a18f4,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0467981684235157,15.511549112026346,7.551912568306011
8,f50c_0053,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c08_f50c_0053,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c08_f50c_0053/models/f50c_0053_binary_event_to_short3.joblib,7801e1c3ce59dc24758f5b276beafbfa8afcc16235957851031f6382d9ee3a78,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c08_f50c_0053/models/f50c_0053_binary_event_to_short3.onnx,f2b7cc7cb6f7a7dc6037a4754474a110fa4fdd249913170d9490220ef7dd90bf,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5344494453723745,1.0467981684235157,15.511549112026346,7.551912568306011
9,f50c_0080,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c09_f50c_0080,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c09_f50c_0080/models/f50c_0080_binary_event_to_short3.joblib,6a9c0c036c71dd25b1dc08dbc0d8f9e8a96cfb5d0fe3c1e534a214461bd5ce91,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c09_f50c_0080/models/f50c_0080_binary_event_to_short3.onnx,fbea3668372fe8b211efe65c7000864509acf2806942afaf1edfe79de88e7f52,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5336473145639129,1.0437714961753857,15.097278421121018,6.8469945355191255
10,f50c_0081,frontier_extra_E01_heavy_runtime_learning_campaign_v1_c10_f50c_0081,top_forward_pf,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c10_f50c_0081/models/f50c_0081_binary_event_to_short3.joblib,6a9c0c036c71dd25b1dc08dbc0d8f9e8a96cfb5d0fe3c1e534a214461bd5ce91,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_extra_E01__f001_f050_hypothesis_mixing_runtime_learning/02_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1/candidate_runs/frontier_extra_E01_heavy_runtime_learning_campaign_v1_c10_f50c_0081/models/f50c_0081_binary_event_to_short3.onnx,ad2bb8b7be2cadcffa141d0e39a4e5898e481ffe10d41a4836954bb2f2c964d7,95,8152748b0577807c5829feabfab0eaefee399f7d314d91fbdb5dd81c253a6a6b,0.5336473145639129,1.0437714961753857,15.097278421121018,6.8469945355191255
