candidate_alias,candidate_id,candidate_role,state_profile_count,followup_watch_count,slice_hole_flag_count,net_profit_min,net_profit_max,net_profit_mean,profit_factor_min,profit_factor_mean,equity_drawdown_percent_worst,trade_count_total,trade_count_min,worst_month_net_min,best_state_profile,best_net_profit,worst_state_profile,worst_net_profit,summary_read
s258_stc,s258_short_tight_control,stress_challenger,4,0,4,885.68,1450.57,1157.3225,1.477178,1.522164,18.75,1216,294,-241.73,volatility_regime_expansion,1450.57,return_shock_absorption,885.68,"candidate_has_slice_holes_no_selection(구간 구멍 있음, 선택 아님)"
s264_aih,s264_allow_inner_high_quarter,challenger_core,4,0,4,844.71,1297.62,1146.4275,1.548008,1.599236,18.54,1218,280,-289.49,range_expansion_pressure,1297.62,trend_strength_disagreement,844.71,"candidate_has_slice_holes_no_selection(구간 구멍 있음, 선택 아님)"
s264_aia,s264_allow_inner_all_oos_anchor,oos_anchor,4,0,4,1015.1,1167.06,1113.3375,1.488804,1.572218,19.11,1238,305,-220.9,volatility_regime_expansion,1167.06,trend_strength_disagreement,1015.1,"candidate_has_slice_holes_no_selection(구간 구멍 있음, 선택 아님)"
s262_lih,s262_lowrank_inner_half_filter,validation_heavy,4,0,4,962.36,1196.86,1103.325,1.52157,1.5685,17.93,1203,298,-227.68,volatility_regime_expansion,1196.86,trend_strength_disagreement,962.36,"candidate_has_slice_holes_no_selection(구간 구멍 있음, 선택 아님)"
s264_lc,s264_lowrank_control,defensive_control,4,0,4,1062.29,1145.2,1101.0375,1.518401,1.55366,18.4,1249,309,-258.48,volatility_regime_expansion,1145.2,range_expansion_pressure,1062.29,"candidate_has_slice_holes_no_selection(구간 구멍 있음, 선택 아님)"
