record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,state_profile,state_feature,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-11,32,327.12,546.22,-219.1,2.493017,10.2225,0.59375,28.748421,-16.853846,1.705748,93.19,18.18235,10,0.71875,3,3.510248,measured_slice(측정 구간)
mt5_ta_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-12,27,-245.88,230.31,-476.19,0.483651,-9.106667,0.37037,23.031,-28.011176,0.822208,270.43,54.086,27,1.0,5,-0.909219,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-01,17,56.98,84.45,-27.47,3.074263,3.351765,0.588235,8.445,-3.924286,2.151984,20.72,3.850371,4,0.470588,3,2.75,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-02,15,206.38,220.26,-13.88,15.868876,13.758667,0.8,18.355,-4.626667,3.967219,11.64,1.621125,2,0.2,2,17.730241,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-03,13,64.67,93.82,-29.15,3.218525,4.974615,0.615385,11.7275,-5.83,2.011578,9.2,1.76421,2,0.461538,2,7.029348,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-04,35,113.26,288.07,-174.81,1.647903,3.236,0.514286,16.003889,-10.282941,1.556353,50.94,8.582259,9,0.742857,4,2.2234,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-05,13,93.38,142.04,-48.66,2.91903,7.183077,0.769231,14.204,-16.22,0.875709,28.27,5.277897,3,0.461538,1,3.303148,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-06,12,-46.87,100.66,-147.53,0.682302,-3.905833,0.333333,25.165,-18.44125,1.364604,65.12,12.565364,5,0.833333,3,-0.719748,minor_negative_slice(작은 음수 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-07,39,-11.97,222.9,-234.87,0.949036,-0.306923,0.564103,10.131818,-13.815882,0.733346,86.73,17.346,30,0.974359,5,-0.138015,minor_negative_slice(작은 음수 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-08,50,50.27,336.59,-286.32,1.175573,1.0054,0.52,12.945769,-11.93,1.085144,67.66,12.330065,28,0.8,3,0.74298,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-09,37,209.55,378.16,-168.61,2.242809,5.663514,0.648649,15.756667,-12.97,1.214855,58.34,9.296026,11,0.621622,4,3.591875,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-10,27,328.92,455.76,-126.84,3.593188,12.182222,0.592593,28.485,-11.530909,2.470317,55.28,7.584135,8,0.703704,4,5.950072,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-11,32,327.12,546.22,-219.1,2.493017,10.2225,0.59375,28.748421,-16.853846,1.705748,93.19,18.18235,10,0.71875,3,3.510248,measured_slice(측정 구간)
mt5_rt_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-12,27,-245.88,230.31,-476.19,0.483651,-9.106667,0.37037,23.031,-28.011176,0.822208,270.43,54.086,27,1.0,5,-0.909219,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-01,16,55.33,83.32,-27.99,2.976777,3.458125,0.5625,9.257778,-3.998571,2.315271,21.05,3.931273,4,0.5,3,2.628504,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-02,15,213.13,231.26,-18.13,12.755654,14.208667,0.8,19.271667,-6.043333,3.188913,16.42,2.250702,2,0.2,2,12.979903,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-03,13,62.46,92.77,-30.31,3.060706,4.804615,0.615385,11.59625,-6.062,1.912941,10.19,1.832009,2,0.384615,2,6.129539,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-04,33,133.79,310.09,-176.3,1.758877,4.054242,0.545455,17.227222,-11.753333,1.465731,52.88,8.830848,9,0.666667,4,2.530068,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-05,13,82.37,144.28,-61.91,2.33048,6.336154,0.692308,16.031111,-15.4775,1.035769,36.77,7.008482,5,0.615385,2,2.240141,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-53.17,90.62,-143.79,0.630225,-4.833636,0.272727,30.206667,-17.97375,1.680599,63.15,12.382839,5,0.909091,3,-0.841964,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,24.23,244.18,-219.95,1.110161,0.60575,0.575,10.616522,-12.938235,0.820554,96.6,19.32,29,0.925,5,0.250828,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-08,46,137.32,392.44,-255.12,1.538257,2.985217,0.586957,14.534815,-13.427368,1.082477,61.08,10.715789,18,0.652174,2,2.248199,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-09,36,241.99,418.07,-176.08,2.374318,6.721944,0.666667,17.419583,-14.673333,1.187159,60.65,9.509698,12,0.611111,4,3.989942,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-10,28,363.8,515.63,-151.83,3.396101,12.992857,0.535714,34.375333,-11.679231,2.943287,67.67,9.023389,9,0.714286,5,5.37609,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-11,31,325.81,605.01,-279.2,2.166941,10.51,0.580645,33.611667,-21.476923,1.565013,118.39,23.030834,10,0.774194,3,2.752006,measured_slice(측정 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-12,27,-289.49,246.29,-535.78,0.459685,-10.721852,0.37037,24.629,-31.516471,0.781464,313.32,62.664,27,1.0,5,-0.923944,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-01,16,55.33,83.32,-27.99,2.976777,3.458125,0.5625,9.257778,-3.998571,2.315271,21.05,3.931273,4,0.5,3,2.628504,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-02,15,213.13,231.26,-18.13,12.755654,14.208667,0.8,19.271667,-6.043333,3.188913,16.42,2.250702,2,0.2,2,12.979903,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-03,13,62.46,92.77,-30.31,3.060706,4.804615,0.615385,11.59625,-6.062,1.912941,10.19,1.832009,2,0.384615,2,6.129539,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-04,33,133.79,310.09,-176.3,1.758877,4.054242,0.545455,17.227222,-11.753333,1.465731,52.88,8.830848,9,0.666667,4,2.530068,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-05,13,82.37,144.28,-61.91,2.33048,6.336154,0.692308,16.031111,-15.4775,1.035769,36.77,7.008482,5,0.615385,2,2.240141,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-06,11,-53.17,90.62,-143.79,0.630225,-4.833636,0.272727,30.206667,-17.97375,1.680599,63.15,12.382839,5,0.909091,3,-0.841964,minor_negative_slice(작은 음수 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-07,40,24.23,244.18,-219.95,1.110161,0.60575,0.575,10.616522,-12.938235,0.820554,96.6,19.32,29,0.925,5,0.250828,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-08,46,137.32,392.44,-255.12,1.538257,2.985217,0.586957,14.534815,-13.427368,1.082477,61.08,10.715789,18,0.652174,2,2.248199,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-09,36,241.99,418.07,-176.08,2.374318,6.721944,0.666667,17.419583,-14.673333,1.187159,60.65,9.509698,12,0.611111,4,3.989942,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-10,28,363.8,515.63,-151.83,3.396101,12.992857,0.535714,34.375333,-11.679231,2.943287,67.67,9.023389,9,0.714286,5,5.37609,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-11,31,325.81,605.01,-279.2,2.166941,10.51,0.580645,33.611667,-21.476923,1.565013,118.39,23.030834,10,0.774194,3,2.752006,measured_slice(측정 구간)
mt5_rt_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A+B,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,routed_total_duplicate_boundary,month,2024-12,27,-289.49,246.29,-535.78,0.459685,-10.721852,0.37037,24.629,-31.516471,0.781464,313.32,62.664,27,1.0,5,-0.923944,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-01,17,59.79,86.8,-27.01,3.213625,3.517059,0.588235,8.68,-3.858571,2.249537,20.72,3.852662,4,0.470588,3,2.885618,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-02,15,208.47,222.21,-13.74,16.172489,13.898,0.8,18.5175,-4.58,4.043122,11.64,1.61642,2,0.2,2,17.909794,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-03,13,60.37,89.93,-29.56,3.042287,4.643846,0.615385,11.24125,-5.912,1.901429,9.21,1.763026,2,0.461538,2,6.554832,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-04,33,135.74,298.44,-162.7,1.834296,4.113333,0.545455,16.58,-10.846667,1.52858,46.03,6.751544,9,0.69697,4,2.948946,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-05,12,106.57,147.72,-41.15,3.589793,8.880833,0.833333,14.772,-20.575,0.717959,29.26,5.355149,3,0.416667,1,3.642174,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-63.23,94.66,-157.89,0.599531,-5.269167,0.333333,23.665,-19.73625,1.199063,71.45,14.058872,6,0.916667,3,-0.884955,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,39,0.51,240.57,-240.06,1.002124,0.013077,0.564103,10.935,-14.121176,0.774369,81.02,16.032136,24,0.923077,5,0.006295,measured_slice(측정 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-08,49,117.35,391.09,-273.74,1.428691,2.394898,0.571429,13.9675,-13.035238,1.071519,51.5,9.134931,13,0.714286,3,2.278641,measured_slice(측정 구간)
