record_view,tier_scope,candidate_id,candidate_alias,candidate_role,source_test_id,state_profile,state_feature,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_ta_s262_lih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-97.4,0,-97.4,0.0,-32.466667,0.0,,-32.466667,,97.4,19.48,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_s262_lih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-92.85,0,-92.85,0.0,-30.95,0.0,,-30.95,,92.85,18.57,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_s258_stc_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-91.44,0,-91.44,0.0,-30.48,0.0,,-30.48,,91.44,18.288,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_s258_stc_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,14,-91.32,137.63,-228.95,0.601136,-6.522857,0.285714,34.4075,-22.895,1.502839,91.32,18.264,14,1.0,4,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_s262_lih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-86.42,0,-86.42,0.0,-28.806667,0.0,,-28.806667,,86.42,17.284,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_s258_stc_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-86.17,0,-86.17,0.0,-28.723333,0.0,,-28.723333,,86.17,17.234,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_ta_s264_aih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,session_report,session_07_12_report_time,3,-79.87,0,-79.87,0.0,-26.623333,0.0,,-26.623333,,79.87,15.974,3,1.0,3,-1.0,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-63.23,94.66,-157.89,0.599531,-5.269167,0.333333,23.665,-19.73625,1.199063,71.45,14.058872,6,0.916667,3,-0.884955,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_lc_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-56.4,115.4,-171.8,0.671711,-4.7,0.333333,28.85,-21.475,1.343423,81.82,15.572304,5,0.833333,3,-0.689318,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-54.7,138.75,-193.45,0.71724,-4.558333,0.333333,34.6875,-24.18125,1.434479,71.16,13.778415,5,0.833333,3,-0.76869,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-53.17,90.62,-143.79,0.630225,-4.833636,0.272727,30.206667,-17.97375,1.680599,63.15,12.382839,5,0.909091,3,-0.841964,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_lc_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-48.01,91.07,-139.08,0.654803,-4.364545,0.272727,30.356667,-17.385,1.746141,60.9,11.873891,5,0.818182,3,-0.788342,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-47.23,106.03,-153.26,0.691831,-4.293636,0.272727,35.343333,-19.1575,1.844882,64.77,12.514975,5,0.909091,3,-0.729196,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-46.87,100.66,-147.53,0.682302,-3.905833,0.333333,25.165,-18.44125,1.364604,65.12,12.565364,5,0.833333,3,-0.719748,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,10,-46.29,102.41,-148.7,0.688702,-4.629,0.3,34.136667,-21.242857,1.606972,66.92,12.853658,5,0.8,3,-0.691721,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-45.95,88.84,-134.79,0.659099,-4.177273,0.272727,29.613333,-16.84875,1.757598,60.03,11.677171,5,0.818182,3,-0.765451,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-44.58,86.41,-130.99,0.659669,-4.052727,0.272727,28.803333,-16.37375,1.759116,62.38,12.047122,5,0.818182,3,-0.714652,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,11,-44.49,104.98,-149.47,0.702348,-4.044545,0.272727,34.993333,-18.68375,1.872929,61.71,11.931093,5,0.909091,3,-0.720953,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,close_hour_report,17,140,-42.55,884.95,-927.5,0.954124,-0.303929,0.514286,12.290972,-13.639706,0.901117,210.05,32.471247,114,0.885714,7,-0.202571,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_lc_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-41.1,103.37,-144.47,0.715512,-3.425,0.333333,25.8425,-18.05875,1.431024,62.51,11.988646,5,0.833333,3,-0.657495,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,10,-40.64,80.97,-121.61,0.665817,-4.064,0.3,26.99,-17.372857,1.553573,61.69,11.839555,5,0.8,3,-0.658778,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,10,-40.59,88.56,-129.15,0.685714,-4.059,0.3,29.52,-18.45,1.6,66.1,12.578257,5,0.8,3,-0.61407,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,direction,buy,161,-40.51,977.89,-1018.4,0.960222,-0.251615,0.503106,12.072716,-12.73,0.948367,208.22,32.533867,127,0.888199,7,-0.194554,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aia_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,-39.86,211.64,-251.5,0.841511,-0.9965,0.55,9.62,-13.972222,0.688509,103.59,20.718,40,1.0,5,-0.384786,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_lc_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,12,-39.04,107.23,-146.27,0.733096,-3.253333,0.333333,26.8075,-18.28375,1.466193,64.84,12.331685,5,0.833333,3,-0.602097,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,10,-38.83,75.93,-114.76,0.661642,-3.883,0.3,25.31,-16.394286,1.543831,56.13,10.85057,5,0.8,3,-0.691787,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,38,-37.24,195.73,-232.97,0.840151,-0.98,0.578947,8.896818,-14.560625,0.611019,100.72,20.144,38,1.0,5,-0.369738,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,38,-34.74,209.28,-244.02,0.857635,-0.914211,0.526316,10.464,-13.556667,0.771871,76.48,15.126582,32,0.947368,5,-0.454236,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,38,-33.46,216.19,-249.65,0.865972,-0.880526,0.5,11.378421,-13.139474,0.865972,77.75,15.314162,32,0.947368,5,-0.430354,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,-33.02,215.01,-248.03,0.866871,-0.8255,0.55,9.773182,-13.779444,0.709258,86.35,17.27,40,1.0,5,-0.382397,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,41,-31.37,229.65,-261.02,0.879818,-0.765122,0.560976,9.984783,-14.501111,0.688553,101.66,20.332,41,1.0,5,-0.308578,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aih_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,34,-29.45,165.17,-194.62,0.848679,-0.866176,0.529412,9.176111,-12.16375,0.754382,82.47,16.494,34,1.0,5,-0.3571,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,10,-25.78,102.76,-128.54,0.79944,-2.578,0.3,34.253333,-18.362857,1.86536,50.32,10.064,5,0.9,3,-0.512321,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_lc_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,direction,buy,161,-23.94,1079.41,-1103.35,0.978302,-0.148696,0.521739,12.850119,-14.329221,0.896777,199.03,30.787674,126,0.888199,6,-0.120283,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s262_lih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,-17.96,245.19,-263.15,0.93175,-0.449,0.525,11.675714,-13.85,0.843012,101.69,20.338,40,1.0,5,-0.176615,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,39,-17.48,238.41,-255.89,0.931689,-0.448205,0.538462,11.352857,-14.216111,0.798591,103.81,20.762,39,1.0,5,-0.168385,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_lc_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,close_hour_report,17,131,-16.63,849.38,-866.01,0.980797,-0.126947,0.503817,12.869394,-13.323231,0.965936,206.36,32.471558,90,0.862595,7,-0.080587,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s262_lih_volatility_regime_expansion_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,volatility_regime_expansion,stage267_state_volatility_regime_expansion_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,39,-16.28,240.3,-256.58,0.93655,-0.417436,0.564103,10.922727,-15.092941,0.723698,110.61,22.122,39,1.0,5,-0.147184,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,9,-15.77,99.44,-115.21,0.86312,-1.752222,0.333333,33.146667,-19.201667,1.726239,37.79,7.48,4,0.777778,2,-0.417306,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,40,-14.31,225.96,-240.27,0.940442,-0.35775,0.575,9.824348,-14.133529,0.695109,89.13,17.826,40,1.0,5,-0.160552,minor_negative_slice(작은 음수 구간)
mt5_ta_s262_lih_range_expansion_pressure_historical_2024_tier_a_train_era_stress,Tier A,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,range_expansion_pressure,stage267_state_range_expansion_pressure_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-06,9,-13.21,105.38,-118.59,0.888608,-1.467778,0.333333,35.126667,-19.765,1.777216,39.83,7.563328,4,0.777778,2,-0.33166,minor_negative_slice(작은 음수 구간)
mt5_ta_s258_stc_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,41,-13.16,309.85,-323.01,0.959258,-0.320976,0.536585,14.084091,-17.000526,0.82845,110.37,22.074,41,1.0,5,-0.119235,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_aia_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,direction,buy,165,-11.98,1113.02,-1125.0,0.989351,-0.072606,0.527273,12.793333,-14.423077,0.887004,205.46,30.655148,130,0.884848,6,-0.058308,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_ta_s264_aih_return_shock_absorption_historical_2024_tier_a_train_era_stress,Tier A,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,return_shock_absorption,stage267_state_return_shock_absorption_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,39,-11.97,222.9,-234.87,0.949036,-0.306923,0.564103,10.131818,-13.815882,0.733346,86.73,17.346,30,0.974359,5,-0.138015,minor_negative_slice(작은 음수 구간)
mt5_ta_s264_lc_trend_strength_disagreement_historical_2024_tier_a_train_era_stress,Tier A,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,trend_strength_disagreement,stage267_state_trend_strength_disagreement_score,pool_wide_state_feature_engineering_score_table_extension_not_retrained,tier_only_total,month,2024-07,41,-2.27,233.01,-235.28,0.990352,-0.055366,0.536585,10.591364,-12.383158,0.855304,100.72,20.144,41,1.0,5,-0.022538,minor_negative_slice(작은 음수 구간)
