bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2025.04.01 21:25:00,2025-04-01T21:25:00Z,validation,690,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.24 18:10:00,2025-04-24T18:10:00Z,validation,691,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.24 21:40:00,2025-04-24T21:40:00Z,validation,692,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.24 22:00:00,2025-04-24T22:00:00Z,validation,693,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.25 19:25:00,2025-04-25T19:25:00Z,validation,694,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.28 21:30:00,2025-04-28T21:30:00Z,validation,695,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.29 20:45:00,2025-04-29T20:45:00Z,validation,696,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.04.30 20:20:00,2025-04-30T20:20:00Z,validation,697,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 19:25:00,2025-05-02T19:25:00Z,validation,698,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 20:00:00,2025-05-02T20:00:00Z,validation,699,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 20:35:00,2025-05-02T20:35:00Z,validation,700,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 20:50:00,2025-05-02T20:50:00Z,validation,701,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 20:55:00,2025-05-02T20:55:00Z,validation,702,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 21:10:00,2025-05-02T21:10:00Z,validation,703,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 21:30:00,2025-05-02T21:30:00Z,validation,704,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.02 21:40:00,2025-05-02T21:40:00Z,validation,705,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.05 19:00:00,2025-05-05T19:00:00Z,validation,706,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2025.05.05 19:30:00,2025-05-05T19:30:00Z,validation,707,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
