bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2026.01.02 16:35:00,2026-01-02T16:35:00Z,oos,3509,-1,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,short
2026.01.02 16:40:00,2026-01-02T16:40:00Z,oos,3510,-1,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,short
2026.01.02 16:45:00,2026-01-02T16:45:00Z,oos,3511,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2026.01.02 16:50:00,2026-01-02T16:50:00Z,oos,3512,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2026.01.02 16:55:00,2026-01-02T16:55:00Z,oos,3513,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:05:00,2026-01-02T17:05:00Z,oos,3514,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:10:00,2026-01-02T17:10:00Z,oos,3515,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:15:00,2026-01-02T17:15:00Z,oos,3516,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:20:00,2026-01-02T17:20:00Z,oos,3517,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:25:00,2026-01-02T17:25:00Z,oos,3518,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:30:00,2026-01-02T17:30:00Z,oos,3519,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:35:00,2026-01-02T17:35:00Z,oos,3520,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:45:00,2026-01-02T17:45:00Z,oos,3521,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:50:00,2026-01-02T17:50:00Z,oos,3522,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 17:55:00,2026-01-02T17:55:00Z,oos,3523,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:00:00,2026-01-02T18:00:00Z,oos,3524,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:05:00,2026-01-02T18:05:00Z,oos,3525,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:10:00,2026-01-02T18:10:00Z,oos,3526,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:15:00,2026-01-02T18:15:00Z,oos,3527,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:20:00,2026-01-02T18:20:00Z,oos,3528,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:25:00,2026-01-02T18:25:00Z,oos,3529,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:30:00,2026-01-02T18:30:00Z,oos,3530,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:35:00,2026-01-02T18:35:00Z,oos,3531,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:40:00,2026-01-02T18:40:00Z,oos,3532,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:45:00,2026-01-02T18:45:00Z,oos,3533,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:50:00,2026-01-02T18:50:00Z,oos,3534,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 18:55:00,2026-01-02T18:55:00Z,oos,3535,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:05:00,2026-01-02T19:05:00Z,oos,3536,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:10:00,2026-01-02T19:10:00Z,oos,3537,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:15:00,2026-01-02T19:15:00Z,oos,3538,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:20:00,2026-01-02T19:20:00Z,oos,3539,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:25:00,2026-01-02T19:25:00Z,oos,3540,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:30:00,2026-01-02T19:30:00Z,oos,3541,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:40:00,2026-01-02T19:40:00Z,oos,3542,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2026.01.02 19:45:00,2026-01-02T19:45:00Z,oos,3543,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
