bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2026.01.02 17:00:00,2026-01-02T17:00:00Z,oos,583,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 17:40:00,2026-01-02T17:40:00Z,oos,584,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 19:00:00,2026-01-02T19:00:00Z,oos,585,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 19:35:00,2026-01-02T19:35:00Z,oos,586,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 20:05:00,2026-01-02T20:05:00Z,oos,587,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 20:10:00,2026-01-02T20:10:00Z,oos,588,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 20:20:00,2026-01-02T20:20:00Z,oos,589,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 20:25:00,2026-01-02T20:25:00Z,oos,590,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 20:50:00,2026-01-02T20:50:00Z,oos,591,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 21:05:00,2026-01-02T21:05:00Z,oos,592,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.02 21:10:00,2026-01-02T21:10:00Z,oos,593,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 18:25:00,2026-01-05T18:25:00Z,oos,594,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 19:10:00,2026-01-05T19:10:00Z,oos,595,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 19:20:00,2026-01-05T19:20:00Z,oos,596,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,short
2026.01.05 19:40:00,2026-01-05T19:40:00Z,oos,597,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 19:45:00,2026-01-05T19:45:00Z,oos,598,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 19:50:00,2026-01-05T19:50:00Z,oos,599,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 20:05:00,2026-01-05T20:05:00Z,oos,600,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 20:35:00,2026-01-05T20:35:00Z,oos,601,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 20:45:00,2026-01-05T20:45:00Z,oos,602,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 21:05:00,2026-01-05T21:05:00Z,oos,603,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.05 21:50:00,2026-01-05T21:50:00Z,oos,604,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 19:20:00,2026-01-06T19:20:00Z,oos,605,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 19:50:00,2026-01-06T19:50:00Z,oos,606,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 19:55:00,2026-01-06T19:55:00Z,oos,607,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 20:10:00,2026-01-06T20:10:00Z,oos,608,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 20:50:00,2026-01-06T20:50:00Z,oos,609,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,long
2026.01.06 21:05:00,2026-01-06T21:05:00Z,oos,610,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 21:10:00,2026-01-06T21:10:00Z,oos,611,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 21:40:00,2026-01-06T21:40:00Z,oos,612,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.06 21:55:00,2026-01-06T21:55:00Z,oos,613,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.07 19:40:00,2026-01-07T19:40:00Z,oos,614,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.07 20:15:00,2026-01-07T20:15:00Z,oos,615,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.07 20:35:00,2026-01-07T20:35:00Z,oos,616,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,long
2026.01.07 20:40:00,2026-01-07T20:40:00Z,oos,617,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.07 20:55:00,2026-01-07T20:55:00Z,oos,618,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.07 21:45:00,2026-01-07T21:45:00Z,oos,619,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 17:25:00,2026-01-08T17:25:00Z,oos,620,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 19:35:00,2026-01-08T19:35:00Z,oos,621,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 19:55:00,2026-01-08T19:55:00Z,oos,622,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 20:10:00,2026-01-08T20:10:00Z,oos,623,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 20:25:00,2026-01-08T20:25:00Z,oos,624,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 20:55:00,2026-01-08T20:55:00Z,oos,625,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 21:10:00,2026-01-08T21:10:00Z,oos,626,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 21:15:00,2026-01-08T21:15:00Z,oos,627,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.08 21:25:00,2026-01-08T21:25:00Z,oos,628,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.09 20:55:00,2026-01-09T20:55:00Z,oos,629,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.09 21:30:00,2026-01-09T21:30:00Z,oos,630,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 18:45:00,2026-01-12T18:45:00Z,oos,631,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 19:40:00,2026-01-12T19:40:00Z,oos,632,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 20:45:00,2026-01-12T20:45:00Z,oos,633,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 20:55:00,2026-01-12T20:55:00Z,oos,634,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 21:00:00,2026-01-12T21:00:00Z,oos,635,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 21:20:00,2026-01-12T21:20:00Z,oos,636,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.12 21:25:00,2026-01-12T21:25:00Z,oos,637,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.13 17:50:00,2026-01-13T17:50:00Z,oos,638,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.13 19:30:00,2026-01-13T19:30:00Z,oos,639,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.13 20:50:00,2026-01-13T20:50:00Z,oos,640,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.13 21:15:00,2026-01-13T21:15:00Z,oos,641,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.13 21:25:00,2026-01-13T21:25:00Z,oos,642,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.13 21:40:00,2026-01-13T21:40:00Z,oos,643,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.14 18:55:00,2026-01-14T18:55:00Z,oos,644,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.14 19:05:00,2026-01-14T19:05:00Z,oos,645,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.14 19:20:00,2026-01-14T19:20:00Z,oos,646,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.14 19:30:00,2026-01-14T19:30:00Z,oos,647,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
2026.01.14 19:55:00,2026-01-14T19:55:00Z,oos,648,0,Tier B,tier_b_fallback,B_macro_missing,c08_extreme_compression_stress,flat
