bar_time_server,timestamp_utc,split,row_index,stage45_volatility_mechanism_signal,tier_label,routing_source,partial_context_subtype,candidate_id,entry_decision
2025.10.01 16:35:00,2025-10-01T16:35:00Z,oos,0,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2025.10.01 16:40:00,2025-10-01T16:40:00Z,oos,1,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 16:45:00,2025-10-01T16:45:00Z,oos,2,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 16:50:00,2025-10-01T16:50:00Z,oos,3,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 16:55:00,2025-10-01T16:55:00Z,oos,4,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2025.10.01 17:00:00,2025-10-01T17:00:00Z,oos,5,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:05:00,2025-10-01T17:05:00Z,oos,6,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,long
2025.10.01 17:10:00,2025-10-01T17:10:00Z,oos,7,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:15:00,2025-10-01T17:15:00Z,oos,8,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:20:00,2025-10-01T17:20:00Z,oos,9,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:25:00,2025-10-01T17:25:00Z,oos,10,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:35:00,2025-10-01T17:35:00Z,oos,11,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:40:00,2025-10-01T17:40:00Z,oos,12,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:45:00,2025-10-01T17:45:00Z,oos,13,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 17:50:00,2025-10-01T17:50:00Z,oos,14,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:00:00,2025-10-01T18:00:00Z,oos,15,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:05:00,2025-10-01T18:05:00Z,oos,16,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:15:00,2025-10-01T18:15:00Z,oos,17,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:20:00,2025-10-01T18:20:00Z,oos,18,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:25:00,2025-10-01T18:25:00Z,oos,19,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:30:00,2025-10-01T18:30:00Z,oos,20,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:35:00,2025-10-01T18:35:00Z,oos,21,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
2025.10.01 18:40:00,2025-10-01T18:40:00Z,oos,22,0,Tier A,tier_a_primary,Tier_A_full_context,c08_extreme_compression_stress,flat
