record_view,candidate_alias,candidate_role,guard_variant,guard_family,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,12,3,-49.83,0.0,-16.61,0.0,49.83,9.966,3,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,01,1,-23.45,0.0,-23.45,0.0,23.45,4.69,1,1
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,09,1,-16.56,0.0,-16.56,0.0,16.56,3.312,1,1
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,02,1,-16.13,0.0,-16.13,0.0,16.13,3.226,1,1
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,16,64,-14.9,0.968454,-0.232812,0.40625,191.92,29.70484,53,6
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,17,79,-13.63,0.949282,-0.172532,0.468354,91.58,16.16536,51,6
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,19,2,-8.85,0.156339,-4.425,0.5,10.49,2.098,2,1
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,20,2,7.13,5.62987,3.565,0.5,1.54,0.308,1,1
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,21,4,19.01,inf,4.7525,1.0,0.0,0.0,0,0
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,22,4,42.16,2.278738,10.54,0.5,16.69,3.338,1,1
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,18,61,98.11,1.767204,1.608361,0.639344,39.41,7.829542,23,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,direction,buy,83,-43.18,0.837516,-0.520241,0.46988,124.56,21.917615,60,5
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,direction,sell,140,93.89,1.124494,0.670643,0.514286,161.58,24.429258,118,5
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-06,9,-65.44,0.331972,-7.271111,0.222222,67.64,13.468738,8,5
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-03,15,-38.28,0.542488,-2.552,0.4,44.5,8.892708,12,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-09,19,-23.29,0.702174,-1.225789,0.526316,49.96,9.939717,18,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-08,25,-22.21,0.806297,-0.8884,0.48,37.5,7.38189,24,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-07,23,-10.83,0.890639,-0.47087,0.521739,70.3,13.905647,22,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-04,20,-2.71,0.976268,-0.1355,0.55,97.17,17.333524,16,4
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-10,26,0.01,1.000102,0.000385,0.423077,71.23,12.624284,20,4
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-12,24,2.99,1.027003,0.124583,0.5,75.38,15.076,20,6
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-05,13,16.13,1.24252,1.240769,0.615385,28.29,5.207835,4,2
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-11,17,29.87,1.405127,1.757059,0.470588,41.26,8.252,8,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-01,17,69.42,3.053846,4.083529,0.647059,18.06,3.075194,5,2
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,month,2024-02,15,95.05,2.929166,6.336667,0.533333,23.59,3.874009,5,3
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,weekday,Monday,46,-97.09,0.599282,-2.110652,0.478261,113.77,22.52024,42,4
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,weekday,Tuesday,47,-30.55,0.872352,-0.65,0.446809,85.19,15.405063,37,7
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,weekday,Wednesday,38,-12.41,0.939543,-0.326579,0.421053,136.24,24.088546,29,10
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,weekday,Friday,51,7.8,1.035237,0.152941,0.490196,85.71,16.244646,44,5
mt5_rt_s264_aih_dilowq33_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,dilowq33,directional_imbalance_replacement,routed_total,weekday,Thursday,41,182.96,2.638399,4.462439,0.658537,33.08,5.916123,7,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_mid,84,-107.49,0.795541,-1.279643,0.452381,216.5,38.116868,75,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_late,82,155.72,1.406728,1.899024,0.54878,93.73,15.893984,31,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,chron_segment,chron_early,84,237.51,1.624993,2.8275,0.559524,84.35,11.029604,47,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,12,3,-60.37,0.0,-20.123333,0.0,60.37,12.074,3,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,01,1,-25.5,0.0,-25.5,0.0,25.5,5.1,1,1
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,19,2,-24.84,0.0,-12.42,0.0,24.84,4.968,2,2
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,09,1,-20.23,0.0,-20.23,0.0,20.23,4.046,1,1
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,02,1,-19.8,0.0,-19.8,0.0,19.8,3.96,1,1
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,20,2,8.43,5.988166,4.215,0.5,1.69,0.338,1,1
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,21,2,11.01,inf,5.505,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,22,4,54.7,2.428945,13.675,0.5,19.62,3.732,1,1
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,16,69,86.66,1.151591,1.255942,0.463768,146.29,21.874159,38,8
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,17,91,109.06,1.335952,1.198462,0.527473,93.11,14.29734,55,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,close_hour_utc,18,73,138.97,1.689335,1.903699,0.60274,48.8,9.593458,30,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,direction,buy,102,8.25,1.020993,0.080882,0.490196,145.05,23.143568,67,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,direction,sell,148,277.49,1.309827,1.874932,0.540541,142.48,20.6021,89,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-07,26,-93.54,0.450637,-3.597692,0.384615,141.73,27.957944,25,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-03,17,-54.95,0.521633,-3.232353,0.352941,65.61,12.848079,12,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-06,11,-50.69,0.588221,-4.608182,0.363636,80.19,15.539794,7,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-08,28,4.94,1.038888,0.176429,0.535714,46.64,8.459083,9,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-09,25,6.85,1.078366,0.274,0.56,31.38,6.276,24,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-12,20,22.25,1.171868,1.1125,0.5,74.15,14.83,14,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-10,23,33.1,1.344039,1.43913,0.434783,50.99,8.82638,18,5
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-04,23,36.42,1.287769,1.583478,0.565217,59.94,10.446148,18,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-05,17,57.65,1.633865,3.391176,0.647059,34.45,5.852175,5,2
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-01,19,69.87,2.279436,3.677368,0.578947,25.43,4.329616,7,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-11,19,88.35,2.049786,4.65,0.631579,57.38,11.28972,10,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,month,2024-02,22,165.49,2.970588,7.522273,0.636364,40.36,5.808114,6,3
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,weekday,Monday,47,-161.21,0.523794,-3.43,0.468085,183.67,36.341512,43,6
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,weekday,Friday,59,60.41,1.213546,1.023898,0.491525,90.64,16.650134,32,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,weekday,Wednesday,49,86.51,1.312751,1.76551,0.489796,152.5,23.506019,32,10
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,weekday,Tuesday,48,124.23,1.566924,2.588125,0.5625,71.86,11.787864,25,4
mt5_rt_s264_lc_adx2025_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,adx2025,trend_strength_non_calendar,routed_total,weekday,Thursday,47,175.8,2.025372,3.740426,0.595745,57.69,10.148828,14,4
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_mid,74,-129.9,0.675169,-1.755405,0.459459,171.66,31.685617,73,5
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_late,73,56.0,1.19146,0.767123,0.479452,106.78,18.232733,61,6
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,chron_segment,chron_early,74,116.12,1.369479,1.569189,0.540541,97.17,14.148636,23,4
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,12,3,-49.83,0.0,-16.61,0.0,49.83,9.966,3,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,01,1,-23.45,0.0,-23.45,0.0,23.45,4.69,1,1
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,09,1,-16.56,0.0,-16.56,0.0,16.56,3.312,1,1
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,02,1,-16.13,0.0,-16.13,0.0,16.13,3.226,1,1
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,16,64,-14.36,0.96922,-0.224375,0.40625,190.56,29.494343,53,6
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,17,79,-11.92,0.954682,-0.150886,0.468354,89.43,15.786408,51,6
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,19,2,-8.54,0.154455,-4.27,0.5,10.1,2.02,2,1
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,20,2,7.13,5.62987,3.565,0.5,1.54,0.308,1,1
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,21,4,18.5,inf,4.625,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,22,4,42.57,2.307432,10.6425,0.5,16.69,3.338,1,1
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,close_hour_utc,18,59,87.16,1.686678,1.477288,0.627119,39.41,7.829542,23,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,direction,buy,83,-42.64,0.836006,-0.513735,0.46988,122.97,21.658799,60,5
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,direction,sell,138,84.86,1.113653,0.614928,0.507246,168.38,25.457349,116,5
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-06,9,-64.95,0.328682,-7.216667,0.222222,67.04,13.352188,8,5
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-03,15,-38.28,0.542488,-2.552,0.4,44.5,8.892708,12,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-09,18,-23.51,0.690454,-1.306111,0.5,48.28,9.607004,17,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-08,25,-21.45,0.808977,-0.858,0.48,36.42,7.169291,24,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-07,23,-12.85,0.868246,-0.558696,0.521739,69.35,13.725335,22,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-04,19,-10.84,0.905029,-0.570526,0.526316,97.17,17.333524,15,4
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-10,26,0.93,1.009662,0.035769,0.423077,69.51,12.336936,20,4
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-12,24,1.98,1.017972,0.0825,0.5,75.15,15.03,20,6
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-05,13,15.85,1.242355,1.219231,0.615385,27.88,5.138886,4,2
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-11,17,30.87,1.43205,1.815882,0.470588,40.87,8.174,8,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-01,17,69.42,3.053846,4.083529,0.647059,18.06,3.075194,5,2
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,month,2024-02,15,95.05,2.929166,6.336667,0.533333,23.59,3.874009,5,3
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,weekday,Monday,46,-97.29,0.59476,-2.115,0.478261,112.96,22.359904,42,4
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,weekday,Tuesday,47,-31.06,0.868851,-0.660851,0.446809,85.62,15.482821,37,7
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,weekday,Wednesday,38,-9.88,0.950885,-0.26,0.421053,132.54,23.450106,29,10
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,weekday,Friday,49,-1.77,0.991931,-0.036122,0.469388,93.46,17.713506,42,5
mt5_rt_s264_lc_dilowq33_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,dilowq33,directional_imbalance_replacement,routed_total,weekday,Thursday,41,182.22,2.667918,4.44439,0.658537,33.08,5.916123,7,3
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,chron_segment,chron_mid,90,-48.43,0.920142,-0.538111,0.477778,240.33,37.805569,75,6
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,chron_segment,chron_late,90,118.02,1.244763,1.311333,0.533333,119.69,20.345062,32,5
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,chron_segment,chron_early,90,252.62,1.576455,2.806889,0.555556,75.77,9.382933,26,4
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,12,3,-66.08,0.0,-22.026667,0.0,66.08,13.216,3,3
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,01,1,-27.54,0.0,-27.54,0.0,27.54,5.508,1,1
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,19,2,-27.32,0.0,-13.66,0.0,27.32,5.464,2,2
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,09,1,-23.0,0.0,-23.0,0.0,23.0,4.6,1,1
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,02,1,-20.53,0.0,-20.53,0.0,20.53,4.106,1,1
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,20,2,9.17,6.066298,4.585,0.5,1.81,0.362,1,1
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,21,2,11.78,inf,5.89,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,15,1,27.65,inf,27.65,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,22,4,57.7,2.381374,14.425,0.5,22.13,4.16267,1,1
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,16,83,60.64,1.081225,0.730602,0.457831,183.96,26.359455,45,5
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,17,94,143.45,1.405478,1.526064,0.531915,105.64,15.241448,56,5
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,close_hour_utc,18,76,176.29,1.806967,2.319605,0.618421,52.05,10.209486,25,4
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,direction,buy,102,3.86,1.009045,0.037843,0.490196,159.26,25.089007,67,5
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,direction,sell,168,318.35,1.289383,1.89494,0.541667,149.0,19.647661,60,4
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,month,2024-07,28,-98.91,0.521295,-3.5325,0.392857,157.69,31.055399,27,6
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,month,2024-06,13,-72.13,0.529147,-5.548462,0.307692,92.71,18.342797,8,5
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,month,2024-03,17,-59.86,0.518307,-3.521176,0.352941,71.11,13.909046,12,4
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,month,2024-09,28,-4.33,0.96314,-0.154643,0.571429,56.72,11.344,28,3
mt5_ta_s258_stc_adx2025_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,adx2025,trend_strength_non_calendar,tier_only_total,month,2024-08,29,11.72,1.081621,0.404138,0.551724,42.99,8.198651,9,3
