record_view,matched_split,matched_tier_scope,trade_index,direction,open_time,close_time,net_profit,hold_bars,mae,mfe,realized_over_mfe,session_slice,volatility_regime,trend_regime,adx_bucket,markov_state,mk_state_score,mk_state_confidence,mk_state_entropy_inv,p_long,threshold,state_score_band,confidence_band,entropy_inv_band,p_long_band,hold_bucket,feature_match_status
mt5_tier_a_only_validation_is,validation,Tier A,11,buy,2025-02-12 19:20:00,2025-02-12 21:20:00,-0.96,24.0,2.758000000000175,4.316999999999825,-0.22237665045171157,mid,vol_mid,downtrend,adx_20_25,0,1.0,0.9758014679,0.8355944157,0.9415983638263227,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,12,buy,2025-02-13 19:40:00,2025-02-13 20:45:00,-1.57,13.0,8.131999999999971,2.7049999999999272,-0.5804066543438234,mid,vol_low,downtrend,adx_20_25,0,1.0,0.9723070264,0.8173132539,0.9413252115553965,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,13,buy,2025-02-21 16:50:00,2025-02-21 17:40:00,-11.66,10.0,14.470000000000073,0.5299999999999273,-22.000000000003016,early,vol_low,downtrend,adx_gt25,0,1.0,0.976284802,0.8381793499,0.9416597206186784,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,14,buy,2025-03-25 16:45:00,2025-03-25 17:35:00,3.82,10.0,3.257999999999811,6.04200000000019,0.6322409798079907,early,vol_low,downtrend,adx_gt25,0,1.0,0.9715471864,0.8134276271,0.9413138071211804,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,15,buy,2025-03-25 19:50:00,2025-03-26 18:05:00,-14.05,267.0,21.238999999999944,9.713999999999942,-1.446366069590291,late,vol_low,downtrend,adx_20_25,0,1.0,0.9775141478,0.8448206782,0.9419169152451219,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,16,buy,2025-03-26 20:40:00,2025-03-27 17:00:00,-1.9,244.0,15.513000000000103,5.352000000000044,-0.3550074738415516,late,vol_mid,downtrend,adx_gt25,0,1.0,0.9693207145,0.8022129536,0.941226573131868,0.9411238241607245,state_score_high_positive,confidence_0.90_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,17,buy,2025-04-25 19:00:00,2025-04-25 19:55:00,9.72,11.0,1.445000000000073,10.104999999999928,0.9619000494804621,mid,vol_high,range_or_weak_trend,adx_lt20,0,1.0,0.9728704095,0.8202139139,0.9413016971225789,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,18,buy,2025-05-02 18:10:00,2025-05-02 19:00:00,3.62,10.0,3.308000000000175,4.566999999999825,0.7926428727830389,early,vol_mid,downtrend,adx_gt25,0,1.0,0.9735327363,0.8236465454,0.941278656056267,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,19,buy,2025-05-09 17:10:00,2025-05-09 18:00:00,-12.21,10.0,20.63299999999981,0.017000000000189176,-718.2352941096545,early,vol_mid,range_or_weak_trend,adx_lt20,0,1.0,0.9747299552,0.8299138546,0.9416310849034284,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,20,buy,2025-05-09 19:40:00,2025-05-12 16:45:00,66.64,829.0,4.831999999999971,88.65800000000019,0.7516524171535548,mid,vol_mid,downtrend,adx_gt25,0,1.0,0.9805014729,0.8613843322,0.941711907084998,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,21,buy,2025-05-13 19:35:00,2025-05-15 17:10:00,0.54,547.0,10.621000000000278,12.177000000000044,0.044345898004434434,mid,vol_low,downtrend,adx_gt25,0,1.0,0.9785187244,0.8503212333,0.94159982223314,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,22,buy,2025-05-15 19:00:00,2025-05-15 21:00:00,4.48,24.0,1.1200000000000727,9.929999999999929,0.4511581067472339,mid,vol_mid,downtrend,adx_gt25,0,1.0,0.9780328274,0.8476524353,0.941296205870058,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,23,buy,2025-05-16 19:45:00,2025-05-19 16:50:00,-6.36,829.0,30.686999999999898,8.41700000000019,-0.7556136390637824,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9761300087,0.8373498321,0.9413102716035265,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,24,buy,2025-05-19 17:40:00,2025-05-19 18:35:00,0.71,11.0,3.482999999999811,2.2549999999999275,0.3148558758314957,early,vol_high,downtrend,adx_gt25,0,1.0,0.9716510773,0.8139570951,0.9413709785510442,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,25,buy,2025-05-20 20:00:00,2025-05-20 21:50:00,-10.66,22.0,11.932999999999812,1.2920000000001892,-8.250773993806842,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9773594737,0.8439797759,0.9413901985575087,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,26,buy,2025-05-28 18:40:00,2025-05-28 19:40:00,2.03,12.0,2.0450000000000728,2.6549999999999274,0.7645951035781753,mid,vol_low,downtrend,adx_20_25,0,1.0,0.97368294,0.8244282603,0.9415257212308414,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,27,buy,2025-06-03 20:40:00,2025-06-04 17:15:00,-3.67,247.0,11.04499999999971,4.682000000000335,-0.7838530542502642,late,vol_low,downtrend,adx_gt25,0,1.0,0.9767355323,0.8406031728,0.941178167139471,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,28,buy,2025-06-04 18:20:00,2025-06-05 17:05:00,-3.2,273.0,7.7409999999999854,12.574000000000161,-0.25449339907745816,early,vol_mid,range_or_weak_trend,adx_lt20,0,1.0,0.9775375724,0.8449482322,0.9418478710110205,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,29,buy,2025-06-05 20:40:00,2025-06-06 18:50:00,2.94,266.0,30.434000000000015,8.326000000000205,0.3531107374489464,late,vol_mid,downtrend,adx_gt25,0,1.0,0.9787986279,0.8518662453,0.9418950131387421,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,30,buy,2025-06-06 19:50:00,2025-06-10 17:30:00,10.06,1124.0,5.231999999999971,20.865999999999985,0.4821240295217103,mid,vol_mid,range_or_weak_trend,adx_lt20,0,1.0,0.9796131253,0.8563927412,0.941176143245303,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,31,buy,2025-06-12 17:05:00,2025-06-12 18:50:00,4.77,21.0,1.019999999999709,12.055000000000291,0.3956864371629933,early,vol_low,downtrend,adx_gt25,0,1.0,0.980324924,0.8603875637,0.9420731269216467,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,32,buy,2025-06-12 20:30:00,2025-06-13 17:50:00,-24.89,256.0,46.96299999999974,2.617000000000189,-9.51089033244104,late,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9795585275,0.8560878634,0.942050482694948,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,33,buy,2025-06-16 19:05:00,2025-06-16 20:00:00,-0.85,11.0,2.919999999999709,2.205000000000291,-0.3854875283446203,mid,vol_low,downtrend,adx_gt25,0,1.0,0.9708760381,0.810020566,0.9413657832187835,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,34,buy,2025-06-16 21:45:00,2025-06-17 17:10:00,-5.4,233.0,15.961999999999898,2.645000000000073,-2.0415879017012672,late,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9736651182,0.8243354559,0.9416193073108371,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,35,buy,2025-06-17 21:30:00,2025-06-18 16:50:00,6.59,232.0,7.1259999999998405,12.961000000000059,0.5084484221896436,late,vol_low,downtrend,adx_gt25,0,1.0,0.9762873054,0.8381927609,0.9416597206186784,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,36,buy,2025-06-18 17:45:00,2025-06-18 19:35:00,-4.75,22.0,6.481999999999971,0.6050000000002911,-7.85123966941771,early,vol_mid,downtrend,adx_20_25,0,1.0,0.9769002795,0.8414922953,0.9416116713111843,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,37,buy,2025-06-24 17:00:00,2025-06-25 17:00:00,23.04,288.0,2.570000000000073,25.84700000000012,0.8913993887104845,early,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.979663372,0.8566734791,0.9416595147901299,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,38,buy,2025-06-25 18:45:00,2025-06-25 19:45:00,-2.02,12.0,2.731999999999971,1.4299999999999273,-1.4125874125874844,mid,vol_low,downtrend,adx_gt25,0,1.0,0.9773803949,0.844093442,0.941618961067498,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,39,buy,2025-06-26 20:00:00,2025-06-27 18:25:00,18.09,269.0,1.081999999999971,21.4489999999998,0.8433959625157429,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9782168269,0.8486610651,0.9416784494654822,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,40,buy,2025-06-27 19:45:00,2025-06-30 21:50:00,2.3899999999999997,889.0,18.045000000000073,14.176000000000204,0.16859480812640837,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9806523323,0.8622378707,0.9416747248760198,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,41,buy,2025-07-01 19:45:00,2025-07-02 16:55:00,1.72,254.0,12.144000000000233,7.4929999999996655,0.2295475777392335,mid,vol_high,downtrend,adx_gt25,0,1.0,0.9750522375,0.8316153884,0.9414333466211254,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,42,buy,2025-07-02 17:55:00,2025-07-07 17:15:00,10.149999999999999,1432.0,1.8829999999998108,28.365999999999985,0.35782274554043586,early,vol_low,downtrend,adx_gt25,0,1.0,0.9820449352,0.8702003956,0.9423025564997063,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,43,buy,2025-07-07 18:10:00,2025-07-07 21:00:00,-3.65,34.0,7.370000000000073,5.254999999999928,-0.6945765937202759,early,vol_low,downtrend,adx_gt25,0,1.0,0.9814370275,0.8667057157,0.9418946207456242,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,44,buy,2025-07-08 18:40:00,2025-07-08 20:55:00,4.01,27.0,1.356999999999971,7.279999999999927,0.5508241758241813,mid,vol_mid,downtrend,adx_gt25,0,1.0,0.977065444,0.8423855901,0.9414528773257863,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,45,buy,2025-07-09 17:15:00,2025-07-09 19:05:00,-12.85,22.0,17.23199999999997,0.3049999999999273,-42.13114754099365,early,vol_low,downtrend,adx_gt25,0,1.0,0.9794284701,0.8553624153,0.9421143710272839,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,46,buy,2025-07-10 20:55:00,2025-07-11 20:25:00,-3.71,282.0,20.345999999999915,1.4040000000000874,-2.642450142449978,late,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9764111042,0.8388572335,0.9411396149105022,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,47,buy,2025-07-14 16:35:00,2025-07-14 17:25:00,4.08,10.0,9.370000000000074,5.0430000000000295,0.8090422367638264,early,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.97843647,0.8498682976,0.941391489238748,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,48,buy,2025-07-14 18:15:00,2025-07-15 17:20:00,17.759999999999998,277.0,1.531999999999971,21.68500000000022,0.8189993082776029,early,vol_high,range_or_weak_trend,adx_lt20,0,1.0,0.9818396568,0.8690171838,0.9422089519022478,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,49,buy,2025-07-17 21:30:00,2025-07-18 20:00:00,-6.91,270.0,7.977999999999884,6.437000000000262,-1.0734814354512534,late,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9807399511,0.8627343178,0.9421419597958249,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,50,buy,2025-07-18 21:00:00,2025-07-22 16:40:00,10.81,1100.0,0.4319999999999709,23.248999999999796,0.4649662351068904,late,vol_low,downtrend,adx_20_25,0,1.0,0.9815974832,0.8676253557,0.9419487904330727,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,51,buy,2025-07-22 17:30:00,2025-07-22 19:20:00,4.73,22.0,0.3450000000000728,6.44300000000003,0.7341300636349494,early,vol_high,downtrend,adx_gt25,0,1.0,0.9814981818,0.8670558929,0.9419218914516329,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,52,buy,2025-07-22 20:50:00,2025-07-24 17:20:00,11.87,534.0,6.7540000000000875,21.00099999999984,0.5652111804199842,late,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9816988111,0.8682069182,0.9420109944560014,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,53,buy,2025-07-24 19:45:00,2025-07-24 21:00:00,2.11,15.0,0.9950000000000728,5.804999999999928,0.36347975882860056,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9806775451,0.8623808622,0.9422316130125128,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,54,buy,2025-07-25 16:45:00,2025-07-25 20:20:00,7.48,43.0,0.11999999999970896,11.34300000000003,0.6594375385700415,early,vol_low,downtrend,adx_gt25,0,1.0,0.9804044962,0.8608367443,0.9415281113278022,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,55,buy,2025-07-29 20:05:00,2025-07-30 17:30:00,-0.69,257.0,8.920000000000073,1.7209999999999128,-0.4009296920395322,mid,vol_low,downtrend,adx_gt25,0,1.0,0.9803856611,0.8607302904,0.9419658149896843,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,56,buy,2025-08-04 19:10:00,2025-08-04 21:20:00,0.16,26.0,2.0080000000001745,2.3419999999998256,0.06831767719898033,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.9718470573,0.8149573207,0.9411791780001718,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,57,buy,2025-08-07 17:45:00,2025-08-07 19:40:00,-11.15,23.0,11.906999999999972,1.2930000000000292,-8.623356535189288,early,vol_mid,downtrend,adx_20_25,0,1.0,0.9802153707,0.859770298,0.9421023889069418,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,58,buy,2025-08-07 21:25:00,2025-08-08 16:45:00,26.72,232.0,0.4700000000000728,27.952000000000044,0.9559244419003992,late,vol_mid,downtrend,adx_gt25,0,1.0,0.9748057127,0.8303134441,0.9416767917160126,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,59,buy,2025-08-08 20:15:00,2025-08-11 17:05:00,5.21,826.0,1.857999999999811,10.46700000000019,0.4977548485716925,late,vol_low,downtrend,adx_20_25,0,1.0,0.9738606811,0.8253550529,0.9411566628662292,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,60,buy,2025-08-13 19:10:00,2025-08-13 20:10:00,-3.07,12.0,4.831999999999971,0.45500000000029106,-6.747252747248431,mid,vol_low,downtrend,adx_gt25,0,1.0,0.9749485254,0.8310669661,0.9415851861788666,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_0_12,matched
mt5_tier_a_only_validation_is,validation,Tier A,61,buy,2025-08-14 19:40:00,2025-08-15 19:00:00,-12.25,280.0,17.326000000000203,6.979999999999928,-1.7550143266475826,mid,vol_low,range_or_weak_trend,adx_lt20,0,1.0,0.970005095,0.8056336045,0.9413059421374055,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,62,buy,2025-08-15 20:10:00,2025-08-15 21:20:00,-0.3,14.0,2.669999999999709,3.4800000000002913,-0.08620689655171691,mid,vol_mid,range_or_weak_trend,adx_lt20,0,1.0,0.9766681194,0.8402400613,0.9416839099320768,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,63,buy,2025-08-29 21:25:00,2025-09-02 17:10:00,-23.79,1101.0,41.631000000000135,10.806000000000132,-2.2015546918378406,late,vol_low,downtrend,adx_20_25,0,1.0,0.9747549295,0.8300456405,0.9411364963234227,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,64,buy,2025-09-02 20:50:00,2025-09-03 16:35:00,17.84,237.0,6.245000000000073,24.07599999999984,0.7409868748961671,late,vol_low,downtrend,adx_gt25,0,1.0,0.9735931754,0.8239609599,0.9416193073108371,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,65,buy,2025-09-03 19:15:00,2025-09-03 21:00:00,-6.17,21.0,8.01999999999971,3.680000000000291,-1.676630434782476,mid,vol_low,downtrend,adx_20_25,0,1.0,0.9789789319,0.852864325,0.9415698248273117,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_13_96,matched
mt5_tier_a_only_validation_is,validation,Tier A,66,buy,2025-09-03 21:55:00,2025-09-04 18:20:00,19.169999999999998,245.0,1.2579999999998108,20.531000000000134,0.9337099995129254,late,vol_low,downtrend,adx_gt25,0,1.0,0.9787044525,0.8513457775,0.941797456914392,0.9411238241607245,state_score_high_positive,confidence_ge_0.97,entropy_inv_ge_0.80,p_long_0.90_0.95,hold_gt_96,matched
