run_id,queue_id,axis_id,queue_type,queue_rank,seed_variant_id,source_queue_id,variant_id,short_probability_threshold,long_threshold,min_margin,entry_margin_floor,long_block_feature,long_block_min,max_hold_m5,bridge_policy,bridge_policy_value,density_restore_budget,materialized_policy,session_policy,side_policy,restore_policy,trade_splitting_status,top_n_status,proxy_boundary,claim_boundary,validation_trade_count,validation_trade_per_business_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_max_drawdown,validation_recovery_factor,validation_long_count,validation_short_count,validation_long_short_balance,validation_business_days,oos_trade_count,oos_trade_per_business_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_recovery_factor,oos_long_count,oos_short_count,oos_long_short_balance,oos_business_days,combined_trade_count,combined_trade_per_business_day,combined_net_profit,combined_profit_factor,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,combined_long_short_balance,combined_business_days,net_delta_vs_run364AJ_selected,pf_delta_vs_run364AJ_selected,dd_delta_vs_run364AJ_selected,density_delta_vs_run364AJ_selected,candidate_status,selection_score
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,density_anchor_hold6_pf_probe(밀도 기준 보유6 PF 탐침),hold_shape(보유 형태),candidate(후보),7,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침__seed_selected_control_full_session_선택_대조_전체_세션_ps0_45_floor0_0_hold8__ps0_45__floor0_00__hold6,0.45,0.0,-0.000562137088,0.0,adx_14,40.0,6,restore_march_non_hour16_margin,0.10,0.0,density_anchor_hold6_pf_probe(밀도 기준 보유 6 PF 탐침),all_sessions(전체 세션),all_sides(전체 방향),max_hold6_trade_shape_probe(최대 보유 6 거래 형태 탐침),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,597,3.0773195876,428.254,1.2625630575,0.7173433836,-76.772,5.5782576981,529,68,0.1285444234,194,571,4.1079136691,430.408,1.2829768028,0.7537793345,-168.999,2.5468079693,512,59,0.115234375,139,1168,3.5075075075,858.662,1.2724135667,0.7351558219,-168.999,5.080870301,1041,127,0.1219980788,333,18.607,-0.0015222054,-26.676,0.5015015015,watch_density_safe_pf_below_reference(밀도 안전이나 PF 기준 미달 관찰),992.841178715
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,control_replay_density_anchor(대조 재생 밀도 기준점),control_anchor(대조 기준),control(대조),1,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),control_replay_density_anchor_대조_재생_밀도_기준점__seed_selected_control_full_session_선택_대조_전체_세션_ps0_45_floor0_0_hold8__ps0_45__floor0_00__hold8,0.45,0.0,-0.000562137088,0.0,adx_14,40.0,8,restore_march_non_hour16_margin,0.10,0.0,control_replay_density_anchor(대조 재생 밀도 기준),all_sessions(전체 세션),all_sides(전체 방향),none(없음),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,516,2.6597938144,339.043,1.2146673268,0.6570600775,-142.323,2.382208076,452,64,0.1415929204,194,485,3.4892086331,501.012,1.3368770697,1.033014433,-90.53,5.5342096543,430,55,0.1279069767,139,1001,3.006006006,840.055,1.2739357721,0.8392157842,-142.323,5.9024542765,882,119,0.1349206349,333,0.0,0.0,0.0,0.0,watch_density_safe_pf_below_reference(밀도 안전이나 PF 기준 미달 관찰),852.863251865
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,density_anchor_short0455_edge(밀도 기준 숏0.455 경계),threshold_edge(임계값 경계),candidate(후보),11,selected_control_full_session_선택_대조_전체_세션__ps0_45__floor0_0__hold8,selected_control_full_session(선택 대조 전체 세션),density_anchor_short0455_edge_밀도_기준_숏0_455_경계__seed_selected_control_full_session_선택_대조_전체_세션_ps0_45_floor0_0_hold8__ps0_455__floor0_00__hold8,0.455,0.0,-0.000562137088,0.0,adx_14,40.0,8,restore_march_non_hour16_margin,0.10,0.0,density_anchor_short0455_edge(밀도 기준 숏 0.455 경계),all_sessions_except_premarket_short(프리마켓 숏 제외 전체),"long_all_short_no_premarket(롱 전체, 숏 프리마켓 제외)",recover_density_edge_0_455(밀도 경계 0.455 복원),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497,2.5618556701,293.518,1.1900935903,0.5905794769,-133.361,2.2009283074,452,45,0.0995575221,194,470,3.381294964,496.071,1.3512591475,1.0554702128,-87.046,5.6989522781,429,41,0.0955710956,139,967,2.9039039039,789.589,1.2670836468,0.8165346432,-133.361,5.920688957,881,86,0.0976163451,333,-50.466,-0.0068521253,8.962,-0.1021021021,fail_density_floor(밀도 하한 실패),652.27072627
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,pfpass_core_short_restore_budget_010(PF통과 핵심 숏 0.10 복원),short_restore(숏 복원),candidate(후보),2,pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원__seed_pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원_ps0_5_floor0___ps0_50__floor0_00__hold8,0.5,0.0,-0.000562137088,0.0,adx_14,40.0,8,block_march_long_restore_core_short_budget,0.10,0.1,pf_pass_core_short_density_restore_budget_010(PF 통과 핵심 숏 밀도 복원 0.10),pfpass_base_plus_core_short_budget(피에프 통과 기준 + 핵심 숏 예산),long_seed_short_core_budget_010(롱 씨앗 + 핵심 숏 0.10),restore_core_short_from_control_budget_010(대조에서 핵심 숏 0.10 복원),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,453,2.3350515464,362.958,1.2765158326,0.8012317881,-120.303,3.0170319942,452,1,0.0022123894,194,434,3.1223021583,482.596,1.383183002,1.1119723502,-88.47,5.4549112694,429,5,0.0116550117,139,887,2.6636636637,845.554,1.3287468527,0.9532739572,-120.303,7.0285362792,881,6,0.0068104427,333,5.499,0.0548110806,22.02,-0.3423423423,fail_density_floor(밀도 하한 실패),410.418022536
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,pfpass_guardrail_no_trade_split(PF통과 거래쪼개기 금지 가드),guardrail(가드레일),control(대조),12,pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),pfpass_guardrail_no_trade_split_PF통과_거래쪼개기_금지_가드__seed_pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원_ps0_5_floor0___ps0_50__floor0_00__hold8,0.5,0.0,-0.000562137088,0.0,adx_14,40.0,8,block_march_long_restore_non_hour16_margin,0.08,0.0,pf_pass_guardrail_no_trade_split(PF 통과 거래 쪼개기 금지 가드),"guardrail_only_same_as_seed(가드레일 전용, 씨앗 동일)","guardrail_only_same_as_seed(가드레일 전용, 씨앗 동일)",no_trade_split_no_topn_guardrail(거래 쪼개기와 top_n 금지 가드),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,453,2.3350515464,362.958,1.2765158326,0.8012317881,-120.303,3.0170319942,452,1,0.0022123894,194,434,3.1223021583,482.596,1.383183002,1.1119723502,-88.47,5.4549112694,429,5,0.0116550117,139,887,2.6636636637,845.554,1.3287468527,0.9532739572,-120.303,7.0285362792,881,6,0.0068104427,333,5.499,0.0548110806,22.02,-0.3423423423,fail_density_floor(밀도 하한 실패),410.418022536
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,dd_seed_density_restore_core_late(낙폭 씨앗 핵심후반 밀도 복원),dd_restore(낙폭 복원),candidate(후보),8,pfpass_core_plus_premarket_long_restore_PF_통과_핵심_프리마켓_롱_복원__ps0_5__floor0_0__hold8,pfpass_core_plus_premarket_long_restore(PF 통과 핵심 + 프리마켓 롱 복원),dd_seed_density_restore_core_late_낙폭_씨앗_핵심후반_밀도_복원__seed_pfpass_core_plus_premarket_long_restore_PF_통과_핵심_프리마켓_롱_복원_ps0_5_floor0_0_hold8__ps0_45__floor0_00__hold8,0.45,0.0,-0.000562137088,0.0,adx_14,40.0,8,block_march_long_restore_core_late,0.29,0.29,dd_seed_core_late_density_restore(낙폭 씨앗 핵심/후반 밀도 복원),us_cash_core_plus_post_cash_late_long(핵심 + 현금장 후반 롱),core_both_sides_late_long(핵심 양방향 + 후반 롱),restore_core_late_density_from_dd_seed(낙폭 씨앗에서 핵심/후반 밀도 복원),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,490,2.5257731959,247.422,1.1648720489,0.5049428571,-128.108,1.9313547944,427,63,0.1475409836,194,436,3.1366906475,441.077,1.3628011917,1.0116444954,-89.923,4.9050521001,390,46,0.1179487179,139,926,2.7807807808,688.499,1.2534558955,0.7435194384,-128.108,5.374363818,817,109,0.1334149327,333,-151.556,-0.0204798766,14.215,-0.2252252252,fail_density_floor(밀도 하한 실패),367.327753275
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,pfpass_late_long_density_patch(PF통과 후반 롱 밀도 패치),late_long_restore(후반 롱 복원),candidate(후보),4,pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),pfpass_late_long_density_patch_PF통과_후반_롱_밀도_패치__seed_pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원_ps0_5_floor0___ps0_50__floor0_00__hold8,0.5,0.0,-0.000562137088,0.0,adx_14,40.0,8,block_march_long_restore_late_long,0.16,0.16,pf_pass_late_long_density_patch(PF 통과 후반 롱 밀도 패치),pfpass_base_plus_post_cash_late_long(PF 통과 기준 + 현금장 후반 롱),long_late_patch_short_seed(후반 롱 패치 + 숏 씨앗),restore_sparse_late_long_from_control(대조에서 희소 후반 롱 복원),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,455,2.3453608247,328.07,1.2431911735,0.721032967,-120.303,2.7270309136,454,1,0.0022026432,194,434,3.1223021583,482.596,1.383183002,1.1119723502,-88.47,5.4549112694,429,5,0.0116550117,139,889,2.6696696697,810.666,1.310783255,0.9118852643,-120.303,6.7385351986,883,6,0.006795017,333,-29.389,0.0368474829,22.02,-0.3363363363,fail_density_floor(밀도 하한 실패),358.312178894
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,pfpass_month_pocket_observation(PF통과 월 포켓 관찰),market_behavior(시장 현상),observation(관찰),10,pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),pfpass_month_pocket_observation_PF통과_월_포켓_관찰__seed_pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원_ps0_5_floor0___ps0_50__floor0_00__hold8,0.5,0.0,-0.000562137088,0.0,adx_14,40.0,8,block_march_long_restore_non_hour16_margin,0.08,0.0,"month_pocket_observation_no_filter(월 포켓 관찰, 필터 아님)",all_sessions(전체 세션),all_sides(전체 방향),"month_pockets_report_only_not_filter(월 포켓은 보고 전용, 필터 아님)",not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,454,2.3402061856,369.958,1.2818487108,0.8148854626,-120.303,3.0752184069,452,2,0.0044247788,194,436,3.1366906475,429.985,1.3317299161,0.9862041284,-88.47,4.8602351079,430,6,0.0139534884,139,890,2.6726726727,799.943,1.3066323163,0.8988123596,-120.303,6.6494019268,882,8,0.0090702948,333,-40.112,0.0326965442,22.02,-0.3333333333,fail_density_floor(밀도 하한 실패),96.533312892
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,pfpass_validation_balance_patch(PF통과 검증 균형 패치),split_balance(분할 균형),candidate(후보),9,pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),pfpass_validation_balance_patch_PF통과_검증_균형_패치__seed_pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원_ps0_5_floor0___ps0_50__floor0_01__hold8,0.5,0.0,-0.000562137088,0.01,adx_14,40.0,8,block_march_long_restore_validation_balance,0.18,0.18,pf_pass_validation_balance_patch(PF 통과 검증 균형 패치),"all_sessions_with_validation_report(전체 세션, 검증 분리 보고)",all_sides(전체 방향),validation_balance_report_only(검증 균형 보고 전용),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,271,1.3969072165,285.237,1.3233272084,1.0525350554,-136.645,2.0874309342,269,2,0.0074349442,194,298,2.1438848921,105.465,1.11065726,0.353909396,-164.69,0.6403849657,292,6,0.0205479452,139,569,1.7087087087,390.702,1.2128851815,0.6866467487,-164.69,2.3723480478,561,8,0.0142602496,333,-449.353,-0.0610505906,-22.367,-1.2972972973,fail_density_floor(밀도 하한 실패),-1600.859568975
run364AM_train_pf_pass_density_restore_offensive_scout_without_db_v1,pfpass_non_drag_session_restore(PF통과 비끌림 세션 복원),session_restore(세션 복원),candidate(후보),5,pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원__ps0_5__floor0_0__hold8,pfpass_block_premarket_short_restore_density(PF 통과 프리마켓 숏 차단 밀도 복원),pfpass_non_drag_session_restore_PF통과_비끌림_세션_복원__seed_pfpass_block_premarket_short_restore_density_PF_통과_프리마켓_숏_차단_밀도_복원_ps0_5_floor0___ps0_50__floor0_01__hold8,0.5,0.0,-0.000562137088,0.01,adx_14,40.0,8,block_march_long_restore_non_drag_sessions,0.24,0.24,pf_pass_non_drag_session_restore(PF 통과 비끌림 세션 복원),all_sessions_except_premarket_short(프리마켓 숏 제외 전체),"long_all_short_no_premarket(롱 전체, 숏 프리마켓 제외)",restore_non_drag_core_late_from_control(대조에서 비끌림 핵심/후반 복원),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,287,1.4793814433,223.972,1.2296950827,0.7803902439,-136.645,1.6390793662,286,1,0.0034965035,194,297,2.1366906475,119.752,1.1275598083,0.4032053872,-164.69,0.727135831,292,5,0.0171232877,139,584,1.7537537538,343.724,1.1795958461,0.5885684932,-164.69,2.0870969701,578,6,0.0103806228,333,-496.331,-0.094339926,-22.367,-1.2522522522,fail_density_floor(밀도 하한 실패),-1602.408069335
