candidate_id,candidate_alias,candidate_role,variant_count,aggressive_watch_count,constructive_count,uncomfortable_flag_count,net_profit_mean,net_profit_min,net_profit_max,equity_drawdown_percent_worst,worst_slice_net_min,summary_read
s264_allow_inner_high_quarter,s264_aih,core_challenger,4,1,1,2,6062.6,2128.47,9213.54,27.99,-755.76,"aggressive_branch_has_watch_rows_no_selection(공격형 분기 관찰 행 있음, 선택 아님)"
