timestamp,symbol,candidate_id,artifact_slug,feature_set_id,model_id,view_id,predicted_label,signal_direction,p_short,p_flat,p_long,max_probability,probability_margin,decision_threshold,hour_utc,month,us_cash_session,volatility_regime,adx_regime,vix_zscore_regime,usdx_zscore_regime,us10yr_zscore_regime
2026-04-14 16:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3072540760040283,0.28395771980285645,0.40878820419311523,0.40878820419311523,0.10153412818908691,0.07078808758599892,16,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate
2026-04-15 16:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.30212050676345825,0.2833835482597351,0.41449594497680664,0.41449594497680664,0.11237543821334839,0.07078808758599892,16,2026-04,cash_open,low_vol,mid_adx,low_vix,weak_usd,neutral_rate
2026-04-15 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2790655493736267,0.28095149993896484,0.43998292088508606,0.43998292088508606,0.15903142094612122,0.07078808758599892,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,neutral_rate
2026-04-15 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.34141790866851807,0.2389213740825653,0.4196607172489166,0.4196607172489166,0.07824280858039856,0.07078808758599892,16,2026-04,cash_open,mid_vol,high_adx,low_vix,neutral_usd,neutral_rate
2026-04-15 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31029921770095825,0.2620546817779541,0.42764607071876526,0.42764607071876526,0.117346853017807,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,neutral_vix,neutral_usd,low_rate
2026-04-16 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3057433068752289,0.27685683965682983,0.41739991307258606,0.41739991307258606,0.11165660619735718,0.07078808758599892,16,2026-04,cash_open,low_vol,low_adx,high_vix,neutral_usd,neutral_rate
2026-04-16 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31678280234336853,0.2805640995502472,0.4026530981063843,0.4026530981063843,0.08587029576301575,0.07078808758599892,16,2026-04,cash_open,mid_vol,low_adx,high_vix,strong_usd,neutral_rate
2026-04-17 16:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3279784917831421,0.26909106969833374,0.4029304087162018,0.4029304087162018,0.07495191693305969,0.07078808758599892,16,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-20 16:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.25664475560188293,0.2841814458370209,0.4591737687587738,0.4591737687587738,0.17499232292175293,0.07078808758599892,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate
2026-04-20 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3594285249710083,0.1936846524477005,0.44688680768013,0.44688680768013,0.0874582827091217,0.07078808758599892,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,neutral_rate
2026-04-20 16:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.29685574769973755,0.2173144370317459,0.48582983016967773,0.48582983016967773,0.18897408246994019,0.07078808758599892,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate
2026-04-20 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3490508794784546,0.21046394109725952,0.4404851496219635,0.4404851496219635,0.09143427014350891,0.07078808758599892,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate
2026-04-20 16:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31250280141830444,0.20043449103832245,0.4870627522468567,0.4870627522468567,0.17455995082855225,0.07078808758599892,16,2026-04,cash_open,mid_vol,high_adx,low_vix,weak_usd,neutral_rate
2026-04-20 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31777629256248474,0.22116057574748993,0.46106311678886414,0.46106311678886414,0.1432868242263794,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,low_vix,weak_usd,neutral_rate
2026-04-20 17:05:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2872224450111389,0.31043264269828796,0.4023449420928955,0.4023449420928955,0.09191229939460754,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-20 17:30:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.28814685344696045,0.3099881410598755,0.4018649756908417,0.4018649756908417,0.09187683463096619,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate
2026-04-20 17:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.28413987159729004,0.3150053024291992,0.40085482597351074,0.40085482597351074,0.08584952354431152,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate
2026-04-20 18:25:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.295427143573761,0.2733265161514282,0.4312463700771332,0.4312463700771332,0.1358192265033722,0.07078808758599892,18,2026-04,cash_open,mid_vol,high_adx,neutral_vix,weak_usd,neutral_rate
2026-04-20 18:30:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.26159968972206116,0.3204810917377472,0.41791924834251404,0.41791924834251404,0.09743815660476685,0.07078808758599892,18,2026-04,cash_open,high_vol,high_adx,neutral_vix,weak_usd,high_rate
2026-04-20 18:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2856502830982208,0.2960750162601471,0.41827473044395447,0.41827473044395447,0.12219971418380737,0.07078808758599892,18,2026-04,cash_open,high_vol,high_adx,neutral_vix,weak_usd,high_rate
2026-04-20 18:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.27940136194229126,0.30773887038230896,0.41285982728004456,0.41285982728004456,0.1051209568977356,0.07078808758599892,18,2026-04,cash_open,mid_vol,high_adx,neutral_vix,weak_usd,high_rate
2026-04-20 18:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2577150762081146,0.3180929720401764,0.42419198155403137,0.42419198155403137,0.10609900951385498,0.07078808758599892,18,2026-04,cash_open,mid_vol,mid_adx,neutral_vix,weak_usd,neutral_rate
2026-04-21 16:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.43691325187683105,0.2510020136833191,0.31208476424217224,0.43691325187683105,0.12482848763465881,0.07078808758599892,16,2026-04,cash_open,low_vol,high_adx,high_vix,weak_usd,low_rate
2026-04-21 16:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.32477906346321106,0.2451234608888626,0.4300975203514099,0.4300975203514099,0.10531845688819885,0.07078808758599892,16,2026-04,cash_open,mid_vol,high_adx,neutral_vix,weak_usd,neutral_rate
2026-04-21 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3044799566268921,0.27761635184288025,0.4179036617279053,0.4179036617279053,0.11342370510101318,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-21 19:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.26081743836402893,0.33293530344963074,0.40624722838401794,0.40624722838401794,0.07331192493438721,0.07078808758599892,19,2026-04,cash_open,mid_vol,high_adx,neutral_vix,strong_usd,neutral_rate
2026-04-21 19:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2474408745765686,0.33768177032470703,0.41487738490104675,0.41487738490104675,0.07719561457633972,0.07078808758599892,19,2026-04,cash_open,mid_vol,high_adx,neutral_vix,strong_usd,neutral_rate
2026-04-21 20:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31398770213127136,0.2918599843978882,0.39415234327316284,0.39415234327316284,0.08016464114189148,0.07078808758599892,20,2026-04,cash_open,mid_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-21 20:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2522609829902649,0.3326283395290375,0.41511067748069763,0.41511067748069763,0.08248233795166016,0.07078808758599892,20,2026-04,cash_open,mid_vol,high_adx,neutral_vix,weak_usd,high_rate
2026-04-21 20:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2582383155822754,0.3292323052883148,0.4125294089317322,0.4125294089317322,0.08329710364341736,0.07078808758599892,20,2026-04,cash_open,mid_vol,high_adx,low_vix,neutral_usd,neutral_rate
2026-04-22 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3113095164299011,0.22656358778476715,0.4621269702911377,0.4621269702911377,0.15081745386123657,0.07078808758599892,16,2026-04,cash_open,mid_vol,mid_adx,low_vix,weak_usd,neutral_rate
2026-04-22 16:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.32729846239089966,0.24209064245224,0.43061092495918274,0.43061092495918274,0.10331246256828308,0.07078808758599892,16,2026-04,cash_open,mid_vol,mid_adx,neutral_vix,weak_usd,neutral_rate
2026-04-22 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3175205886363983,0.21324674785137177,0.4692327082157135,0.4692327082157135,0.15171211957931519,0.07078808758599892,16,2026-04,cash_open,mid_vol,mid_adx,neutral_vix,weak_usd,neutral_rate
2026-04-22 16:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3386496305465698,0.23781289160251617,0.4235374927520752,0.4235374927520752,0.08488786220550537,0.07078808758599892,16,2026-04,cash_open,mid_vol,mid_adx,neutral_vix,weak_usd,neutral_rate
2026-04-22 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31665733456611633,0.27531859278678894,0.4080240726470947,0.4080240726470947,0.0913667380809784,0.07078808758599892,17,2026-04,cash_open,mid_vol,low_adx,neutral_vix,weak_usd,neutral_rate
2026-04-23 20:20:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.45375409722328186,0.2907889485359192,0.25545695424079895,0.45375409722328186,0.16296514868736267,0.07078808758599892,20,2026-04,cash_open,high_vol,mid_adx,high_vix,strong_usd,low_rate
2026-04-23 20:25:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.42646053433418274,0.3156665861606598,0.25787290930747986,0.42646053433418274,0.11079394817352295,0.07078808758599892,20,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,low_rate
2026-04-23 20:30:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.47457191348075867,0.25119760632514954,0.2742305397987366,0.47457191348075867,0.2003413736820221,0.07078808758599892,20,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,low_rate
2026-04-23 20:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.4080713391304016,0.26378875970840454,0.3281399607658386,0.4080713391304016,0.07993137836456299,0.07078808758599892,20,2026-04,cash_open,high_vol,high_adx,neutral_vix,strong_usd,low_rate
2026-04-23 20:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.46383997797966003,0.1982683539390564,0.33789166808128357,0.46383997797966003,0.12594830989837646,0.07078808758599892,20,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,low_rate
2026-04-23 20:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.48614799976348877,0.16285568475723267,0.35099634528160095,0.48614799976348877,0.13515165448188782,0.07078808758599892,20,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,low_rate
2026-04-23 20:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,short,-1,0.4853561818599701,0.19381968677043915,0.3208240866661072,0.4853561818599701,0.16453209519386292,0.07078808758599892,20,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,low_rate
2026-04-23 21:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.33986136317253113,0.21934229135513306,0.4407963454723358,0.4407963454723358,0.10093498229980469,0.07078808758599892,21,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-23 21:05:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.31303849816322327,0.20571407675743103,0.4812473952770233,0.4812473952770233,0.16820889711380005,0.07078808758599892,21,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-23 21:10:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2852284908294678,0.2964169979095459,0.41835451126098633,0.41835451126098633,0.12193751335144043,0.07078808758599892,21,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-23 21:15:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.26385727524757385,0.3017783463001251,0.4343644082546234,0.4343644082546234,0.1325860619544983,0.07078808758599892,21,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-23 22:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2943955957889557,0.29835599660873413,0.4072484076023102,0.4072484076023102,0.10889241099357605,0.07078808758599892,22,2026-04,cash_open,high_vol,low_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-24 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.3376902937889099,0.25220829248428345,0.41010144352912903,0.41010144352912903,0.07241114974021912,0.07078808758599892,16,2026-04,cash_open,low_vol,mid_adx,neutral_vix,neutral_usd,neutral_rate
2026-04-24 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.347150057554245,0.21240265667438507,0.44044727087020874,0.44044727087020874,0.09329721331596375,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate
2026-04-24 17:05:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.298084020614624,0.30070871114730835,0.40120723843574524,0.40120723843574524,0.10049852728843689,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,high_rate
2026-04-24 17:10:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2692483961582184,0.29215916991233826,0.43859240412712097,0.43859240412712097,0.14643323421478271,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,neutral_vix,weak_usd,high_rate
2026-04-24 17:15:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.2641969323158264,0.3086835741996765,0.42711949348449707,0.42711949348449707,0.11843591928482056,0.07078808758599892,17,2026-04,cash_open,mid_vol,high_adx,neutral_vix,weak_usd,high_rate
2026-04-24 17:20:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,long,1,0.22548365592956543,0.3343628942966461,0.4401533901691437,0.4401533901691437,0.10579049587249756,0.07078808758599892,17,2026-04,cash_open,mid_vol,mid_adx,low_vix,weak_usd,high_rate
