run_id,variant_id,family,short_probability_threshold,long_threshold,min_margin,long_block_feature,long_block_min,max_hold_m5,reverse_on_opposite,close_on_flat,trade_splitting_status,proxy_boundary(프록시 경계),claim_boundary(주장 경계),validation_trade_count,validation_trade_per_business_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_max_drawdown,validation_recovery_factor,validation_long_count,validation_short_count,validation_long_short_balance,validation_business_days,oos_trade_count,oos_trade_per_business_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_recovery_factor,oos_long_count,oos_short_count,oos_long_short_balance,oos_business_days,combined_trade_count,combined_trade_per_business_day,combined_net_profit,combined_profit_factor,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,combined_long_short_balance,combined_business_days,density_status,side_balance_status,candidate_status,selection_score
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_42_0__maxhold_10,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,42.0,10,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1515,7.8092783505,-445.729,0.896840378,-0.2942105611,-489.506,-0.9105690226,698,817,0.8543451652,194,1159,8.3381294964,46.32,1.0146193386,0.0399654875,-338.739,0.1367424477,559,600,0.9316666667,139,2674,8.03003003,-399.409,0.9466684986,-0.1493676141,-489.506,-0.8159430119,1257,1417,0.8870853917,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),15.15045079
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_42_0__maxhold_12,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,42.0,12,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1451,7.4793814433,-207.385,0.9507158717,-0.1429255686,-464.668,-0.4463079016,680,771,0.8819714656,194,1094,7.8705035971,-63.09,0.9804884958,-0.0576691042,-445.927,-0.1414805562,530,564,0.9397163121,139,2545,7.6426426426,-270.475,0.9636527901,-0.1062770138,-464.668,-0.5820822609,1210,1335,0.9063670412,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),198.24515
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_45_0__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,45.0,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1799,9.2731958763,-306.924,0.9347105237,-0.1706081156,-491.53,-0.6244257726,815,984,0.8282520325,194,1401,10.0791366906,22.064,1.006307379,0.0157487509,-319.748,0.0690043409,652,749,0.870493992,139,3200,9.6096096096,-284.86,0.9652571497,-0.08901875,-491.53,-0.5795373629,1467,1733,0.846508944,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),194.34910685
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_45_0__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,45.0,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1631,8.4072164948,-270.449,0.9393262758,-0.1658179031,-479.981,-0.5634577202,752,879,0.8555176337,194,1254,9.0215827338,51.859,1.0152107638,0.0413548644,-392.074,0.1322683983,595,659,0.9028831563,139,2885,8.6636636637,-218.59,0.9722135854,-0.0757677643,-479.981,-0.4554138601,1347,1538,0.8758127438,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),253.88316457
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_45_0__maxhold_10,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,45.0,10,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1539,7.9329896907,-324.257,0.9247407587,-0.2106933073,-448.897,-0.7223416508,717,822,0.8722627737,194,1176,8.4604316547,6.939,1.0021485919,0.0059005102,-348.094,0.0199342706,569,607,0.9373970346,139,2715,8.1531531532,-317.318,0.9579047268,-0.1168758748,-448.897,-0.7068837618,1286,1429,0.899930021,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),135.060638785
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_45_0__maxhold_12,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,45.0,12,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1474,7.5979381443,-82.493,0.9804161994,-0.0559654003,-425.62,-0.1938184296,696,778,0.8946015424,194,1112,8.0,-116.891,0.9644260342,-0.1051178058,-493.602,-0.2368122495,542,570,0.950877193,139,2586,7.7657657658,-199.384,0.9734089643,-0.0771013148,-493.602,-0.403936775,1238,1348,0.9183976261,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),296.07235
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_none__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,999999.0,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1854,9.5567010309,-398.57,0.9185577798,-0.214978425,-583.257,-0.6833522787,861,993,0.8670694864,194,1428,10.273381295,-7.97,0.9977673344,-0.0055812325,-309.73,-0.0257320892,674,754,0.8938992042,139,3282,9.8558558559,-406.54,0.951966197,-0.1238695917,-583.257,-0.6970169239,1535,1747,0.8786491128,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),31.8661
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_none__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,999999.0,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1678,8.6494845361,-400.958,0.9130108221,-0.2389499404,-650.024,-0.6168356861,792,886,0.8939051919,194,1283,9.2302158273,-5.713,0.9983604069,-0.0044528449,-408.03,-0.0140014215,616,667,0.9235382309,139,2961,8.8918918919,-406.671,0.9497545433,-0.1373424519,-650.024,-0.6256245923,1408,1553,0.9066323245,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),-1.6153
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_none__maxhold_10,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,999999.0,10,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1578,8.1340206186,-447.662,0.8987159339,-0.2836894804,-617.067,-0.7254674128,749,829,0.9034981906,194,1198,8.618705036,-21.918,0.9933617061,-0.0182954925,-382.055,-0.0573687035,586,612,0.9575163399,139,2776,8.3363363363,-469.58,0.9391863208,-0.1691570605,-617.067,-0.7609870565,1335,1441,0.9264399722,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),-80.8089
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_none__maxhold_12,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,999999.0,12,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1511,7.7886597938,-207.377,0.9521816377,-0.1372448709,-605.929,-0.3422463688,724,787,0.9199491741,194,1137,8.1798561151,-134.551,0.9595260233,-0.1183386104,-517.362,-0.2600712847,559,578,0.9671280277,139,2648,7.951951952,-341.928,0.9553685688,-0.1291268882,-605.929,-0.5643037386,1283,1365,0.9399267399,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),101.54195
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_34__adx_block_38_68818__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.34,0.0,-0.000562137088,adx_14,38.68818,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1702,8.7731958763,-234.948,0.9479171793,-0.1380423032,-369.979,-0.6350306369,748,954,0.784067086,194,1331,9.5755395683,76.936,1.0227019566,0.0578031555,-305.179,0.2521012258,613,718,0.8537604457,139,3033,9.1081081081,-158.012,0.9799984937,-0.0520975931,-369.979,-0.4270836993,1361,1672,0.8139952153,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),359.86049349
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_34__adx_block_38_68818__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.34,0.0,-0.000562137088,adx_14,38.68818,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1549,7.9845360825,-287.957,0.9328813804,-0.1858986443,-489.842,-0.5878569008,702,847,0.8288075561,194,1189,8.5539568345,54.232,1.0164047886,0.0456114382,-368.43,0.1471975681,556,633,0.87835703,139,2738,8.2222222222,-233.725,0.9692310589,-0.0853634039,-489.842,-0.4771436504,1258,1480,0.85,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),226.77806829
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_34__adx_block_38_68818__maxhold_10,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.34,0.0,-0.000562137088,adx_14,38.68818,10,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1455,7.5,-321.393,0.9225410278,-0.2208886598,-408.779,-0.7862267876,667,788,0.8464467005,194,1113,8.0071942446,23.822,1.0076293486,0.0214034142,-340.597,0.0699418961,533,580,0.9189655172,139,2568,7.7117117117,-297.571,0.9590777515,-0.1158765576,-408.779,-0.7279507998,1200,1368,0.8771929825,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),158.26935229
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_34__adx_block_38_68818__maxhold_12,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.34,0.0,-0.000562137088,adx_14,38.68818,12,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1394,7.1855670103,-157.231,0.961649479,-0.1127912482,-424.716,-0.3702026766,648,746,0.8686327078,194,1054,7.5827338129,-134.891,0.9579657951,-0.1279800759,-461.64,-0.2921995494,506,548,0.9233576642,139,2448,7.3513513514,-292.122,0.9600321087,-0.1193308824,-461.64,-0.6327917858,1154,1294,0.8918083462,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),185.64225
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_34__adx_block_40_0__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.34,0.0,-0.000562137088,adx_14,40.0,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1714,8.8350515464,-212.323,0.9530198773,-0.1238757293,-376.38,-0.5641187098,757,957,0.7910135841,194,1349,9.7050359712,68.106,1.0198755277,0.0504862861,-302.379,0.2252338952,628,721,0.8710124827,139,3063,9.1981981982,-144.217,0.9818504746,-0.0470835782,-376.38,-0.3831686062,1385,1678,0.8253873659,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),378.207579155
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_34__adx_block_40_0__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.34,0.0,-0.000562137088,adx_14,40.0,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1559,8.0360824742,-279.43,0.9349009326,-0.1792366902,-489.066,-0.5713543775,710,849,0.8362779741,194,1203,8.654676259,87.739,1.0264050846,0.0729334996,-369.505,0.2374501022,569,634,0.8974763407,139,2762,8.2942942943,-191.691,0.9748278046,-0.0694029689,-489.066,-0.3919532333,1279,1483,0.862440998,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),272.89906269
