run_id,variant_id,family,short_probability_threshold,long_threshold,min_margin,long_block_feature,long_block_min,max_hold_m5,reverse_on_opposite,close_on_flat,trade_splitting_status,proxy_boundary(프록시 경계),claim_boundary(주장 경계),validation_trade_count,validation_trade_per_business_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_max_drawdown,validation_recovery_factor,validation_long_count,validation_short_count,validation_long_short_balance,validation_business_days,oos_trade_count,oos_trade_per_business_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_recovery_factor,oos_long_count,oos_short_count,oos_long_short_balance,oos_business_days,combined_trade_count,combined_trade_per_business_day,combined_net_profit,combined_profit_factor,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,combined_long_short_balance,combined_business_days,density_status,side_balance_status,candidate_status,selection_score
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_38_68818__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,38.68818,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1728,8.9072164948,-298.74,0.9346420958,-0.1728819444,-412.641,-0.7239707155,754,974,0.7741273101,194,1351,9.7194244604,54.318,1.0158665617,0.0402057735,-316.223,0.1717711868,611,740,0.8256756757,139,3079,9.2462462462,-244.422,0.969425305,-0.0793835661,-412.641,-0.5923357107,1365,1714,0.7963827305,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),252.144784255
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_38_68818__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,38.68818,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1573,8.1082474227,-373.994,0.9144469409,-0.2377584234,-493.354,-0.7580641892,707,866,0.8163972286,194,1207,8.6834532374,79.975,1.0239946763,0.0662593206,-375.024,0.2132530185,557,650,0.8569230769,139,2780,8.3483483483,-294.019,0.9618381009,-0.1057622302,-493.354,-0.5959594936,1264,1516,0.8337730871,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),149.010901445
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_38_68818__maxhold_10,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,38.68818,10,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1480,7.6288659794,-407.461,0.9040222416,-0.2753114865,-444.896,-0.9158567396,674,806,0.8362282878,194,1131,8.1366906475,27.276,1.0086677511,0.0241167109,-346.804,0.0786496119,535,596,0.8976510067,139,2611,7.8408408408,-380.185,0.9485694798,-0.1456089621,-459.777,-0.8268899923,1209,1402,0.862339515,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),47.494512665
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_38_68818__maxhold_12,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,38.68818,12,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1419,7.3144329897,-215.19,0.9483753059,-0.1516490486,-436.765,-0.4926905773,657,762,0.8622047244,194,1069,7.690647482,-101.923,0.9684920365,-0.095344247,-472.184,-0.2158544127,508,561,0.9055258467,139,2488,7.4714714715,-317.113,0.9571653397,-0.1274569936,-472.184,-0.6715877709,1165,1323,0.880574452,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),146.9527
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_40_0__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,40.0,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1740,8.9690721649,-272.716,0.9404004844,-0.1567333333,-418.005,-0.6524228179,763,977,0.780962129,194,1369,9.8489208633,42.338,1.0122220464,0.0309262235,-316.573,0.1337385058,626,743,0.8425302826,139,3109,9.3363363363,-230.378,0.9713455815,-0.0741003538,-418.005,-0.5511369481,1389,1720,0.8075581395,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),271.67530696
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_40_0__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,40.0,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1585,8.1701030928,-378.117,0.9137948684,-0.2385596215,-505.228,-0.7484086393,716,869,0.8239355581,194,1221,8.7841726619,113.932,1.0340143853,0.0933104013,-375.649,0.3032937663,570,651,0.8755760369,139,2806,8.4264264264,-264.185,0.9658489115,-0.0941500356,-505.228,-0.5229025311,1286,1520,0.8460526316,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),177.342307795
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_40_0__maxhold_10,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,40.0,10,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1490,7.6804123711,-400.363,0.9056647386,-0.2687,-432.329,-0.9260609397,681,809,0.8417799753,194,1142,8.2158273381,32.344,1.0102149775,0.0283222417,-331.172,0.0976652616,545,597,0.9128978224,139,2632,7.9039039039,-368.019,0.9503373311,-0.139824848,-445.366,-0.8263293561,1226,1406,0.8719772404,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),64.949296625
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_40_0__maxhold_12,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,40.0,12,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1430,7.3711340206,-188.079,0.9547988179,-0.1315237762,-433.765,-0.4335965327,663,767,0.8644067797,194,1081,7.7769784173,-94.205,0.9709396484,-0.087146161,-452.302,-0.2082789817,519,562,0.9234875445,139,2511,7.5405405405,-282.284,0.9618670816,-0.1124189566,-452.302,-0.6241051333,1182,1329,0.8893905192,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),193.13585
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_42_0__maxhold_6,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,42.0,6,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1770,9.1237113402,-307.534,0.9339057572,-0.1737480226,-459.244,-0.6696527336,790,980,0.806122449,194,1382,9.9424460432,63.052,1.0181775881,0.0456237337,-304.573,0.2070176936,638,744,0.8575268817,139,3152,9.4654654655,-244.482,0.9698974184,-0.0775640863,-459.244,-0.5323575267,1428,1724,0.8283062645,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),241.912338215
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,dual_pshort_0_0__adx_block_42_0__maxhold_8,runtime_executable_dual_side_threshold_surface(런타임 실행 가능 양방향 임계값 표면),0.0,0.0,-0.000562137088,adx_14,42.0,8,True,False,not_used(미사용),python_expected_execution_semantics_awaits_mt5_probe(파이썬 예상 실행 의미이며 MT5 탐침 필요),research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1611,8.3041237113,-418.53,0.9059788873,-0.2597951583,-539.968,-0.7751014875,735,876,0.8390410959,194,1235,8.8848920863,84.319,1.0249688922,0.0682744939,-380.424,0.2216447963,583,652,0.8941717791,139,2846,8.5465465465,-334.211,0.9573079281,-0.1174318342,-539.968,-0.6189459375,1318,1528,0.862565445,333,passed_validation_and_combined(검증/합산 통과),passed(통과),fail_required_runtime_proxy_filter(필수 런타임 프록시 필터 실패),89.70823383
