run_id,model_id,train_rows,oos_rows,feature_count,train_loss_rate,oos_loss_rate,train_auc,oos_auc,train_balanced_accuracy,oos_balanced_accuracy,model_path,onnx_path,feature_order_path,runtime_compatibility,claim_boundary
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,shadow_loss_guard_rf3_l20_n96,596,485,58,0.4932885906,0.4494845361,0.8164729468,0.5498745834,0.7284542956,0.5191990516,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/models/shadow_loss_guard_rf3_l20_n96.joblib,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/onnx/shadow_loss_guard_rf3_l20_n96.onnx,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364V/models/shadow_loss_guard_rf3_l20_n96_feature_order.json,"shadow_only_binary_output_not_current_ea_primary_output(그림자 전용 2출력, 현재 EA 주 출력 아님)",research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
