run_id,model_id,status,sample_rows,max_abs_diff,failure,claim_boundary
run364V_train_density_side_balance_repair_onnx_scout_without_db_v1,shadow_loss_guard_rf3_l20_n96,passed,128,1.7889e-07,,research_development_onnx_threshold_scout_and_shadow_training_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
