run_id,adapter_id,split,gate_column,source_feature,decision_feature,total_rows,signal_rows,base_blocked_signal_rows,blocked_signal_rows,changed_gate_rows,blocked_long_signal_rows,blocked_short_signal_rows,allowed_signal_rows,rank_counts,allowed_signal_rank_counts,max_hold_bars,same_direction_reentry_cooldown_bars,close_on_flat_signal,reverse_on_opposite_signal,source_branch_mode,gate_description,side_filter_feature_index,rank_feature_index
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_short_tight_control,validation_is,stage258_source_feature_gate_short_tight_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_short_tight_control/features/s258_short_tight_control_val.csv,9844,468,193,158,35,18,140,310,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":38,""low"":192,""mid"":63,""vhigh"":17}",3,8,False,True,short_tight_control,Stage256 short_tight_margin gate unchanged: wide session plus tight margin block.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_short_tight_control,oos,stage258_source_feature_gate_short_tight_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_short_tight_control/features/s258_short_tight_control_oos.csv,7584,348,148,121,27,14,107,227,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":36,""low"":133,""mid"":51,""vhigh"":7}",3,8,False,True,short_tight_control,Stage256 short_tight_margin gate unchanged: wide session plus tight margin block.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_tight_plus_lowedge,validation_is,stage258_source_feature_gate_tight_plus_lowedge,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_tight_plus_lowedge/features/s258_tight_plus_lowedge_val.csv,9844,468,193,180,13,18,162,288,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":38,""low"":188,""mid"":45,""vhigh"":17}",3,8,False,True,tight_plus_lowedge,Block wide session plus low edge and tight margin band.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_tight_plus_lowedge,oos,stage258_source_feature_gate_tight_plus_lowedge,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_tight_plus_lowedge/features/s258_tight_plus_lowedge_oos.csv,7584,348,148,134,14,14,120,214,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":36,""low"":127,""mid"":44,""vhigh"":7}",3,8,False,True,tight_plus_lowedge,Block wide session plus low edge and tight margin band.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_tight_plus_highedge,validation_is,stage258_source_feature_gate_tight_plus_highedge,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_tight_plus_highedge/features/s258_tight_plus_highedge_val.csv,9844,468,193,171,22,18,153,297,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":192,""mid"":55,""vhigh"":17}",3,8,False,True,tight_plus_highedge,Block wide session plus tight and high edge margin band.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_tight_plus_highedge,oos,stage258_source_feature_gate_tight_plus_highedge,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_tight_plus_highedge/features/s258_tight_plus_highedge_oos.csv,7584,348,148,135,13,14,121,213,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":133,""mid"":45,""vhigh"":7}",3,8,False,True,tight_plus_highedge,Block wide session plus tight and high edge margin band.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_lowedge_only,validation_is,stage258_source_feature_gate_lowedge_only,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_lowedge_only/features/s258_lowedge_only_val.csv,9844,468,193,130,63,18,112,338,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":38,""low"":188,""mid"":95,""vhigh"":17}",3,8,False,True,lowedge_only,Block wide session plus low edge margin band only.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_lowedge_only,oos,stage258_source_feature_gate_lowedge_only,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_lowedge_only/features/s258_lowedge_only_oos.csv,7584,348,148,99,49,14,85,249,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":36,""low"":127,""mid"":79,""vhigh"":7}",3,8,False,True,lowedge_only,Block wide session plus low edge margin band only.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_highedge_only,validation_is,stage258_source_feature_gate_highedge_only,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_highedge_only/features/s258_highedge_only_val.csv,9844,468,193,121,72,18,103,347,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":192,""mid"":105,""vhigh"":17}",3,8,False,True,highedge_only,Block wide session plus high edge margin band only.,2,1
run258A_stage258_short_tight_margin_pf_repair_after_stage256_tradeoff_v1,s258_highedge_only,oos,stage258_source_feature_gate_highedge_only,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/258_adapter_research__short_tight_margin_pf_repair_after_stage256_tradeoff/02_runs/run258A/s258_highedge_only/features/s258_highedge_only_oos.csv,7584,348,148,100,48,14,86,248,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":133,""mid"":80,""vhigh"":7}",3,8,False,True,highedge_only,Block wide session plus high edge margin band only.,2,1
