run_id,queue_id,variant_id,review_status,candidate_status,combined_net_profit,combined_profit_factor,combined_trade_count,combined_trade_per_business_day,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,validation_net_profit,validation_profit_factor,oos_net_profit,oos_profit_factor,pf_delta_vs_hold6,density_delta_vs_hold6,dd_delta_vs_hold6,selection_score,claim_boundary
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,late_long_hold6_pf_patch(후반 롱 6봉 PF 패치),late_long_hold6_pf_patch_후반_롱_6봉_PF_패치__source_pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원_seed_pfpass_blo__ps0_5__floor0_0__hold6,"pf_dd_lift_density_safe_seed(PF/DD 개선, 밀도 안전 씨앗)",watch_pf_lift_below_target(PF 상승이나 목표 미달 관찰),785.813,1.2871701599,1050.0,3.1531531532,0.7483933333,-157.864,4.9777846754,1043.0,7.0,391.773,1.2760350796,394.04,1.2991690171,0.0147565932,-0.3543543543,11.135,792.887227487,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,threshold_edge_hold6_density_repair(임계값 경계 6봉 밀도 수리),threshold_edge_hold6_density_repair_임계값_경계_6봉_밀도_수리__source_density_anchor_short0455_edge_밀도_기준_숏0_455_경계_seed_selected_control_fu__ps0_455__floor0_0__hold6,"pf_dd_lift_density_safe_seed(PF/DD 개선, 밀도 안전 씨앗)",watch_pf_lift_below_target(PF 상승이나 목표 미달 관찰),840.779,1.2804442925,1127.0,3.3843843844,0.7460328305,-147.924,5.683857927,1040.0,87.0,408.523,1.2584958728,432.256,1.3049123896,0.0080307258,-0.1231231231,21.075,868.515101413,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,soft_margin_floor_0_003(소프트 마진 하한 0.003),soft_margin_floor_0_003_소프트_마진_하한_0_003__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_003__hold6,"dd_lift_density_safe_seed(DD 개선, 밀도 안전 씨앗)",watch_density_safe_pf_below_reference(밀도 안전이나 PF 기준 미달 관찰),706.218,1.2520021924,1022.0,3.0690690691,0.6910156556,-147.473,4.7887952371,895.0,127.0,232.938,1.154440006,473.28,1.3657063732,-0.0204113743,-0.4384384384,21.526,722.91392506,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,hold6_density_anchor_control(6봉 밀도 기준 대조),hold6_density_anchor_control_6봉_밀도_기준_대조__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_0__hold6,"density_safe_pf_fail(밀도 안전, PF 실패)",watch_density_safe_pf_below_reference(밀도 안전이나 PF 기준 미달 관찰),858.662,1.2724135667,1168.0,3.5075075075,0.7351558219,-168.999,5.080870301,1041.0,127.0,428.254,1.2625630575,430.408,1.2829768028,0.0,0.0,0.0,872.480818355,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,sparse_pf_pass_anchor_control(희소 PF 통과 대조),sparse_pf_pass_anchor_control_희소_PF_통과_대조__source_pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원_seed_pfpass_blo__ps0_5__floor0_0__hold8,"pf_pass_density_fail_seed(PF 통과, 밀도 실패 씨앗)",fail_density_floor(밀도 하한 실패),845.554,1.3287468527,887.0,2.6636636637,0.9532739572,-120.303,7.0285362792,881.0,6.0,362.958,1.2765158326,482.596,1.383183002,0.056333286,-0.8438438438,48.696,430.97301648,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,pf_pass_density_bridge_no_split_guard(PF 통과 밀도 연결 무분할 가드),pf_pass_density_bridge_no_split_guard_PF_통과_밀도_연결_무분할_가드__source_pfpass_core_short_restore_budget_010_PF통과_핵심_숏_0_10_복원_seed_pfpass_blo__ps0_5__floor0_0__hold8,"pf_pass_density_fail_seed(PF 통과, 밀도 실패 씨앗)",fail_density_floor(밀도 하한 실패),845.554,1.3287468527,887.0,2.6636636637,0.9532739572,-120.303,7.0285362792,881.0,6.0,362.958,1.2765158326,482.596,1.383183002,0.056333286,-0.8438438438,48.696,430.97301648,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364AQ_review_hold6_pf_dd_repair_offensive_scout_without_db_v1,soft_margin_floor_0_006(소프트 마진 하한 0.006),soft_margin_floor_0_006_소프트_마진_하한_0_006__source_density_anchor_hold6_pf_probe_밀도_기준_보유6_PF_탐침_seed_selected_control_fu__ps0_45__floor0_006__hold6,reject_or_watch(거절 또는 관찰),fail_density_floor(밀도 하한 실패),438.326,1.1668598594,913.0,2.7417417417,0.480094195,-156.985,2.7921521164,785.0,128.0,179.745,1.1300640461,258.581,1.2077059259,-0.1055537073,-0.7657657658,12.014,5.40802116,research_development_proxy_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
