run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03K_et_v06_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,113,22.7345,9.93096,6.88052,84.48,103.89,1,trade_attribution_recorded
run03K_et_v06_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,110,10.1182,8.95356,7.5036,110.99,37.51,0.75,trade_attribution_recorded
run03K_et_v06_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,40,404.775,20.4127,20.3713,-88.9,-91.15,0.25,trade_attribution_recorded
run03K_et_v06_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,155,15.2839,8.37648,6.90919,68.43,78.96,0.5,trade_attribution_recorded
run03K_et_v07_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,92,28.2065,9.62045,7.96511,115.2,26.74,0.666667,trade_attribution_recorded
run03K_et_v07_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,20,423.6,26.6342,19.3369,30.98,22.67,0.333333,trade_attribution_recorded
run03K_et_v07_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,113,21.177,9.4125,7.25003,142.99,68.59,0.666667,trade_attribution_recorded
run03K_et_v07_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,114,12.4825,9.24596,7.80057,124.12,46.39,1,trade_attribution_recorded
run03K_et_v07_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,38,406.395,20.1307,17.693,71.08,-144.8,0.5,trade_attribution_recorded
run03K_et_v07_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,154,20.3766,8.61302,7.04296,89.62,74.08,1,trade_attribution_recorded
run03K_et_v08_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,83,20.7831,10.329,7.75951,137.34,4.95,1,trade_attribution_recorded
run03K_et_v08_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,21,446.476,28.05,16.4882,68.2,-27.04,0.666667,trade_attribution_recorded
run03K_et_v08_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,107,27.3832,9.22524,7.87327,146.78,-77.54,0.666667,trade_attribution_recorded
run03K_et_v08_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,105,14.7333,9.27069,8.50412,22.1,78.07,0.75,trade_attribution_recorded
run03K_et_v08_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,42,307.524,14.4804,16.1884,-79.87,-191.76,0.25,trade_attribution_recorded
run03K_et_v08_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,147,13.7415,7.99526,7.4497,11.39,29.74,0.5,trade_attribution_recorded
run03K_et_v09_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,85,19.7882,10.3184,7.51679,121.02,17.93,1,trade_attribution_recorded
run03K_et_v09_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,22,348.864,24.5395,18.5764,73.54,-7.6,0.333333,trade_attribution_recorded
run03K_et_v09_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,107,30.9065,9.68243,7.20299,121.1,-2.62,0.666667,trade_attribution_recorded
run03K_et_v09_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,94,15.5213,10.2977,8.14931,56.5,151.18,1,trade_attribution_recorded
run03K_et_v09_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,45,216.644,13.7868,15.0536,-110.31,1.75,0,trade_attribution_recorded
run03K_et_v09_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,143,15.4196,8.93465,7.07706,77.93,98.94,0.75,trade_attribution_recorded
run03K_et_v10_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,88,20.1818,10.0835,7.80251,112.44,23.89,0.666667,trade_attribution_recorded
run03K_et_v10_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,20,425.25,25.9827,18.1539,45.25,-29.85,0.666667,trade_attribution_recorded
run03K_et_v10_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,110,27,9.25206,7.50973,120.84,-8.04,0.666667,trade_attribution_recorded
run03K_et_v10_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,131,11.4122,9.48544,7.47743,106.28,149.88,1,trade_attribution_recorded
run03K_et_v10_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,39,389.718,22.5522,15.3514,118.55,-37.39,0.25,trade_attribution_recorded
run03K_et_v10_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,166,15.9337,8.94379,6.93724,113.81,206.83,1,trade_attribution_recorded
run03K_et_v11_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,134,34.6642,9.79331,7.69146,70.59,26.26,1,trade_attribution_recorded
run03K_et_v11_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,33,388.242,22.2137,18.7101,79.08,-42.38,0.666667,trade_attribution_recorded
run03K_et_v11_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,172,29.0465,8.93124,6.98683,64.55,55.53,0.666667,trade_attribution_recorded
run03K_et_v11_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,177,19.7288,9.17102,6.72663,138.11,174.5,1,trade_attribution_recorded
run03K_et_v11_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,59,344.339,19.4999,17.5295,-34.3,-89.61,0.5,trade_attribution_recorded
run03K_et_v11_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,245,16.8408,7.92768,6.07525,88.01,126.05,0.75,trade_attribution_recorded
run03K_et_v12_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,50,13.12,9.95318,7.86974,45.58,4.7,0.333333,trade_attribution_recorded
run03K_et_v12_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,11,497.364,33.2276,12.9018,75.19,40.14,0.666667,trade_attribution_recorded
run03K_et_v12_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,61,29.0492,9.99462,7.87562,53.87,44.09,0.333333,trade_attribution_recorded
run03K_et_v12_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,66,12.0758,9.58755,9.23296,86.11,-29.62,0.5,trade_attribution_recorded
run03K_et_v12_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,25,319.04,21.3889,17.5797,-178.82,142.22,0.333333,trade_attribution_recorded
run03K_et_v12_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,90,13.4778,8.61344,8.18103,73.63,19.56,0.75,trade_attribution_recorded
run03K_et_v13_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,101,28.4752,9.35318,8.32945,62.09,-17.91,0.666667,trade_attribution_recorded
run03K_et_v13_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,20,392.9,28.1107,19.5191,73.31,66.77,1,trade_attribution_recorded
run03K_et_v13_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,118,29.0847,8.98805,7.64299,48.34,4.73,0.666667,trade_attribution_recorded
run03K_et_v13_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,116,16.2069,9.65898,7.51878,146.33,41.39,1,trade_attribution_recorded
run03K_et_v13_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,38,328.974,19.0757,18.5959,-96.66,-46.83,0.333333,trade_attribution_recorded
run03K_et_v13_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,157,23.3949,8.71843,6.8938,156.83,76.6,1,trade_attribution_recorded
run03K_et_v14_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,94,30.2979,9.28111,8.55363,74.95,8.23,0.666667,trade_attribution_recorded
run03K_et_v14_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,17,423.882,29.535,18.8098,75.47,36.76,0.666667,trade_attribution_recorded
run03K_et_v14_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,106,29.6509,8.95635,7.87374,88.56,28.29,0.666667,trade_attribution_recorded
run03K_et_v14_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,113,14.5221,9.13073,7.94352,110.81,19.28,1,trade_attribution_recorded
run03K_et_v14_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,29,431.414,22.5596,20.4779,-60.7,-36.29,0.5,trade_attribution_recorded
run03K_et_v14_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,142,21.9789,8.75499,7.20948,121.2,60.83,1,trade_attribution_recorded
run03K_et_v15_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,57,31.1404,10.2751,10.0982,0,-65.56,0.333333,trade_attribution_recorded
run03K_et_v15_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,14,496.5,27.6507,20.1263,0,-33.32,0.333333,trade_attribution_recorded
run03K_et_v15_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,69,33.4348,10.1323,8.8151,0,-33.83,0.666667,trade_attribution_recorded
run03K_et_v15_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,66,19.3182,8.99359,9.1725,0,-30.48,0.25,trade_attribution_recorded
run03K_et_v15_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,19,444.474,26.2767,18.8415,0,-47.47,0.666667,trade_attribution_recorded
run03K_et_v15_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,86,33.7674,8.66743,8.3341,0,3.83,0.5,trade_attribution_recorded
run03K_et_v16_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,40,29.25,8.42732,8.36443,74.23,0,0.666667,trade_attribution_recorded
run03K_et_v16_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,5,649,26.0476,30.1186,26.53,0,1,trade_attribution_recorded
run03K_et_v16_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,46,26.3478,8.31033,7.73728,86.36,0,0.666667,trade_attribution_recorded
run03K_et_v16_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,51,17.8824,10.5652,7.893,132.79,0,1,trade_attribution_recorded
run03K_et_v16_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,21,392.476,18.7507,24.7705,99.34,0,0.5,trade_attribution_recorded
run03K_et_v16_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,74,18,8.94973,7.44626,133.4,0,1,trade_attribution_recorded
run03K_et_v17_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,83,31.759,10.8335,7.9524,88.94,159.08,1,trade_attribution_recorded
run03K_et_v17_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,18,407.389,31.0077,19.6923,94.47,113.61,1,trade_attribution_recorded
run03K_et_v17_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,106,28.4623,9.47088,7.50491,88.79,109.87,1,trade_attribution_recorded
run03K_et_v17_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,110,29.8455,9.58788,7.9198,115.57,95.69,0.75,trade_attribution_recorded
run03K_et_v17_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,43,394.395,22.278,17.4738,93.14,-41.46,0.5,trade_attribution_recorded
run03K_et_v17_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,158,33.4873,8.99268,6.93146,90.86,166.26,0.75,trade_attribution_recorded
run03K_et_v18_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,90,42.7,10.9336,7.9475,131.43,65.12,0.666667,trade_attribution_recorded
run03K_et_v18_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,22,426.545,25.9175,18.3927,117.65,-5.33,0.666667,trade_attribution_recorded
run03K_et_v18_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,107,22.1121,9.90136,6.61691,146.6,104.47,0.666667,trade_attribution_recorded
run03K_et_v18_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,104,22.7981,9.14565,8.28002,96.41,2.98,1,trade_attribution_recorded
run03K_et_v18_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,35,414.2,23.3321,16.8986,164.94,-113.93,0.25,trade_attribution_recorded
run03K_et_v18_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,138,20.5,8.4027,7.22954,112.86,3.38,0.75,trade_attribution_recorded
run03K_et_v19_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,174,19.5805,8.07807,6.51529,-1.54,130.68,0.666667,trade_attribution_recorded
run03K_et_v19_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,27,377.63,22.4304,16.9427,82.85,-38.74,0.666667,trade_attribution_recorded
run03K_et_v19_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,200,21.77,7.43396,6.53379,-8.86,59.42,0.666667,trade_attribution_recorded
run03K_et_v19_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,261,30.659,8.32569,6.84123,51.49,20.38,0.75,trade_attribution_recorded
run03K_et_v19_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,43,379.163,19.9791,21.1616,-33.67,-81.9,0.25,trade_attribution_recorded
run03K_et_v19_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,304,27.7072,7.84482,6.44562,42.36,6.04,0.5,trade_attribution_recorded
run03K_et_v20_wfo_fold07_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,101,28.4752,8.22153,9.45991,3.04,-71.54,0.333333,trade_attribution_recorded
run03K_et_v20_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,20,380.6,19.2055,26.7685,-50.61,-100.02,0,trade_attribution_recorded
run03K_et_v20_wfo_fold07_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,119,28.8992,7.49266,9.08996,-19.33,-58.55,0.333333,trade_attribution_recorded
run03K_et_v20_wfo_fold07_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,116,16.2069,7.45714,9.72071,-49.8,-153.11,0,trade_attribution_recorded
run03K_et_v20_wfo_fold07_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,45,317.378,17.3583,18.1272,69.6,60.31,0.5,trade_attribution_recorded
run03K_et_v20_wfo_fold07_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,165,22.3455,6.76601,8.47048,-76.68,-144.25,0,trade_attribution_recorded
