variant_id,queue_id,candidate_alias,source_run_id,source_model_file,source_model_sha256,runtime_model_file,runtime_model_sha256,common_model_path,common_model_sha256,model_materialization_type,claim_boundary
run267dd_01_s258_stc_2023h2_session_cross_stress,dc_q01_s258_session_cross_period_stress,s258_stc,run267BW_stage267_aggressive_impulse_dd_shape_cross_period_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BW/aggressive_impulse_dd_shape_cross_period_materialization/variants/s258_stc/run267bw_01_s258_stc_2023h2_impulse_repl_variant/models/run267bw_01_s258_stc_2023h2_impulse_repl_variant_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s258_stc/run267dd_01_s258_stc_2023h2_session_cross_stress/models/run267dd_01_s258_stc_2023h2_session_cross_stress_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s258_stc/run267dd_01_s258_stc_2023h2_session_cross_stress/models/run267dd_01_s258_stc_2023h2_session_cross_stress_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,cloned_run267BW_s258_adjacent_period_impulse_replacement_as_session_cross_period_stress,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_02_s258_stc_2025h1_session_cross_stress,dc_q01_s258_session_cross_period_stress,s258_stc,run267BW_stage267_aggressive_impulse_dd_shape_cross_period_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BW/aggressive_impulse_dd_shape_cross_period_materialization/variants/s258_stc/run267bw_02_s258_stc_2025h1_impulse_repl_variant/models/run267bw_02_s258_stc_2025h1_impulse_repl_variant_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s258_stc/run267dd_02_s258_stc_2025h1_session_cross_stress/models/run267dd_02_s258_stc_2025h1_session_cross_stress_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s258_stc/run267dd_02_s258_stc_2025h1_session_cross_stress/models/run267dd_02_s258_stc_2025h1_session_cross_stress_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,cloned_run267BW_s258_adjacent_period_impulse_replacement_as_session_cross_period_stress,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_03_s258_stc_2025h2_session_cross_stress,dc_q01_s258_session_cross_period_stress,s258_stc,run267BW_stage267_aggressive_impulse_dd_shape_cross_period_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267BW/aggressive_impulse_dd_shape_cross_period_materialization/variants/s258_stc/run267bw_03_s258_stc_2025h2_impulse_repl_variant/models/run267bw_03_s258_stc_2025h2_impulse_repl_variant_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s258_stc/run267dd_03_s258_stc_2025h2_session_cross_stress/models/run267dd_03_s258_stc_2025h2_session_cross_stress_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s258_stc/run267dd_03_s258_stc_2025h2_session_cross_stress/models/run267dd_03_s258_stc_2025h2_session_cross_stress_model.csv,26fd7bcec1945fbe2ad6a7ceb80f8ba2fb74dbf3cf02067dfdcf0ab0692f72ac,cloned_run267BW_s258_adjacent_period_impulse_replacement_as_session_cross_period_stress,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_04_s264_aia_similar_replacement_watch,dc_q02_s264_aia_adapter_replacement_watch,s264_aia,run267CZ_stage267_shared_weakness_breakout_second_followup_or_prune_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aia/run267cz_04_s264_aia_aia_val_damage/models/run267cz_04_s264_aia_aia_val_damage_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aia/run267dd_04_s264_aia_similar_replacement_watch/models/run267dd_04_s264_aia_similar_replacement_watch_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s264_aia/run267dd_04_s264_aia_similar_replacement_watch/models/run267dd_04_s264_aia_similar_replacement_watch_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,similar_replacement_on_run267CZ_s264_aia_validation_damage_probe,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_05_s264_aia_ablation_neutralized_watch,dc_q02_s264_aia_adapter_replacement_watch,s264_aia,run267CZ_stage267_shared_weakness_breakout_second_followup_or_prune_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aia/run267cz_04_s264_aia_aia_val_damage/models/run267cz_04_s264_aia_aia_val_damage_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aia/run267dd_05_s264_aia_ablation_neutralized_watch/models/run267dd_05_s264_aia_ablation_neutralized_watch_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s264_aia/run267dd_05_s264_aia_ablation_neutralized_watch/models/run267dd_05_s264_aia_ablation_neutralized_watch_model.csv,55885cba2c3a74dedb09be45d440fe2179401f54036d0f85ab17906c45a24f64,feature_neutralization_ablation_on_run267CZ_s264_aia_validation_damage_probe,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_06_s264_aih_december_destructive_prune,dc_q03_s264_aih_destructive_prune_probe,s264_aih,run267CZ_stage267_shared_weakness_breakout_second_followup_or_prune_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aih/run267cz_05_s264_aih_aih_final_supply/models/run267cz_05_s264_aih_aih_final_supply_model.csv,1248409eda54a228789a7b663e7b0d0dbc746acc0d468e1cba101a1585c2a1d6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_aih/run267dd_06_s264_aih_december_destructive_prune/models/run267dd_06_s264_aih_december_destructive_prune_model.csv,1248409eda54a228789a7b663e7b0d0dbc746acc0d468e1cba101a1585c2a1d6,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s264_aih/run267dd_06_s264_aih_december_destructive_prune/models/run267dd_06_s264_aih_december_destructive_prune_model.csv,1248409eda54a228789a7b663e7b0d0dbc746acc0d468e1cba101a1585c2a1d6,identity_copy_with_2024_12_destructive_prune_period,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_07_s264_lc_weekday_dd_control,dc_q04_control_pair_weekday_dd_audit,s264_lc,run267CZ_stage267_shared_weakness_breakout_second_followup_or_prune_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_lc/run267cz_06_s264_lc_control_rejoin/models/run267cz_06_s264_lc_control_rejoin_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s264_lc/run267dd_07_s264_lc_weekday_dd_control/models/run267dd_07_s264_lc_weekday_dd_control_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s264_lc/run267dd_07_s264_lc_weekday_dd_control/models/run267dd_07_s264_lc_weekday_dd_control_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,identity_copy_run267CZ_control_for_weekday_dd_audit,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dd_08_s262_lih_weekday_dd_control,dc_q04_control_pair_weekday_dd_audit,s262_lih,run267CZ_stage267_shared_weakness_breakout_second_followup_or_prune_materialization_v1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CZ/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s262_lih/run267cz_07_s262_lih_control_rejoin/models/run267cz_07_s262_lih_control_rejoin_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DD/shared_weakness_breakout_second_followup_or_prune_materialization/variants/s262_lih/run267dd_08_s262_lih_weekday_dd_control/models/run267dd_08_s262_lih_weekday_dd_control_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,OPV2/s267dd/run267DD_shared_weakness_second_followup_or_prune/s262_lih/run267dd_08_s262_lih_weekday_dd_control/models/run267dd_08_s262_lih_weekday_dd_control_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,identity_copy_run267CZ_control_for_weekday_dd_audit,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
