target_period,candidate_count,positive_candidate_count,total_net_profit,mean_net_profit,mean_profit_factor,worst_dd_percent,weakest_candidate,weakest_candidate_net,period_read
2025H2,2,2,809.62,404.81,1.635681,16.08,s258_stc,394.51,dd_watch_period(손실폭 관찰 기간)
