run_id,source_run_id,source_materialization_run_id,attempt_name,record_view,queue_id,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,split,tier_scope,route_role,trade_index,direction,open_time,close_time,holding_minutes,month,weekday,close_hour_report,session_report,chron_segment,volume,gross_profit,net_profit,commission,swap,source_report_path
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,11,sell,2025-07-16 17:55:00,2025-07-16 18:10:00,15.0,2025-07,Wednesday,18,session_13_20_report_time,chron_early,0.19,-7.97,-7.97,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,12,sell,2025-07-18 16:35:00,2025-07-18 16:50:00,15.0,2025-07,Friday,16,session_13_20_report_time,chron_early,0.41,1.71,1.71,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,13,sell,2025-07-22 16:35:00,2025-07-22 16:48:03,13.05,2025-07,Tuesday,16,session_13_20_report_time,chron_early,0.58,36.64,36.64,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,14,sell,2025-07-22 17:50:00,2025-07-22 18:05:00,15.0,2025-07,Tuesday,18,session_13_20_report_time,chron_early,0.16,-2.09,-2.09,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,15,sell,2025-07-23 16:35:00,2025-07-23 16:55:00,20.0,2025-07,Wednesday,16,session_13_20_report_time,chron_early,0.38,7.9,7.9,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,16,sell,2025-07-24 16:35:00,2025-07-24 16:50:00,15.0,2025-07,Thursday,16,session_13_20_report_time,chron_early,0.37,-9.0,-9.0,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,17,sell,2025-07-25 16:35:00,2025-07-25 16:50:00,15.0,2025-07,Friday,16,session_13_20_report_time,chron_early,0.6,-12.19,-12.19,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,18,sell,2025-07-29 16:50:00,2025-07-29 17:05:00,15.0,2025-07,Tuesday,17,session_13_20_report_time,chron_early,0.36,7.98,7.98,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,19,sell,2025-07-30 16:35:00,2025-07-30 16:45:39,10.65,2025-07,Wednesday,16,session_13_20_report_time,chron_early,0.42,-13.16,-13.16,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,20,sell,2025-07-31 16:35:00,2025-07-31 16:50:00,15.0,2025-07,Thursday,16,session_13_20_report_time,chron_early,0.39,12.79,12.79,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,21,sell,2025-07-31 17:50:00,2025-07-31 18:05:00,15.0,2025-07,Thursday,18,session_13_20_report_time,chron_early,0.17,4.81,4.81,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,22,sell,2025-07-31 21:50:00,2025-08-01 01:39:00,229.0,2025-08,Friday,01,session_00_06_report_time,chron_early,0.11,18.6,18.37,0.0,-0.23,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,23,sell,2025-08-05 16:35:00,2025-08-05 16:37:43,2.716667,2025-08,Tuesday,16,session_13_20_report_time,chron_early,0.39,-13.63,-13.63,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,24,sell,2025-08-05 17:50:00,2025-08-05 18:05:00,15.0,2025-08,Tuesday,18,session_13_20_report_time,chron_early,0.22,-12.67,-12.67,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
