run_id,source_run_id,source_materialization_run_id,attempt_name,record_view,queue_id,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,split,tier_scope,route_role,trade_index,direction,open_time,close_time,holding_minutes,month,weekday,close_hour_report,session_report,chron_segment,volume,gross_profit,net_profit,commission,swap,source_report_path
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,1,sell,2025-07-01 16:35:00,2025-07-01 16:50:00,15.0,2025-07,Tuesday,16,session_13_20_report_time,chron_early,0.35,-5.89,-5.89,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,2,sell,2025-07-01 17:50:00,2025-07-01 18:05:00,15.0,2025-07,Tuesday,18,session_13_20_report_time,chron_early,0.16,-1.63,-1.63,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,3,buy,2025-07-02 17:15:00,2025-07-02 17:40:00,25.0,2025-07,Wednesday,17,session_13_20_report_time,chron_early,0.23,10.02,10.02,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,4,sell,2025-07-07 16:35:00,2025-07-07 16:50:00,15.0,2025-07,Monday,16,session_13_20_report_time,chron_early,0.33,-8.89,-8.89,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,5,buy,2025-07-07 21:35:00,2025-07-07 22:00:00,25.0,2025-07,Monday,22,session_21_23_report_time,chron_early,0.12,8.38,8.38,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,6,sell,2025-07-08 16:35:00,2025-07-08 16:50:00,15.0,2025-07,Tuesday,16,session_13_20_report_time,chron_early,0.39,-2.71,-2.71,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,7,sell,2025-07-09 17:50:00,2025-07-09 18:05:00,15.0,2025-07,Wednesday,18,session_13_20_report_time,chron_early,0.18,1.83,1.83,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,8,sell,2025-07-11 16:35:00,2025-07-11 16:50:00,15.0,2025-07,Friday,16,session_13_20_report_time,chron_early,0.4,-2.38,-2.38,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,9,sell,2025-07-14 16:40:00,2025-07-14 16:45:09,5.15,2025-07,Monday,16,session_13_20_report_time,chron_early,0.3,26.34,26.34,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
run267CC_stage267_aggressive_impulse_dd_shape_followup_balance_timeslice_trade_quality_review_v1,run267CB_stage267_aggressive_impulse_dd_shape_followup_mt5_execution_v1,run267CA_stage267_aggressive_impulse_dd_shape_followup_materialization_v1,run267ca_01_s264_aih_2025h2_ddshape_guard,mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,adjacent_2025_h2_oos_followthrough,Tier A,tier_only_total,10,sell,2025-07-16 16:35:00,2025-07-16 16:50:00,15.0,2025-07,Wednesday,16,session_13_20_report_time,chron_early,0.41,11.5,11.5,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267CB_run267ca_01_s264_aih_2025h2_ddshape_guard.htm
