split,atr_enabled,model_risk_enabled,risk_floor_applied_count,avg_model_risk_pct,max_model_risk_pct,avg_clipped_risk_pct,max_clipped_risk_pct,avg_actual_risk_pct_after_floor,max_actual_risk_pct_after_floor,avg_computed_lot,max_computed_lot,avg_executed_lot,max_executed_lot,avg_atr_points,avg_open_sl_points,avg_open_tp_points,risk_bucket,telemetry_sha256,quality_flag
validation_is,True,True,0,0.0009457537586,0.035,0.0009457537586,0.035,0.0009313507448,0.034999375,0.01473525414,3.18511658,0.0145997562,3.18,3634.39774,7541.375311,14537.59096,high_capped,902c9b431fa80cf97ea1efba17c674665ba693cfb944440f62fad4f54bd2f143,risk_atr_present_measurement_only
oos,True,True,0,0.0008306962025,0.035,0.0008306962025,0.035,0.0008176927591,0.0349940205,0.009721012253,0.9878659954,0.009600474684,0.98,3903.364499,8099.481335,15613.45799,high_capped,757f61e9db6de30f047d7d71d247b00be9b40a28c66acfc46e014acd1c1d27c0,risk_atr_present_measurement_only
