split,trade_index,direction,open_time,close_time,hold_bars,net_profit,equity_after_trade,chronological_third,month,session_slice,volatility_regime,trend_regime,adx_bucket,spread_regime
validation_is,153,sell,2025-05-09T16:35:00,2025-05-09T16:50:00,3.0000000000,17.1100000000,466.4800000000,mid,2025-05,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,154,sell,2025-05-12T18:00:00,2025-05-12T18:15:00,3.0000000000,-7.1100000000,459.3700000000,mid,2025-05,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,155,buy,2025-05-12T18:30:00,2025-05-12T18:45:00,3.0000000000,-3.0300000000,456.3400000000,mid,2025-05,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,156,buy,2025-05-13T17:10:00,2025-05-13T17:35:00,5.0000000000,23.6800000000,480.0200000000,mid,2025-05,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,157,sell,2025-05-14T16:40:00,2025-05-14T16:48:22,1.6733330000,65.8800000000,545.9000000000,mid,2025-05,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,158,sell,2025-05-15T16:35:00,2025-05-15T16:50:00,3.0000000000,38.8600000000,584.7600000000,mid,2025-05,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,159,buy,2025-05-15T17:20:00,2025-05-15T17:35:00,3.0000000000,-23.1900000000,561.5700000000,mid,2025-05,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,160,sell,2025-05-16T16:35:00,2025-05-16T16:50:00,3.0000000000,-9.8800000000,551.6900000000,mid,2025-05,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,161,buy,2025-05-16T17:20:00,2025-05-16T17:34:19,2.8633330000,-36.3000000000,515.3900000000,mid,2025-05,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,162,buy,2025-05-19T17:10:00,2025-05-19T17:25:00,3.0000000000,-3.4600000000,511.9300000000,mid,2025-05,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,163,sell,2025-05-20T16:35:00,2025-05-20T16:50:00,3.0000000000,45.0500000000,556.9800000000,mid,2025-05,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,164,buy,2025-05-20T17:15:00,2025-05-20T17:30:00,3.0000000000,3.2800000000,560.2600000000,mid,2025-05,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,165,sell,2025-05-21T21:50:00,2025-05-22T17:03:45,230.7500000000,-35.9900000000,524.2700000000,mid,2025-05,late,vol_high,downtrend,adx_gt25,spread_low
validation_is,166,buy,2025-05-27T17:10:00,2025-05-27T17:25:00,3.0000000000,11.6400000000,535.9100000000,mid,2025-05,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,167,sell,2025-05-29T17:50:00,2025-05-29T18:05:00,3.0000000000,-5.7200000000,530.1900000000,mid,2025-05,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,168,sell,2025-05-29T19:10:00,2025-05-29T19:25:00,3.0000000000,-22.9300000000,507.2600000000,mid,2025-05,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,169,sell,2025-05-29T21:50:00,2025-05-29T22:50:00,12.0000000000,-37.1600000000,470.1000000000,mid,2025-05,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,170,buy,2025-05-30T17:10:00,2025-05-30T17:30:00,4.0000000000,14.8300000000,484.9300000000,mid,2025-05,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,171,buy,2025-05-30T18:35:00,2025-05-30T18:50:00,3.0000000000,-0.7600000000,484.1700000000,mid,2025-05,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,172,sell,2025-06-02T16:50:00,2025-06-02T17:05:00,3.0000000000,44.5900000000,528.7600000000,mid,2025-06,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,173,sell,2025-06-02T17:50:00,2025-06-02T18:05:00,3.0000000000,-3.4900000000,525.2700000000,mid,2025-06,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,174,sell,2025-06-03T16:35:00,2025-06-03T16:42:39,1.5300000000,-40.4500000000,484.8200000000,mid,2025-06,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,175,sell,2025-06-04T16:35:00,2025-06-04T16:50:00,3.0000000000,-18.2000000000,466.6200000000,mid,2025-06,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,176,buy,2025-06-05T17:15:00,2025-06-05T17:30:00,3.0000000000,28.9000000000,495.5200000000,mid,2025-06,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,177,buy,2025-06-06T17:35:00,2025-06-06T17:50:00,3.0000000000,18.2500000000,513.7700000000,late,2025-06,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,178,buy,2025-06-11T17:15:00,2025-06-11T17:35:00,4.0000000000,17.0500000000,530.8200000000,late,2025-06,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,179,sell,2025-06-13T16:55:00,2025-06-13T17:10:00,3.0000000000,4.3100000000,535.1300000000,late,2025-06,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,180,sell,2025-06-13T17:50:00,2025-06-13T18:05:00,3.0000000000,-22.8900000000,512.2400000000,late,2025-06,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,181,sell,2025-06-16T16:35:00,2025-06-16T16:49:17,2.8566670000,-37.7200000000,474.5200000000,late,2025-06,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,182,buy,2025-06-16T17:15:00,2025-06-16T17:30:00,3.0000000000,6.4600000000,480.9800000000,late,2025-06,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,183,buy,2025-06-17T21:20:00,2025-06-17T21:35:00,3.0000000000,3.8700000000,484.8500000000,late,2025-06,late,vol_low,downtrend,adx_gt25,spread_low
validation_is,184,buy,2025-06-18T17:25:00,2025-06-18T17:40:00,3.0000000000,12.2800000000,497.1300000000,late,2025-06,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,185,sell,2025-06-18T21:50:00,2025-06-19T03:19:42,65.9400000000,66.8700000000,564.0000000000,late,2025-06,late,vol_mid,downtrend,adx_20_25,spread_low
validation_is,186,sell,2025-06-20T16:50:00,2025-06-20T17:05:00,3.0000000000,28.9900000000,592.9900000000,late,2025-06,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,187,sell,2025-06-20T17:50:00,2025-06-20T18:05:00,3.0000000000,27.3200000000,620.3100000000,late,2025-06,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,188,buy,2025-06-20T18:30:00,2025-06-20T18:45:00,3.0000000000,24.3100000000,644.6200000000,late,2025-06,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,189,sell,2025-06-23T16:35:00,2025-06-23T16:36:29,0.2966670000,-39.8000000000,604.8200000000,late,2025-06,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,190,buy,2025-06-23T18:30:00,2025-06-23T18:45:00,3.0000000000,-2.1800000000,602.6400000000,late,2025-06,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,191,sell,2025-06-23T19:15:00,2025-06-23T19:30:00,3.0000000000,51.3200000000,653.9600000000,late,2025-06,mid,vol_low,downtrend,adx_20_25,spread_low
validation_is,192,sell,2025-07-01T16:35:00,2025-07-01T16:50:00,3.0000000000,-19.8600000000,634.1000000000,late,2025-07,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,193,sell,2025-07-01T17:50:00,2025-07-01T18:05:00,3.0000000000,-5.7100000000,628.3900000000,late,2025-07,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,194,buy,2025-07-02T17:15:00,2025-07-02T17:40:00,5.0000000000,34.4000000000,662.7900000000,late,2025-07,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,195,sell,2025-07-07T16:35:00,2025-07-07T16:50:00,3.0000000000,-30.4500000000,632.3400000000,late,2025-07,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,196,buy,2025-07-07T21:35:00,2025-07-07T22:00:00,5.0000000000,46.0700000000,678.4100000000,late,2025-07,late,vol_low,downtrend,adx_gt25,spread_low
validation_is,197,sell,2025-07-08T16:35:00,2025-07-08T16:50:00,3.0000000000,-9.3100000000,669.1000000000,late,2025-07,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,198,sell,2025-07-09T17:50:00,2025-07-09T18:05:00,3.0000000000,6.5200000000,675.6200000000,late,2025-07,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,199,sell,2025-07-10T16:35:00,2025-07-10T16:50:00,3.0000000000,42.8100000000,718.4300000000,late,2025-07,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,200,sell,2025-07-11T16:35:00,2025-07-11T16:50:00,3.0000000000,-6.5500000000,711.8800000000,late,2025-07,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,201,sell,2025-07-14T16:40:00,2025-07-14T16:43:40,0.7333330000,81.8000000000,793.6800000000,late,2025-07,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,202,sell,2025-07-16T16:35:00,2025-07-16T16:50:00,3.0000000000,31.9800000000,825.6600000000,late,2025-07,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,203,sell,2025-07-16T17:55:00,2025-07-16T18:10:00,3.0000000000,-29.3700000000,796.2900000000,late,2025-07,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,204,sell,2025-07-18T16:35:00,2025-07-18T16:50:00,3.0000000000,6.1400000000,802.4300000000,late,2025-07,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,205,sell,2025-07-22T16:35:00,2025-07-22T16:46:56,2.3866670000,88.0800000000,890.5100000000,late,2025-07,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,206,sell,2025-07-22T17:50:00,2025-07-22T18:05:00,3.0000000000,-7.7100000000,882.8000000000,late,2025-07,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,207,sell,2025-07-23T16:35:00,2025-07-23T16:55:00,4.0000000000,28.2900000000,911.0900000000,late,2025-07,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,208,sell,2025-07-24T16:35:00,2025-07-24T16:50:00,3.0000000000,-33.0800000000,878.0100000000,late,2025-07,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,209,sell,2025-07-29T16:50:00,2025-07-29T17:05:00,3.0000000000,29.5000000000,907.5100000000,late,2025-07,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,210,sell,2025-07-30T16:35:00,2025-07-30T16:45:41,2.1366670000,-49.4500000000,858.0600000000,late,2025-07,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,211,sell,2025-07-31T16:35:00,2025-07-31T16:50:00,3.0000000000,35.7500000000,893.8100000000,late,2025-07,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,212,sell,2025-07-31T17:50:00,2025-07-31T18:05:00,3.0000000000,18.1100000000,911.9200000000,late,2025-07,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,213,sell,2025-07-31T21:50:00,2025-07-31T23:18:15,17.6500000000,95.6000000000,1007.5200000000,late,2025-07,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,214,sell,2025-08-01T16:35:00,2025-08-01T16:50:00,3.0000000000,91.7700000000,1099.2900000000,late,2025-08,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,215,sell,2025-08-05T16:35:00,2025-08-05T16:37:43,0.5433330000,-56.0500000000,1043.2400000000,late,2025-08,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,216,sell,2025-08-05T17:50:00,2025-08-05T18:05:00,3.0000000000,-39.1500000000,1004.0900000000,late,2025-08,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,217,buy,2025-08-06T17:30:00,2025-08-06T17:45:00,3.0000000000,27.1800000000,1031.2700000000,late,2025-08,early,vol_high,downtrend,adx_20_25,spread_low
validation_is,218,sell,2025-08-07T16:35:00,2025-08-07T16:50:00,3.0000000000,20.0100000000,1051.2800000000,late,2025-08,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,219,sell,2025-08-07T17:50:00,2025-08-07T18:05:00,3.0000000000,30.2700000000,1081.5500000000,late,2025-08,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,220,buy,2025-08-07T21:25:00,2025-08-07T21:40:00,3.0000000000,31.8000000000,1113.3500000000,late,2025-08,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,221,sell,2025-08-08T16:35:00,2025-08-08T16:37:51,0.5700000000,-57.8800000000,1055.4700000000,late,2025-08,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,222,sell,2025-08-12T16:45:00,2025-08-12T17:00:00,3.0000000000,63.4100000000,1118.8800000000,late,2025-08,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,223,sell,2025-08-13T17:50:00,2025-08-13T18:05:00,3.0000000000,21.4800000000,1140.3600000000,late,2025-08,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,224,buy,2025-08-14T17:20:00,2025-08-14T17:35:00,3.0000000000,22.5200000000,1162.8800000000,late,2025-08,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,225,buy,2025-08-15T17:10:00,2025-08-15T17:25:00,3.0000000000,-9.4000000000,1153.4800000000,late,2025-08,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,226,sell,2025-08-19T16:35:00,2025-08-19T16:38:57,0.7900000000,-58.0600000000,1095.4200000000,late,2025-08,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,227,sell,2025-08-20T16:35:00,2025-08-20T16:46:07,2.2233330000,107.8500000000,1203.2700000000,late,2025-08,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,228,sell,2025-08-20T17:50:00,2025-08-20T18:05:00,3.0000000000,-10.9100000000,1192.3600000000,late,2025-08,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,229,sell,2025-08-21T16:35:00,2025-08-21T16:50:00,3.0000000000,-29.9400000000,1162.4200000000,late,2025-08,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,230,buy,2025-08-21T17:20:00,2025-08-21T17:35:00,3.0000000000,-5.2400000000,1157.1800000000,late,2025-08,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,231,buy,2025-08-21T18:30:00,2025-08-21T18:50:00,4.0000000000,-1.8900000000,1155.2900000000,late,2025-08,mid,vol_high,downtrend,adx_20_25,spread_low
validation_is,232,sell,2025-08-21T19:15:00,2025-08-21T19:30:00,3.0000000000,8.0400000000,1163.3300000000,late,2025-08,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,233,buy,2025-08-22T17:10:00,2025-08-22T17:25:00,3.0000000000,-15.6700000000,1147.6600000000,late,2025-08,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
validation_is,234,buy,2025-08-22T19:00:00,2025-08-22T19:20:00,4.0000000000,-25.6800000000,1121.9800000000,late,2025-08,mid,vol_mid,downtrend,adx_gt25,spread_low
validation_is,235,sell,2025-08-26T16:40:00,2025-08-26T16:41:55,0.3833330000,-57.4100000000,1064.5700000000,late,2025-08,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,236,sell,2025-08-27T16:35:00,2025-08-27T16:50:00,3.0000000000,86.6800000000,1151.2500000000,late,2025-08,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,237,buy,2025-08-28T18:30:00,2025-08-28T19:00:00,6.0000000000,12.8700000000,1164.1200000000,late,2025-08,mid,vol_mid,downtrend,adx_20_25,spread_low
validation_is,238,sell,2025-09-02T16:35:00,2025-09-02T16:37:29,0.4966670000,-58.1200000000,1106.0000000000,late,2025-09,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,239,buy,2025-09-02T17:30:00,2025-09-02T17:45:00,3.0000000000,-41.9600000000,1064.0400000000,late,2025-09,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,240,sell,2025-09-02T19:15:00,2025-09-02T19:30:00,3.0000000000,-7.4900000000,1056.5500000000,late,2025-09,mid,vol_low,downtrend,adx_gt25,spread_low
validation_is,241,buy,2025-09-03T17:20:00,2025-09-03T17:35:00,3.0000000000,20.7400000000,1077.2900000000,late,2025-09,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,242,buy,2025-09-03T18:30:00,2025-09-03T18:45:00,3.0000000000,3.9700000000,1081.2600000000,late,2025-09,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,243,sell,2025-09-03T19:10:00,2025-09-03T19:25:00,3.0000000000,-2.8100000000,1078.4500000000,late,2025-09,mid,vol_mid,downtrend,adx_20_25,spread_low
validation_is,244,buy,2025-09-04T17:10:00,2025-09-04T17:25:00,3.0000000000,27.2400000000,1105.6900000000,late,2025-09,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,245,sell,2025-09-05T17:50:00,2025-09-05T18:05:00,3.0000000000,27.2000000000,1132.8900000000,late,2025-09,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,246,sell,2025-09-05T19:10:00,2025-09-05T19:25:00,3.0000000000,-14.2000000000,1118.6900000000,late,2025-09,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,247,sell,2025-09-08T16:40:00,2025-09-08T16:41:48,0.3600000000,-56.5300000000,1062.1600000000,late,2025-09,early,vol_low,downtrend,adx_20_25,spread_low
validation_is,248,sell,2025-09-09T17:50:00,2025-09-09T18:05:00,3.0000000000,-9.8100000000,1052.3500000000,late,2025-09,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,249,sell,2025-09-10T16:35:00,2025-09-10T16:55:00,4.0000000000,45.8700000000,1098.2200000000,late,2025-09,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,250,buy,2025-09-11T17:35:00,2025-09-11T17:50:00,3.0000000000,5.7800000000,1104.0000000000,late,2025-09,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
validation_is,251,sell,2025-09-18T16:35:00,2025-09-18T16:46:02,2.2066670000,109.8700000000,1213.8700000000,late,2025-09,early,vol_low,downtrend,adx_gt25,spread_low
validation_is,252,buy,2025-09-18T17:20:00,2025-09-18T17:40:00,4.0000000000,-6.2900000000,1207.5800000000,late,2025-09,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,253,sell,2025-09-23T16:35:00,2025-09-23T16:41:26,1.2866670000,116.2300000000,1323.8100000000,late,2025-09,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,254,sell,2025-09-24T16:35:00,2025-09-24T16:51:26,3.2866670000,122.7700000000,1446.5800000000,late,2025-09,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,255,sell,2025-09-25T16:35:00,2025-09-25T16:50:00,3.0000000000,43.6200000000,1490.2000000000,late,2025-09,early,vol_mid,downtrend,adx_gt25,spread_low
validation_is,256,buy,2025-09-25T17:10:00,2025-09-25T17:25:00,3.0000000000,51.6300000000,1541.8300000000,late,2025-09,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,257,sell,2025-09-25T18:05:00,2025-09-25T18:20:00,3.0000000000,-25.0400000000,1516.7900000000,late,2025-09,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,258,sell,2025-09-25T21:50:00,2025-09-26T15:31:02,212.2066670000,-69.3400000000,1447.4500000000,late,2025-09,late,vol_mid,downtrend,adx_gt25,spread_low
validation_is,259,sell,2025-09-26T17:50:00,2025-09-26T18:05:00,3.0000000000,-10.4400000000,1437.0100000000,late,2025-09,early,vol_high,downtrend,adx_gt25,spread_low
validation_is,260,buy,2025-09-26T18:40:00,2025-09-26T18:55:00,3.0000000000,2.1700000000,1439.1800000000,late,2025-09,mid,vol_high,downtrend,adx_gt25,spread_low
validation_is,261,sell,2025-09-29T16:35:00,2025-09-29T16:43:15,1.6500000000,-68.2100000000,1370.9700000000,late,2025-09,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
validation_is,262,buy,2025-09-29T17:10:00,2025-09-29T17:25:00,3.0000000000,-5.8800000000,1365.0900000000,late,2025-09,early,vol_mid,downtrend,adx_20_25,spread_low
validation_is,263,buy,2025-09-30T17:35:00,2025-09-30T17:50:00,3.0000000000,27.5700000000,1392.6600000000,late,2025-09,early,vol_mid,downtrend,adx_20_25,spread_low
oos,1,buy,2025-10-01T17:15:00,2025-10-01T17:35:00,4.0000000000,13.6600000000,13.6600000000,early,2025-10,early,vol_high,range_or_weak_trend,adx_lt20,spread_low
oos,2,sell,2025-10-02T17:50:00,2025-10-02T18:05:00,3.0000000000,13.2100000000,26.8700000000,early,2025-10,early,vol_mid,downtrend,adx_gt25,spread_low
oos,3,sell,2025-10-09T16:35:00,2025-10-09T16:50:00,3.0000000000,2.6300000000,29.5000000000,early,2025-10,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
oos,4,sell,2025-10-10T16:35:00,2025-10-10T16:37:36,0.5200000000,-18.5600000000,10.9400000000,early,2025-10,early,vol_low,downtrend,adx_20_25,spread_low
oos,5,sell,2025-10-10T19:10:00,2025-10-10T19:25:00,3.0000000000,-1.1100000000,9.8300000000,early,2025-10,mid,vol_high,downtrend,adx_gt25,spread_low
oos,6,buy,2025-10-14T21:15:00,2025-10-14T21:35:00,4.0000000000,1.9300000000,11.7600000000,early,2025-10,late,vol_low,downtrend,adx_20_25,spread_low
oos,7,sell,2025-10-15T19:10:00,2025-10-15T19:25:00,3.0000000000,1.0600000000,12.8200000000,early,2025-10,mid,vol_mid,downtrend,adx_gt25,spread_low
oos,8,buy,2025-10-15T21:10:00,2025-10-15T21:30:00,4.0000000000,0.0600000000,12.8800000000,early,2025-10,late,vol_high,downtrend,adx_gt25,spread_low
oos,9,sell,2025-10-16T16:35:00,2025-10-16T16:50:00,3.0000000000,14.2700000000,27.1500000000,early,2025-10,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
oos,10,buy,2025-10-16T17:10:00,2025-10-16T17:25:00,3.0000000000,7.1500000000,34.3000000000,early,2025-10,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,11,buy,2025-10-16T18:30:00,2025-10-16T18:45:00,3.0000000000,-8.1700000000,26.1300000000,early,2025-10,mid,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,12,sell,2025-10-16T21:50:00,2025-10-17T10:09:53,147.9766670000,34.2100000000,60.3400000000,early,2025-10,late,vol_high,downtrend,adx_gt25,spread_low
oos,13,sell,2025-10-17T16:35:00,2025-10-17T16:50:00,3.0000000000,3.1700000000,63.5100000000,early,2025-10,early,vol_mid,downtrend,adx_gt25,spread_low
oos,14,buy,2025-10-17T17:15:00,2025-10-17T17:30:00,3.0000000000,-3.0200000000,60.4900000000,early,2025-10,early,vol_high,downtrend,adx_gt25,spread_low
oos,15,buy,2025-10-17T21:10:00,2025-10-17T21:25:00,3.0000000000,10.2100000000,70.7000000000,early,2025-10,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
oos,16,buy,2025-10-22T17:20:00,2025-10-22T17:27:04,1.4133330000,-20.3900000000,50.3100000000,early,2025-10,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,17,sell,2025-10-23T16:35:00,2025-10-23T16:44:12,1.8400000000,-19.2900000000,31.0200000000,early,2025-10,early,vol_low,downtrend,adx_gt25,spread_low
oos,18,sell,2025-10-24T16:50:00,2025-10-24T17:05:00,3.0000000000,-10.1300000000,20.8900000000,early,2025-10,early,vol_mid,downtrend,adx_gt25,spread_low
oos,19,buy,2025-10-28T16:35:00,2025-10-28T16:48:36,2.7200000000,-18.3300000000,2.5600000000,early,2025-10,early,vol_low,downtrend,adx_gt25,spread_low
oos,20,sell,2025-11-03T17:50:00,2025-11-03T18:05:00,3.0000000000,-4.4400000000,-1.8800000000,early,2025-11,early,vol_mid,downtrend,adx_gt25,spread_low
oos,21,sell,2025-11-04T16:35:00,2025-11-04T16:41:22,1.2733330000,-16.9300000000,-18.8100000000,early,2025-11,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,22,sell,2025-11-04T22:00:00,2025-11-05T02:04:33,48.9100000000,32.7700000000,13.9600000000,early,2025-11,late,vol_mid,downtrend,adx_gt25,spread_low
oos,23,buy,2025-11-05T17:10:00,2025-11-05T17:25:00,3.0000000000,0.4600000000,14.4200000000,early,2025-11,early,vol_high,downtrend,adx_gt25,spread_low
oos,24,sell,2025-11-06T16:35:00,2025-11-06T16:50:00,3.0000000000,5.0900000000,19.5100000000,early,2025-11,early,vol_low,downtrend,adx_gt25,spread_low
oos,25,sell,2025-11-06T17:50:00,2025-11-06T18:05:00,3.0000000000,-1.5800000000,17.9300000000,early,2025-11,early,vol_high,downtrend,adx_gt25,spread_low
oos,26,sell,2025-11-06T19:10:00,2025-11-06T19:25:00,3.0000000000,8.7100000000,26.6400000000,early,2025-11,mid,vol_high,downtrend,adx_gt25,spread_low
oos,27,sell,2025-11-06T21:50:00,2025-11-06T22:55:00,13.0000000000,35.0500000000,61.6900000000,early,2025-11,late,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,28,sell,2025-11-07T16:35:00,2025-11-07T16:39:36,0.9200000000,37.2800000000,98.9700000000,early,2025-11,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,29,buy,2025-11-10T17:10:00,2025-11-10T17:25:00,3.0000000000,4.4800000000,103.4500000000,early,2025-11,early,vol_low,downtrend,adx_gt25,spread_low
oos,30,buy,2025-11-11T17:25:00,2025-11-11T17:40:00,3.0000000000,-11.3600000000,92.0900000000,early,2025-11,early,vol_low,range_or_weak_trend,adx_lt20,spread_low
oos,31,sell,2025-11-11T17:50:00,2025-11-11T18:10:00,4.0000000000,2.4700000000,94.5600000000,early,2025-11,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,32,sell,2025-11-12T16:35:00,2025-11-12T16:46:46,2.3533330000,41.2500000000,135.8100000000,early,2025-11,early,vol_mid,range_or_weak_trend,adx_lt20,spread_low
oos,33,sell,2025-11-12T17:50:00,2025-11-12T18:05:00,3.0000000000,5.8400000000,141.6500000000,early,2025-11,early,vol_high,downtrend,adx_gt25,spread_low
oos,34,sell,2025-11-13T16:35:00,2025-11-13T16:44:16,1.8533330000,43.2600000000,184.9100000000,early,2025-11,early,vol_mid,downtrend,adx_gt25,spread_low
oos,35,buy,2025-11-14T17:10:00,2025-11-14T17:25:00,3.0000000000,-2.0300000000,182.8800000000,early,2025-11,early,vol_high,downtrend,adx_20_25,spread_low
oos,36,sell,2025-11-14T21:55:00,2025-11-17T01:01:54,613.3800000000,47.0000000000,229.8800000000,early,2025-11,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
oos,37,sell,2025-11-18T17:50:00,2025-11-18T18:05:00,3.0000000000,8.3700000000,238.2500000000,early,2025-11,early,vol_high,downtrend,adx_gt25,spread_low
oos,38,sell,2025-11-18T21:50:00,2025-11-18T23:01:17,14.2566670000,48.8600000000,287.1100000000,early,2025-11,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
oos,39,sell,2025-11-19T16:35:00,2025-11-19T16:36:24,0.2800000000,-27.3900000000,259.7200000000,early,2025-11,early,vol_low,downtrend,adx_20_25,spread_low
oos,40,buy,2025-11-19T17:15:00,2025-11-19T17:30:00,3.0000000000,2.7700000000,262.4900000000,early,2025-11,early,vol_high,downtrend,adx_gt25,spread_low
oos,41,sell,2025-11-19T21:50:00,2025-11-19T21:55:13,1.0433330000,-26.7400000000,235.7500000000,early,2025-11,late,vol_high,range_or_weak_trend,adx_lt20,spread_low
oos,42,sell,2025-11-20T16:35:00,2025-11-20T16:50:00,3.0000000000,-7.4100000000,228.3400000000,early,2025-11,early,vol_mid,downtrend,adx_gt25,spread_low
oos,43,sell,2025-11-21T16:35:00,2025-11-21T16:50:00,3.0000000000,8.5900000000,236.9300000000,early,2025-11,early,vol_high,downtrend,adx_20_25,spread_low
