focus_run_id,split,partial_context_subtype,row_count,signal_count,signal_rate,long_signal_count,short_signal_count,mean_p_short,mean_p_long,mean_nonflat_probability,mean_probability_margin,signal_directional_hit_rate
run13F_ebm_q90_hold6_probe_v1,oos,B_mixed_partial_context,228,20,0.087719298,13,7,0.3589066,0.39013079,0.43322963,0.11588594,0.4
run13F_ebm_q90_hold6_probe_v1,oos,B_macro_missing,809,13,0.016069221,12,1,0.23056483,0.28631075,0.29968071,0.24352015,0.30769231
run13F_ebm_q90_hold6_probe_v1,oos,B_core_only,24,0,0,0,0,0.29215708,0.29610066,0.3167438,0.12461229,
run13F_ebm_q90_hold6_probe_v1,oos,B_full_context_outside_tier_a_scope,1,0,0,0,0,0.40233926,0.34752175,0.40233926,0.054817508,
run13F_ebm_q90_hold6_probe_v1,validation,B_macro_missing,2126,20,0.0094073377,6,14,0.22045272,0.25209118,0.27213328,0.28276798,0.25
run13F_ebm_q90_hold6_probe_v1,validation,B_mixed_partial_context,215,6,0.027906977,6,0,0.3403839,0.37810249,0.41076859,0.099923234,0.83333333
run13F_ebm_q90_hold6_probe_v1,validation,B_core_only,25,0,0,0,0,0.24369961,0.33615716,0.3450738,0.12121304,
