run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run12L_catboost_plain_variant_contrast_probe_v1,mt5_routed_plain_control_validation_is,validation,Tier A+B,routed_total,188,45.5745,8.34479,11.5794,-539.73,43.87,0,trade_attribution_recorded
run12L_catboost_plain_variant_contrast_probe_v1,mt5_routed_plain_control_oos,oos,Tier A+B,routed_total,297,36.3266,9.66136,8.75513,276.73,137.02,0.571429,trade_attribution_recorded
