run_id,adapter_id,split,status,report_path,initial_balance,final_balance,net_profit,closed_trade_count,profit_factor,legacy_34d_pf,legacy_34d_dd_percent,max_drawdown_amount,max_drawdown_percent,report_balance_drawdown_maximal,report_equity_drawdown_maximal,report_balance_drawdown_relative,report_equity_drawdown_relative,late_net_share,weak_segments,split_quality_flag
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_binding_control,validation_is,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_binding_control_rt_val.htm,500,1472.15,972.15,269,1.586973,1.583157,12.909136,134.15,12.9281,134.15 (12.93%),146.22 (14.01%),12.93% (134.15),14.01% (146.22),0.4621,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_binding_control,oos,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_binding_control_rt_oos.htm,500,1276.02,776.02,195,1.775973,1.583157,12.909136,95.37,9.5066,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_short_low_score006,validation_is,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_short_low_score006_rt_val.htm,500,1330.35,830.35,269,1.58375,1.583157,12.909136,117.37,9.3294,117.37 (9.33%),125.58 (9.95%),12.01% (117.00),12.64% (123.86),0.4577,mid,validation_segment_pf_below_34d
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_short_low_score006,oos,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_short_low_score006_rt_oos.htm,500,1210.44,710.44,195,1.806246,1.583157,12.909136,82.27,8.5179,82.27 (8.52%),94.04 (9.70%),11.57% (65.01),12.82% (72.40),0.4069,,acceptable_measurement_only
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_long_low_score006,validation_is,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_long_low_score006_rt_val.htm,500,1405.08,905.08,269,1.568775,1.583157,12.909136,124.7,12.3387,124.70 (12.34%),141.23 (9.31%),12.34% (124.70),13.81% (140.20),0.4421,early;mid,validation_segment_pf_below_34d
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_long_low_score006,oos,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_long_low_score006_rt_oos.htm,500,1226.7,726.7,195,1.759678,1.583157,12.909136,100.69,10.2794,100.69 (10.28%),108.74 (11.06%),11.56% (65.81),13.81% (79.66),0.41,,acceptable_measurement_only
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_short_low_gate,validation_is,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_short_low_gate_rt_val.htm,500,836.96,336.96,175,1.532322,1.583157,12.909136,110.86,12.9535,110.86 (12.95%),125.81 (14.49%),12.95% (110.86),14.49% (125.81),0.4009,early;mid,validation_dd_above_34d;validation_segment_pf_below_34d
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_short_low_gate,oos,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_short_low_gate_rt_oos.htm,500,886.49,386.49,137,1.865386,1.583157,12.909136,47.42,9.1049,47.42 (9.10%),57.15 (10.91%),9.10% (47.42),10.91% (57.15),0.2657,early;late,acceptable_measurement_only
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_long_low_gate,validation_is,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_long_low_gate_rt_val.htm,500,1111.36,611.36,182,1.517628,1.583157,12.909136,96.32,8.8768,96.32 (8.88%),111.11 (9.09%),11.79% (82.56),12.53% (87.22),0.2998,early;late,validation_segment_pf_below_34d
run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1,s252_long_low_gate,oos,completed,stages/252_adapter_research__asymmetric_binding_repair_after_stage250_overprune/02_runs/run252A/mt5/reports/Project_Obsidian_Prime_v2_run252A_stage252_asymmetric_binding_repair_after_stage250_overprune_v1_s252_long_low_gate_rt_oos.htm,500,988.04,488.04,131,1.704802,1.583157,12.909136,123.19,14.2071,123.19 (14.21%),135.21 (15.53%),14.21% (123.19),15.53% (135.21),0.2478,mid;late,oos_dd_above_34d
