run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_on_tier_a_only_validation_is,validation,Tier A,tier_only_total,41,93.0488,19.6599,20.5676,74.83,-183.48,0.333333,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_on_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,6,305.833,6.185,18.4862,5.8,-74.85,0,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_on_routed_total_validation_is,validation,Tier A+B,routed_total,45,54.0444,17.8994,18.8813,80.63,-168.35,0.333333,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_mixed_tier_a_only_validation_is,validation,Tier A,tier_only_total,32,211.312,28.6922,18.478,222.95,-232.65,0.666667,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_mixed_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,7,435.714,17.193,21.4671,33.87,-51.91,0,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_mixed_routed_total_validation_is,validation,Tier A+B,routed_total,36,127.806,25.8031,16.494,192.5,-178.38,0.666667,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_off_tier_a_only_validation_is,validation,Tier A,tier_only_total,52,136.135,21.7953,18.1784,81.44,-126.74,0.333333,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_off_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,7,1933.86,83.4646,22.1326,219.09,-1.61,1,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_off_routed_total_validation_is,validation,Tier A+B,routed_total,57,120.333,20.5976,17.5084,95.41,-116.79,0.333333,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_on_tier_a_only_oos,oos,Tier A,tier_only_total,6,57.1667,18.3553,6.63517,15.99,49.61,0.5,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_on_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,1,328,15.475,10.796,0,-7.12,0,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_on_routed_total_oos,oos,Tier A+B,routed_total,7,50.5714,15.1313,6.62657,14.09,49.34,0.5,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_mixed_tier_a_only_oos,oos,Tier A,tier_only_total,10,76.7,11.9941,14.4221,-15.58,-21.4,0.333333,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_mixed_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,2,1428.5,22.2015,17.8035,-6.94,-11.68,0,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_mixed_routed_total_oos,oos,Tier A+B,routed_total,11,148.909,14.3621,12.027,-16.58,-6,0.333333,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_off_tier_a_only_oos,oos,Tier A,tier_only_total,17,83.5294,11.4177,10.8744,0,12.85,0.666667,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_off_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,4,731,4.1325,40.5603,0,-107.75,0,trade_attribution_recorded
run03Q_et_macro_proxy_regime_probe_v1,mt5_risk_off_routed_total_oos,oos,Tier A+B,routed_total,21,45.7143,8.31695,10.3059,0,-23.04,0.333333,trade_attribution_recorded
