run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_on_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_tier_a_only_validation_is.htm,13971b59fc5c4f0ff94a4e350fd49d67ff9cd6eebd6134ede10b5ac38c485e1c,-108.65,0.74,41,330.65,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_on_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_tier_b_fallback_only_validation_is.htm,2a802d936d22a88498f6c09ee97ae0b7228976e3b08a8a5aa7566f858b474cf8,-69.05,0.08,6,82.38,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_on_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_routed_validation_is.htm,29338e5dc3112cd668d4a5c8797b6e6426b1cb377c0ef731a6b83936b8ed76d6,NA,NA,NA,NA,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_on_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_routed_validation_is.htm,29338e5dc3112cd668d4a5c8797b6e6426b1cb377c0ef731a6b83936b8ed76d6,NA,NA,NA,NA,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_on_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_routed_validation_is.htm,29338e5dc3112cd668d4a5c8797b6e6426b1cb377c0ef731a6b83936b8ed76d6,-87.72,0.79,45,330.65,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mixed_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_tier_a_only_validation_is.htm,88997e467e685cb4be7e5008c8bee3efdd6bf19dc8c402b9eda72e9aa9bfedd9,-9.7,0.97,32,193.49,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mixed_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_tier_b_fallback_only_validation_is.htm,0d26c8a2927624f378663fb533c378afc2b265e027a2850caaebceb3f4ad5ded,-18.04,0.72,7,76.55,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mixed_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_routed_validation_is.htm,7bd477b5494c0428a43742553046ead87f182765dfc3bfd0dfd6a9a22ce25033,NA,NA,NA,NA,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mixed_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_routed_validation_is.htm,7bd477b5494c0428a43742553046ead87f182765dfc3bfd0dfd6a9a22ce25033,NA,NA,NA,NA,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_mixed_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_routed_validation_is.htm,7bd477b5494c0428a43742553046ead87f182765dfc3bfd0dfd6a9a22ce25033,14.12,1.04,36,193.49,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_off_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_off_tier_a_only_validation_is.htm,18f606f562ec75015a24adaa76459beadb2c5116d782f4feac7c2115b227eee6,-45.3,0.92,52,207.88,recorded
run03Q_et_macro_proxy_regime_probe_v1,12_model_family_challenge__extratrees_training_effect,mt5_risk_off_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_off_tier_b_fallback_only_validation_is.htm,c004c8236c9ae8c509fe0f53375ba39ca609447911e812ee3b12d143ed3ae387,217.48,4.97,7,288.39,recorded
