run_id,session_bucket_id,session_bucket_label,fold_id,attempt_name,split,wfo_split_role,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03Q_et_macro_proxy_regime_probe_v1,risk_on,macro_risk_on_relief,fold05,risk_on_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-108.65,0.74,41,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_tier_a_only_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,risk_on,macro_risk_on_relief,fold05,risk_on_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,-69.05,0.08,6,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_tier_b_fallback_only_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,risk_on,macro_risk_on_relief,fold05,risk_on_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-87.72,0.79,45,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_routed_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,mixed,macro_mixed_neutral,fold05,mixed_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-9.7,0.97,32,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_tier_a_only_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,mixed,macro_mixed_neutral,fold05,mixed_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,-18.04,0.72,7,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_tier_b_fallback_only_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,mixed,macro_mixed_neutral,fold05,mixed_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,14.12,1.04,36,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_mixed_routed_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,risk_off,macro_risk_off_pressure,fold05,risk_off_tier_a_only_validation_is,validation_is,validation,Tier A,tier_only_total,completed,completed,completed,-45.3,0.92,52,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_off_tier_a_only_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,risk_off,macro_risk_off_pressure,fold05,risk_off_tier_b_fallback_only_validation_is,validation_is,validation,Tier B,tier_b_fallback_only_total,completed,completed,completed,217.48,4.97,7,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_off_tier_b_fallback_only_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,risk_off,macro_risk_off_pressure,fold05,risk_off_routed_validation_is,validation_is,validation,Tier A+B,routed_total,completed,completed,completed,-21.38,0.96,57,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_off_routed_validation_is.htm
run03Q_et_macro_proxy_regime_probe_v1,risk_on,macro_risk_on_relief,fold05,risk_on_tier_a_only_oos,oos,test,Tier A,tier_only_total,completed,completed,completed,65.6,15.98,6,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03Q_et_macro_proxy_regime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run03Q_et_macro_proxy_regime_probe_v1_risk_on_tier_a_only_oos.htm
