attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,source_test_id,source_queue_id,repair_profile,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,source_set_path,ini_path,ini_sha256,common_telemetry_path,common_summary_path,runtime_path_policy,execution_status,runtime_status,report_status
run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_rep_trend_strength_adx_repair,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/short_telemetry_sets/run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.set,ad773dbe19a0b6d641548c2456b0b777f7cb9868225c370733eaff706b3f89f9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024.ini,a1559542db44421a0f0aa22c28011e250bcded8a02a5b3c07c6050d80a5f8bf4,OPV2/s267al/s264_aia/q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024_telemetry.csv,OPV2/s267al/s264_aia/q01a_s264_aia_rep_trend_strength_adx_repair_ta_2024_summary.csv,run267AL_short_common_files_telemetry_paths_only,completed,completed,completed
run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_rt_2024,run267AK_q01a_s264_aia_rep_trend_strength_adx_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,run267AG_q02a_s264_aia_rep_trend_strength_adx_pressure,aia_dual_replacement_state_guard_repair_v3,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_rep_trend_strength_adx_repair,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/short_telemetry_sets/run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_rt_2024.set,ffcf1b32203351c4cce5d2cf1be957d42b43c8e19ece594c1ceeb9cc590d2da0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01a_s264_aia_rep_trend_strength_adx_repair_rt_2024.ini,f020727bd1570e73253cb1a65ea79ad963073271322bf3f916ddb1a00d4cac18,OPV2/s267al/s264_aia/q01a_s264_aia_rep_trend_strength_adx_repair_rt_2024_telemetry.csv,OPV2/s267al/s264_aia/q01a_s264_aia_rep_trend_strength_adx_repair_rt_2024_summary.csv,run267AL_short_common_files_telemetry_paths_only,completed,completed,completed
run267ak_q01b_s264_aia_rep_volatility_atr_repair_ta_2024,run267AK_q01b_s264_aia_rep_volatility_atr_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,run267AG_q02b_s264_aia_rep_volatility_atr_pressure,aia_dual_replacement_state_guard_repair_v3,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_rep_volatility_atr_repair,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/short_telemetry_sets/run267ak_q01b_s264_aia_rep_volatility_atr_repair_ta_2024.set,ceab7d1da7ea98620832c2ff9e92f52f40cbfce693081776dadd06a122c53be8,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01b_s264_aia_rep_volatility_atr_repair_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01b_s264_aia_rep_volatility_atr_repair_ta_2024.ini,109374cee60d71bb09462a5da9afe004785cfc23592a3514e1ff6175b3e808aa,OPV2/s267al/s264_aia/q01b_s264_aia_rep_volatility_atr_repair_ta_2024_telemetry.csv,OPV2/s267al/s264_aia/q01b_s264_aia_rep_volatility_atr_repair_ta_2024_summary.csv,run267AL_short_common_files_telemetry_paths_only,completed,completed,completed
run267ak_q01b_s264_aia_rep_volatility_atr_repair_rt_2024,run267AK_q01b_s264_aia_rep_volatility_atr_repair,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,run267AG_q02b_s264_aia_rep_volatility_atr_pressure,aia_dual_replacement_state_guard_repair_v3,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_rep_volatility_atr_repair,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AL/noncalendar_state_guard_repair_mt5_execution/mt5/short_telemetry_sets/run267ak_q01b_s264_aia_rep_volatility_atr_repair_rt_2024.set,b126b630d250fc311167ab0b71b096b314cd499e0e3dcfce41cd9d9043735ed3,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01b_s264_aia_rep_volatility_atr_repair_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267AK/noncalendar_state_guard_repair_queue_materialization/mt5/run267ak_q01b_s264_aia_rep_volatility_atr_repair_rt_2024.ini,74c0f743b40c7a29071a366683a91ebc80fe803bf02d432f506db5cf1a41e170,OPV2/s267al/s264_aia/q01b_s264_aia_rep_volatility_atr_repair_rt_2024_telemetry.csv,OPV2/s267al/s264_aia/q01b_s264_aia_rep_volatility_atr_repair_rt_2024_summary.csv,run267AL_short_common_files_telemetry_paths_only,completed,completed,completed
