run_id,decision,best_net_adapter,best_net,best_net_pf,best_net_dd,best_net_trades,best_dd_adapter,best_dd,best_dd_net,route,reason,overall_goal_complete
run129A_stage129_v41_quality_density_followup_review_v1,open_new_v2_model_branch_in_stage130_after_v41_quality_density_tradeoff_failure,s128_v41_h2_bothgate_sl180_tp320_risk035_sht54_lng52,489.38,1.540000,20.580000,175,s128_v41_h2_bothgate_sl2075_tp40_risk035_sht54_lng52,12.780000,432.10,open_new_v2_model_branch,v41_surface_repair_now_shows_safe_but_too_small_or_dense_but_weak,false
