candidate_id,train_rank,rule_kind,rule_definition,features,side,train_trade_count,train_trades_per_day,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_dd_risk,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,train_joint_axis_distance,train_density_pass,train_pf_pass,train_dd_pass,train_smoothness_pass,validation_trade_count,validation_trades_per_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_win_rate,validation_dd_risk,validation_underwater_ratio,validation_max_loss_streak,validation_equity_trend_r2,validation_joint_axis_distance,validation_density_pass,validation_pf_pass,validation_dd_pass,validation_smoothness_pass,oos_trade_count,oos_trades_per_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_win_rate,oos_dd_risk,oos_underwater_ratio,oos_max_loss_streak,oos_equity_trend_r2,oos_joint_axis_distance,oos_density_pass,oos_pf_pass,oos_dd_pass,oos_smoothness_pass,strict_pass,seed_surface_flag,handoff_candidate_flag,forward_read_score
f20b_pair_0052,24,pair(쌍),vortex_indicator >= q70 & vix_zscore_20 <= q20,vortex_indicator|vix_zscore_20,long(롱),3286,5.734729493891797,1.4140522948299834,1.347156281042854,0.0004303263222245841,0.5566037735849056,21.853677654487313,0.8776628119293974,20,0.8947803364331908,2.0540867389005975,True,False,False,False,1138,6.218579234972678,0.3281030866519774,1.2062462233001938,0.00028831554187344236,0.5413005272407733,23.484066572909022,0.9130052724077329,17,0.7438637256542552,2.37139724167987,True,False,False,False,846,6.458015267175573,0.18958649401072333,1.2029084002238528,0.0002240975106509732,0.5650118203309693,15.690410310738635,0.8877068557919622,23,0.3881650602611604,1.7423806389507979,True,False,False,False,False,True,False,3.516980808132767
f20b_pair_0209,145,pair(쌍),roc_12 >= q70 & vix_zscore_20 <= q20,roc_12|vix_zscore_20,long(롱),3447,6.015706806282722,1.2952004121769336,1.2759212282342638,0.0003757471459753216,0.5549753408761242,24.799814347101147,0.8894691035683203,25,0.9121348985367547,2.3818212128571874,True,False,False,False,1120,6.120218579234972,0.3634625081863707,1.210196741633646,0.00032452009659497384,0.5419642857142857,24.866992733667992,0.9223214285714286,15,0.7802171672129145,2.4955478201613075,True,False,False,False,858,6.549618320610687,0.24745134000332625,1.2455865857044286,0.0002884048251787019,0.5675990675990676,17.83487404588312,0.8566433566433567,17,0.511273496586744,1.8661105487615735,True,False,False,False,False,True,False,3.471159873898022
f20b_pair_0442,428,pair(쌍),ppo_hist_12_26_9 >= q70 & close_ema20_ratio >= q80,ppo_hist_12_26_9|close_ema20_ratio,long(롱),4260,7.43455497382199,1.2574838666743853,1.1959781636456182,0.0002951840062615928,0.5495305164319249,41.023641899785545,0.9192488262910798,23,0.9234484104806623,4.052485295270433,True,False,False,False,1435,7.841530054644808,0.6213976648919672,1.2512322928586472,0.00043302973163203293,0.5177700348432056,39.289109899399186,0.9191637630662021,22,0.7641619788585017,3.92304564640406,True,False,False,False,1037,7.916030534351145,0.32344674288452957,1.2579890077013762,0.00031190621300340363,0.5612343297974928,13.898377719178256,0.8881388621022179,23,0.7553731814876501,1.370587824343693,True,False,False,False,False,True,False,3.4103122099577394
f20b_pair_0447,167,pair(쌍),ppo_hist_12_26_9 >= q70 & vix_zscore_20 <= q20,ppo_hist_12_26_9|vix_zscore_20,long(롱),3291,5.7434554973821985,1.208356119794152,1.267300514801753,0.0003671698935867979,0.5481616529930112,23.051657304478624,0.8814949863263446,22,0.942437725512549,2.194091240413194,True,False,False,False,1021,5.579234972677596,0.3911805531838903,1.2386467871813294,0.0003831347239803039,0.544564152791381,24.721293907795282,0.9167482859941234,17,0.7679859318890642,2.4697490565361404,True,False,False,False,787,6.00763358778626,0.28408721330835257,1.3028128713510816,0.0003609748580792282,0.5590851334180432,13.909293584049765,0.8398983481575604,21,0.7310009857191466,1.338526735826722,True,False,False,False,False,True,False,3.3999462043251536
f20b_pair_0117,149,pair(쌍),roc_12 >= q80 & vix_zscore_20 <= q30,roc_12|vix_zscore_20,long(롱),3551,6.197207678883071,1.3962119951160012,1.2769708781921427,0.0003931883962590823,0.5606871303858069,27.716739837403882,0.8896085609687412,26,0.9373183536311068,2.6617191379462524,True,False,False,False,1166,6.371584699453552,0.4730885138120895,1.2319876588583771,0.00040573628971877313,0.5188679245283019,31.262064649978015,0.9759862778730704,20,0.685093714829331,3.1911142889382957,True,False,False,False,937,7.152671755725191,0.329430343716644,1.2969040925357385,0.00035157987589823266,0.5667022411953042,18.066089358884163,0.8623265741728922,23,0.7109188497811584,1.776290365596827,True,False,False,False,False,True,False,3.300866246014819
f20b_pair_0352,451,pair(쌍),vix_zscore_20 <= q30 & ppo_hist_12_26_9 >= q80,vix_zscore_20|ppo_hist_12_26_9,long(롱),3366,5.87434554973822,0.9030894075202005,1.1796094355571927,0.0002682975066904933,0.541592394533571,28.86170625538528,0.9111705288175876,29,0.872621269633701,2.863713074392681,True,False,False,False,1074,5.868852459016393,0.6076978751624925,1.322822621034331,0.0005658266994064176,0.5242085661080075,30.504261827177913,0.9273743016759777,28,0.7094698184437509,3.037071889655128,True,False,False,False,882,6.732824427480916,0.27849453617552944,1.2446522271656877,0.0003157534423758837,0.5396825396825397,14.494679838527114,0.8877551020408163,23,0.7314440963438718,1.4474818228334927,True,False,False,False,False,True,False,3.185238897784739
f20b_pair_0450,517,pair(쌍),ppo_hist_12_26_9 >= q70 & close_ema50_ratio >= q80,ppo_hist_12_26_9|close_ema50_ratio,long(롱),3095,5.401396160558464,0.8585583519913272,1.18260589322401,0.00027740172923790865,0.565751211631664,33.96007022411275,0.9095315024232633,25,0.9166390231337483,3.3515056914795514,True,False,False,False,1048,5.726775956284153,0.5764194841590675,1.3203609852955933,0.0005500185917548354,0.5076335877862596,31.187993731181685,0.9561068702290076,18,0.7060725354336651,3.121134331128276,True,False,False,False,775,5.916030534351145,0.2654876522025735,1.2909330930316107,0.00034256471251944965,0.5858064516129032,13.555256692762697,0.8619354838709677,18,0.7168023289289308,1.325369042484381,True,False,False,False,False,True,False,3.17006940675716
f20b_pair_0656,297,pair(쌍),close_ema20_ratio >= q80 & vix_zscore_20 <= q20,close_ema20_ratio|vix_zscore_20,long(롱),2662,4.645724258289703,0.9824436875137639,1.2486574408102806,0.0003690622417407077,0.5574755822689706,21.875949398817816,0.8929376408715252,22,0.9413379745531552,2.162341217661967,False,False,False,False,939,5.131147540983607,0.46013424712729545,1.309949312312097,0.0004900258222867896,0.5335463258785943,26.84400627222695,0.8743343982960596,19,0.8011077122494031,2.6123779797876416,True,False,False,False,718,5.480916030534351,0.24441212021051034,1.2807951041958674,0.0003404068526608779,0.5766016713091922,15.777134987857334,0.8398328690807799,20,0.5915172696001098,1.5990579664541014,True,False,False,False,False,True,False,3.0860762558760726
f20b_pair_0659,518,pair(쌍),close_ema20_ratio >= q80 & ppo_hist_12_26_9 >= q80,close_ema20_ratio|ppo_hist_12_26_9,long(롱),3408,5.947643979057592,0.9825570581237747,1.1823051321866331,0.00028830899592833766,0.5460680751173709,40.33965650949975,0.920774647887324,20,0.8920277342576366,4.005749195990017,True,False,False,False,1156,6.316939890710382,0.6167934571449651,1.2951829461287763,0.0005335583539316307,0.5147058823529411,35.310463099847176,0.916955017301038,19,0.7527407840146076,3.5073512418992236,True,False,False,False,845,6.450381679389313,0.23410587875738567,1.2133151702357357,0.0002770483772276754,0.5479289940828402,15.09836356622828,0.9076923076923077,28,0.6745360758740282,1.5580990758231859,True,False,False,False,False,True,False,2.9596777900676696
f20b_single_0024,281,single(단일),bb_position_20 >= q80,bb_position_20,long(롱),5845,10.200698080279231,1.2643748449201795,1.1681515313536235,0.0002163173387374131,0.5508982035928144,27.10420391291243,0.9288280581693755,21,0.9171953015748823,2.701649174109876,False,False,False,False,1981,10.825136612021858,0.6557726687813441,1.2594277587505187,0.0003310311301268774,0.5285209490156486,23.390165040959033,0.9167087329631499,17,0.7069688710664948,2.4361992237763244,False,False,False,False,1576,12.030534351145038,0.07260434066597671,1.0420336363676572,4.606874407739639e-05,0.5355329949238579,23.798930340219638,0.9511421319796954,26,0.06958481804067995,3.008630442225196,False,False,False,False,False,False,False,5.492371331223501
f20b_pair_0281,225,pair(쌍),close_ema20_ratio >= q70 & bb_position_20 >= q80,close_ema20_ratio|bb_position_20,long(롱),5358,9.350785340314136,1.3298286041145364,1.1908210888505428,0.0002481949615741949,0.5567375886524822,26.553490024526138,0.9182530795072789,26,0.9467586151200533,2.597110967001594,True,False,False,False,1734,9.475409836065573,0.7125885682797354,1.3084665944240457,0.0004109507314185325,0.5363321799307958,23.390165040959033,0.9042675893886967,24,0.7785964291422434,2.291335228994784,True,False,False,False,1342,10.244274809160306,0.14807591014162472,1.096958207832677,0.00011033972439763392,0.5447093889716841,22.1597957093836,0.9225037257824144,26,0.36532045581346917,2.4926604194240776,False,False,False,False,False,False,False,5.314005563637452
f20b_pair_0745,353,pair(쌍),bb_position_20 >= q80 & close_ema50_ratio >= q70,bb_position_20|close_ema50_ratio,long(롱),4477,7.81326352530541,1.0774467739393847,1.1828300594300312,0.00024066267007803992,0.5622068349341076,26.26859301530149,0.9280768371677462,17,0.9332493243301232,2.583116652592064,True,False,False,False,1473,8.049180327868852,0.7052692935451869,1.3740132154701685,0.0004787978910693733,0.5363204344874406,19.450358265055712,0.902919212491514,16,0.7977677976083425,1.855347355467914,True,False,False,False,1180,9.007633587786259,0.07616022176008856,1.0574159340290836,6.454256081363438e-05,0.5483050847457627,18.156000520806092,0.9398305084745763,26,0.17582445313489722,2.180694809968923,True,False,False,False,False,False,False,5.091971142836482
f20b_pair_0677,337,pair(쌍),rsi_14_minus_50 >= q70 & bb_position_20 >= q80,rsi_14_minus_50|bb_position_20,long(롱),5258,9.176265270506109,1.1125143610647137,1.1646909740838725,0.0002115850819826386,0.5543933054393305,25.661508316610515,0.9322936477748194,22,0.9355680892990867,2.532331845933195,True,False,False,False,1796,9.814207650273223,0.6835460758190633,1.3060006135276463,0.00038059358341818673,0.532293986636971,20.242668133126294,0.9131403118040089,22,0.728847470070064,2.0041982853290814,True,False,False,False,1404,10.717557251908397,0.006568042878029562,1.004233314457995,4.6780932179697735e-06,0.5384615384615384,24.550406534750323,0.948005698005698,26,0.03853226728848182,2.9839427652596218,False,False,False,False,False,False,False,4.881727747262035
f20b_pair_0698,338,pair(쌍),rsi_14 >= q70 & bb_position_20 >= q80,rsi_14|bb_position_20,long(롱),5258,9.176265270506109,1.1125143610647137,1.1646909740838725,0.0002115850819826386,0.5543933054393305,25.661508316610515,0.9322936477748194,22,0.9355680892990867,2.532331845933195,True,False,False,False,1796,9.814207650273223,0.6835460758190633,1.3060006135276463,0.00038059358341818673,0.532293986636971,20.242668133126294,0.9131403118040089,22,0.728847470070064,2.0041982853290814,True,False,False,False,1404,10.717557251908397,0.006568042878029562,1.004233314457995,4.6780932179697735e-06,0.5384615384615384,24.550406534750323,0.948005698005698,26,0.03853226728848182,2.9839427652596218,False,False,False,False,False,False,False,4.881727747262035
f20b_pair_0291,344,pair(쌍),close_ema20_ratio >= q70 & close_ema50_ratio >= q70,close_ema20_ratio|close_ema50_ratio,long(롱),7075,12.347294938917976,1.5901822062160045,1.1662262106250643,0.00022476073586091935,0.5536395759717314,41.463001812415925,0.9202826855123675,26,0.9289385865609212,4.344021414349009,False,False,False,False,2291,12.519125683060109,0.8167225627087279,1.248663331816811,0.0003564917340500776,0.5246617197730249,32.37984813299809,0.9349628982976866,19,0.7739444964463329,3.4880239965305235,False,False,False,False,1897,14.48091603053435,0.060366038540857016,1.0267976286390514,3.182184424926569e-05,0.5492883500263575,31.56302325863506,0.9478123352662098,31,0.0009673808602904056,4.067075344080079,False,False,False,False,False,False,False,4.870898235178525
f20b_pair_0208,174,pair(쌍),roc_12 >= q70 & bb_position_20 >= q80,roc_12|bb_position_20,long(롱),4921,8.588132635253054,1.34712385104805,1.2080778381569253,0.000273750020534048,0.5590327169274538,25.484054979665537,0.9124161755740703,18,0.939085265506978,2.4823654884182824,True,False,False,False,1541,8.420765027322405,0.6456312957987932,1.3031933022423534,0.00041896904334769186,0.536664503569111,23.390165040959033,0.9052563270603504,17,0.76550437218067,2.3003082326705826,True,False,False,False,1161,8.86259541984733,0.16622803422215232,1.1202470925095829,0.0001431766013972027,0.549526270456503,20.00736461323982,0.9310938845822567,27,0.4552859359837007,2.2047264919385405,True,False,False,False,False,False,False,4.8033639416237035
f20b_pair_0346,335,pair(쌍),vix_zscore_20 <= q30 & rsi_14_minus_50 >= q70,vix_zscore_20|rsi_14_minus_50,long(롱),4876,8.509598603839441,1.301168101662562,1.202167054225896,0.0002668515384869898,0.5510664479081214,33.02457298076349,0.9116078753076292,31,0.9221377743261518,3.2466353164050656,True,False,False,False,1762,9.628415300546449,0.7386097549228313,1.318668116177285,0.000419188283157112,0.5221339387060159,30.263347974831433,0.9250851305334846,20,0.7646558659369614,2.989193908462936,True,False,False,False,1415,10.801526717557252,0.213828485567181,1.1387153636505123,0.00015111553750330814,0.5519434628975265,19.874001058463264,0.9215547703180212,33,0.39114156196817057,2.286881039534228,False,False,False,False,False,False,False,4.791263822105251
f20b_pair_0347,336,pair(쌍),vix_zscore_20 <= q30 & rsi_14 >= q70,vix_zscore_20|rsi_14,long(롱),4876,8.509598603839441,1.301168101662562,1.202167054225896,0.0002668515384869898,0.5510664479081214,33.02457298076349,0.9116078753076292,31,0.9221377743261518,3.2466353164050656,True,False,False,False,1762,9.628415300546449,0.7386097549228313,1.318668116177285,0.000419188283157112,0.5221339387060159,30.263347974831433,0.9250851305334846,20,0.7646558659369614,2.989193908462936,True,False,False,False,1415,10.801526717557252,0.213828485567181,1.1387153636505123,0.00015111553750330814,0.5519434628975265,19.874001058463264,0.9215547703180212,33,0.39114156196817057,2.286881039534228,False,False,False,False,False,False,False,4.791263822105251
f20b_pair_0336,277,pair(쌍),vix_zscore_20 <= q30 & bb_position_20 >= q70,vix_zscore_20|bb_position_20,long(롱),5289,9.230366492146597,1.357634621466456,1.1948512366224593,0.00025669022905397166,0.5454717337871053,30.421147312119,0.9145396105123842,37,0.9281905708251188,2.98854618075994,True,False,False,False,1850,10.109289617486338,0.7366723202391952,1.2889835495996405,0.00039820125418334873,0.5275675675675676,30.752180704178656,0.9567567567567568,22,0.7384175951364815,3.089907880095803,False,False,False,False,1507,11.50381679389313,0.188726080715313,1.108825900688004,0.0001252329666325899,0.53085600530856,24.148370855412505,0.9263437292634373,28,0.1911751847189241,2.8916316596315923,False,False,False,False,False,False,False,4.737081269910479
f20b_pair_0743,188,pair(쌍),bb_position_20 >= q80 & ema9_ema20_diff >= q70,bb_position_20|ema9_ema20_diff,long(롱),4257,7.429319371727749,1.2108203133251467,1.2243648549363693,0.0002844304236140819,0.5654216584449142,22.926661176753484,0.9119097956307258,24,0.9579755323900108,2.2097541086654857,True,False,False,False,1565,8.551912568306012,0.6047874410392328,1.3020762304447662,0.0003864456492263468,0.5322683706070288,21.73736087529846,0.9226837060702875,15,0.7378249334130157,2.155884420003235,True,False,False,False,1267,9.67175572519084,0.04950953543301738,1.0358650248282208,3.907619213339967e-05,0.5422257300710339,19.06300990310902,0.9471191791633781,27,0.11820839472521608,2.311378330893964,True,False,False,False,False,False,False,4.709622931076171
f20b_pair_0424,293,pair(쌍),bb_position_20 >= q70 & close_ema50_ratio >= q70,bb_position_20|close_ema50_ratio,long(롱),6219,10.853403141361257,1.4326325480677067,1.1772808741746361,0.0002303638121993418,0.5574851262260814,33.57756987518105,0.9194404245055475,21,0.9307504758289797,3.3993673414713683,False,False,False,False,2052,11.21311475409836,0.753358036801895,1.2765291344590592,0.0003671335461997539,0.517056530214425,29.184592507581698,0.9415204678362573,23,0.7620322644001376,3.03227585048473,False,False,False,False,1743,13.305343511450381,0.005827911613161367,1.0029478572890846,3.343609646105202e-06,0.5444635685599541,30.9753831403779,0.9472174411933448,29,0.06732959361360762,3.8725482679491674,False,False,False,False,False,False,False,4.683831410482113
f20b_pair_0314,299,pair(쌍),di_spread_14 >= q70 & bb_position_20 >= q80,di_spread_14|bb_position_20,long(롱),4827,8.424083769633508,1.173079022578361,1.1899934817319107,0.0002430244505030787,0.5610109799047027,26.361697493652013,0.9206546509218977,22,0.936683739973975,2.583959918425811,True,False,False,False,1587,8.672131147540984,0.7789872473044618,1.4065446743746042,0.000490855228295187,0.5356017643352237,18.89545380425751,0.8872085696282294,15,0.7515184192778119,1.7973336108961369,True,False,False,False,1299,9.916030534351146,-0.029093415907528772,0.9801356221487855,-2.239677898962954e-05,0.5334872979214781,23.799135289839736,0.9630484988452656,27,0.15745043519318042,3.8023648465530195,True,False,False,False,False,False,False,4.622051217564611
f20b_pair_0269,115,pair(쌍),close_ema20_ratio >= q70 & bb_position_20 >= q70,close_ema20_ratio|bb_position_20,long(롱),7403,12.919720767888307,1.9359652560401293,1.2022529367948498,0.00026151090855600827,0.5523436444684587,37.45287872873612,0.9174658922058625,31,0.9401523724205219,3.9759245651684214,False,False,False,False,2349,12.836065573770492,0.7195989428971273,1.2160500897664737,0.00030634267471142077,0.5214985100042572,34.71300452329083,0.9501915708812261,26,0.7386959330524859,3.7920550018458283,False,False,False,False,1903,14.526717557251908,0.07415793020492284,1.033367566470903,3.896895964525635e-05,0.5375722543352601,32.67402382000424,0.9421965317919075,29,0.00640138424887893,4.174498170884526,False,False,False,False,False,False,False,4.549972630368661
f20b_pair_0301,265,pair(쌍),di_spread_14 >= q70 & vix_zscore_20 <= q30,di_spread_14|vix_zscore_20,long(롱),4745,8.280977312390926,1.4340274422949224,1.2298510223026378,0.0003022186390505632,0.5563751317175974,33.107056257711285,0.901159114857745,34,0.9104879558158483,3.241582136188663,True,False,False,False,1592,8.699453551912569,0.9065265418699079,1.447595732561456,0.0005694262197675301,0.5288944723618091,29.5652448104606,0.9026381909547738,19,0.78316222205758,2.8364908007690697,True,False,False,False,1331,10.16030534351145,0.10971282151650236,1.0714050964968749,8.242886665402131e-05,0.5401953418482344,23.025661785893547,0.9526671675432006,36,0.0029525613523486765,2.760265737477946,False,False,False,False,False,False,False,4.541380995530368
f20b_pair_0655,408,pair(쌍),close_ema20_ratio >= q80 & bb_position_20 >= q80,close_ema20_ratio|bb_position_20,long(롱),4212,7.350785340314136,1.0119811072162288,1.1710942455018785,0.00024026142146634113,0.5584045584045584,28.04866639286847,0.9264007597340931,20,0.929527715775159,2.767912386317428,True,False,False,False,1305,7.131147540983607,0.7438612950146454,1.3908504696180293,0.0005700086551836363,0.5409961685823754,23.390165040959033,0.8704980842911877,20,0.8230187897895384,2.214956951812631,True,False,False,False,1015,7.748091603053435,0.20532177067649907,1.1669828562003497,0.00020228745879458037,0.5635467980295567,18.02639420769997,0.9231527093596059,24,0.5524283496626465,1.9359739545334538,True,False,False,False,False,False,False,4.522469215716783
f20b_pair_0303,215,pair(쌍),di_spread_14 >= q70 & bb_position_20 >= q70,di_spread_14|bb_position_20,long(롱),6716,11.720767888307154,1.6358481688012665,1.1936933738615945,0.0002435747720073357,0.5585169743895175,34.51752885531825,0.910958904109589,30,0.9467399450604016,3.5608815190038774,False,False,False,False,2202,12.032786885245901,0.8400817474078967,1.3059663876812837,0.00038150851380921736,0.5177111716621253,29.531855149647924,0.9291553133514986,20,0.7001020513460615,3.1565549775511874,False,False,False,False,1869,14.267175572519085,-0.1108414000088188,0.946850889618065,-5.9305189945863456e-05,0.5318352059925093,35.03027157774914,0.9662921348314607,32,0.6339435400668945,5.155876137861846,False,False,False,False,False,False,False,4.4489060614395814
