candidate_id,rule_kind,rule_definition,features,side,train_rank_score,train_net_profit,train_profit_factor,train_expectancy,train_win_rate,train_max_drawdown_percent,train_max_monthly_drawdown_percent,train_underwater_ratio,train_max_loss_streak,train_equity_trend_r2,train_trade_count,train_days_in_scope,train_trades_per_day,train_dd_risk
f20b_pair_0090,pair(쌍),vortex_indicator >= q80 & rsi_14 >= q70,vortex_indicator|rsi_14,long(롱),1.0330540536258872,1.5771492696025717,1.260868513120022,0.0003096092009427899,0.558303886925795,28.49900878956856,26.999557609754767,0.883784844915587,31,0.9478753373478561,5094,573,8.890052356020943,28.49900878956856
f20b_pair_0043,pair(쌍),vortex_indicator >= q70 & di_spread_14 >= q90,vortex_indicator|di_spread_14,long(롱),1.0320434472133666,1.0354893935834757,1.297647958899062,0.0003675858692167113,0.5814696485623003,16.03961493430083,15.901964597462626,0.8768193113241036,19,0.9008499955241479,2817,573,4.9162303664921465,16.03961493430083
f20b_pair_0242,pair(쌍),vortex_indicator >= q90 & close_ema20_ratio >= q80,vortex_indicator|close_ema20_ratio,long(롱),1.0317405773717432,1.1456021500386298,1.4039739008892766,0.000474173075347115,0.581953642384106,21.178293356535526,20.537641184267162,0.8538907284768212,19,0.8678492886961127,2416,573,4.216404886561954,21.178293356535526
f20b_pair_0045,pair(쌍),vortex_indicator >= q70 & roc_12 >= q90,vortex_indicator|roc_12,long(롱),1.0303127680103767,1.3873765103152467,1.359488237784122,0.0005213741113548466,0.5614430665163472,26.612611348956193,25.86900410735048,0.880120255543029,19,0.9265667245836886,2661,573,4.643979057591623,26.612611348956193
f20b_pair_0080,pair(쌍),vortex_indicator >= q80 & ppo_hist_12_26_9 >= q70,vortex_indicator|ppo_hist_12_26_9,long(롱),1.0286306069288182,1.5783165704014372,1.298963089014211,0.00038665276099986216,0.5499755022048015,29.8622198079867,28.86232255157455,0.9071533561979422,20,0.9195020673371372,4082,573,7.1239092495637,29.8622198079867
f20b_pair_0256,pair(쌍),vortex_indicator >= q90 & close_ema50_ratio >= q70,vortex_indicator|close_ema50_ratio,long(롱),1.028356849233255,1.1752026887761131,1.394156151469008,0.0004468451288122103,0.5771863117870722,21.864737595743,21.229664749420696,0.8585551330798479,25,0.8514271227784588,2630,573,4.5898778359511345,21.864737595743
f20b_pair_0243,pair(쌍),vortex_indicator >= q90 & rsi_14_minus_50 >= q70,vortex_indicator|rsi_14_minus_50,long(롱),1.023645284300222,1.1878776656948138,1.3810268892620226,0.0004242420234624335,0.5757142857142857,22.051942653158484,21.418391384226474,0.8610714285714286,23,0.8384746521856394,2800,573,4.886561954624782,22.051942653158484
f20b_pair_0244,pair(쌍),vortex_indicator >= q90 & rsi_14 >= q70,vortex_indicator|rsi_14,long(롱),1.023645284300222,1.1878776656948138,1.3810268892620226,0.0004242420234624335,0.5757142857142857,22.051942653158484,21.418391384226474,0.8610714285714286,23,0.8384746521856394,2800,573,4.886561954624782,22.051942653158484
f20b_pair_0239,pair(쌍),vortex_indicator >= q90 & di_spread_14 >= q80,vortex_indicator|di_spread_14,long(롱),1.0129065792739735,1.093150502597889,1.3791549872098907,0.00043327407950768487,0.5786761791518034,19.768272776142982,19.168235289140934,0.8644470868014269,23,0.8367243488225776,2523,573,4.403141361256544,19.768272776142982
f20b_pair_0565,pair(쌍),di_spread_14 >= q90 & ema9_ema20_diff >= q70,di_spread_14|ema9_ema20_diff,long(롱),1.0094109670051314,1.0514629311601573,1.299020227112402,0.00037233106627484325,0.5832152974504249,17.06274570581312,17.06274570581312,0.8689801699716714,19,0.8988154259871141,2824,573,4.928446771378709,17.06274570581312
f20b_pair_0405,pair(쌍),bb_position_20 >= q70 & rsi_14 >= q80,bb_position_20|rsi_14,long(롱),1.008791116866275,1.4602539485755048,1.2226228387888654,0.0002740202568165706,0.5642709701632577,25.39562944420133,25.356384191299576,0.903921936573466,20,0.9212511851805069,5329,573,9.300174520069808,25.39562944420133
f20b_pair_0406,pair(쌍),bb_position_20 >= q70 & rsi_14_minus_50 >= q80,bb_position_20|rsi_14_minus_50,long(롱),1.008791116866275,1.4602539485755048,1.2226228387888654,0.0002740202568165706,0.5642709701632577,25.39562944420133,25.356384191299576,0.903921936573466,20,0.9212511851805069,5329,573,9.300174520069808,25.39562944420133
f20b_pair_0191,pair(쌍),roc_12 >= q70 & vortex_indicator >= q90,roc_12|vortex_indicator,long(롱),1.0056521486575134,1.1836622639127636,1.378876643403742,0.00042425170749561423,0.5759856630824373,22.45902177142456,21.828779186515114,0.8684587813620072,22,0.8214428942068002,2790,573,4.869109947643979,22.45902177142456
f20b_pair_0197,pair(쌍),roc_12 >= q70 & ppo_hist_12_26_9 >= q70,roc_12|ppo_hist_12_26_9,long(롱),1.0030662938584873,2.0437076139082855,1.2349730846478433,0.00032465569720544645,0.5469420174741859,40.324169230287666,40.324169230287666,0.9088165210484511,31,0.8960364327214689,6295,573,10.986038394415358,40.324169230287666
f20b_pair_0163,pair(쌍),rsi_50 >= q80 & di_spread_14 >= q80,rsi_50|di_spread_14,long(롱),1.0030148211153136,1.3220051880168144,1.2771861321777387,0.0003343462792151782,0.5816894284269094,23.667432569433267,23.654653727084597,0.8672230652503794,40,0.869367066733412,3954,573,6.900523560209424,23.667432569433267
f20b_pair_0118,pair(쌍),roc_12 >= q80 & usdx_zscore_20 <= q30,roc_12|usdx_zscore_20,long(롱),1.0004584598345903,1.3742397406054194,1.3710320074306095,0.0004789960754985777,0.566747995817358,27.66526539372116,26.699526056555978,0.8647612408504706,23,0.9725465996344166,2869,573,5.006980802792321,27.66526539372116
f20b_pair_0799,pair(쌍),trix_15 >= q80 & close_ema50_ratio >= q70,trix_15|close_ema50_ratio,long(롱),0.9975475393962975,1.6070485215812202,1.24752132163612,0.00031866914962943096,0.5728732897085068,30.19512286681939,30.19512286681939,0.9018441403926234,31,0.943366158124095,5043,573,8.801047120418849,30.19512286681939
f20b_pair_0134,pair(쌍),roc_12 >= q80 & trix_15 >= q80,roc_12|trix_15,long(롱),0.9956579375064177,1.2122374533425218,1.3840402698221155,0.000480284252512885,0.588351822503962,23.70204542766161,19.585423037411275,0.8359746434231379,25,0.9658174695717915,2524,573,4.4048865619546245,23.70204542766161
f20b_pair_0389,pair(쌍),usdx_zscore_20 <= q30 & ema9_ema20_diff >= q70,usdx_zscore_20|ema9_ema20_diff,long(롱),0.9947041334563299,1.398534422410304,1.2954121359672413,0.00036156525915468046,0.5610134436401241,26.426479038810214,24.904855693825112,0.8952947259565667,29,0.9639798509172205,3868,573,6.7504363001745205,26.426479038810214
f20b_pair_0466,pair(쌍),rsi_50 >= q90 & rsi_14 >= q80,rsi_50|rsi_14,long(롱),0.9944873207606512,1.0509929336387633,1.37250306498465,0.0004054756688421155,0.5945216049382716,19.00974185559443,17.303192786280817,0.8719135802469136,19,0.8473558916445245,2592,573,4.523560209424084,19.00974185559443
f20b_pair_0467,pair(쌍),rsi_50 >= q90 & rsi_14_minus_50 >= q80,rsi_50|rsi_14_minus_50,long(롱),0.9944873207606512,1.0509929336387633,1.37250306498465,0.0004054756688421155,0.5945216049382716,19.00974185559443,17.303192786280817,0.8719135802469136,19,0.8473558916445245,2592,573,4.523560209424084,19.00974185559443
f20b_pair_0120,pair(쌍),roc_12 >= q80 & ppo_hist_12_26_9 >= q70,roc_12|ppo_hist_12_26_9,long(롱),0.993020605256151,1.8707365679256183,1.2754938831539775,0.00038811961990158056,0.549792531120332,38.05767446821691,37.70540063782254,0.9033195020746888,25,0.9157476815548211,4820,573,8.411867364746946,38.05767446821691
f20b_pair_0157,pair(쌍),rsi_50 >= q80 & usdx_zscore_20 <= q30,rsi_50|usdx_zscore_20,long(롱),0.989827130594535,1.0649222831282554,1.3685842323717807,0.0004172892958966518,0.5889498432601881,19.448290521503186,19.448290521503196,0.8436520376175548,27,0.9362169671224705,2552,573,4.453752181500873,19.448290521503196
f20b_pair_0302,pair(쌍),di_spread_14 >= q70 & usdx_zscore_20 <= q30,di_spread_14|usdx_zscore_20,long(롱),0.9895563271411668,1.4821961444696496,1.3007000554235155,0.0003677906065681513,0.563771712158809,28.964787640333412,28.964787640333434,0.8895781637717122,22,0.9584205358284652,4030,573,7.033158813263525,28.964787640333434
f20b_pair_0306,pair(쌍),di_spread_14 >= q70 & rsi_14 >= q80,di_spread_14|rsi_14,long(롱),0.9894138940818821,1.54931340756487,1.2272493680424967,0.0002766137131878004,0.5675772183538654,28.434752366159877,28.434752366159866,0.894840207105874,21,0.9250418433594525,5601,573,9.774869109947645,28.434752366159877
f20b_pair_0307,pair(쌍),di_spread_14 >= q70 & rsi_14_minus_50 >= q80,di_spread_14|rsi_14_minus_50,long(롱),0.9894138940818821,1.54931340756487,1.2272493680424967,0.0002766137131878004,0.5675772183538654,28.434752366159877,28.434752366159866,0.894840207105874,21,0.9250418433594525,5601,573,9.774869109947645,28.434752366159877
f20b_pair_0127,pair(쌍),roc_12 >= q80 & close_ema20_ratio >= q80,roc_12|close_ema20_ratio,long(롱),0.9888901687277937,1.772282106007328,1.2841126991735279,0.00039943252332822355,0.5607392382240253,36.027557575374466,35.667261772101945,0.8882127563669145,22,0.9572047997252771,4437,573,7.7434554973821985,36.027557575374466
f20b_pair_0196,pair(쌍),roc_12 >= q70 & bb_position_20 >= q70,roc_12|bb_position_20,long(롱),0.9883723466485863,1.8969015059625314,1.2129922727584024,0.00027696036004709173,0.5530734413783034,36.55991998801675,36.55991998801675,0.909037815739524,21,0.9111989855736445,6849,573,11.952879581151832,36.55991998801675
f20b_pair_0093,pair(쌍),vortex_indicator >= q80 & vix_zscore_20 <= q20,vortex_indicator|vix_zscore_20,long(롱),0.9879958910241388,0.9974919453212827,1.3441478541475507,0.00042719141127249793,0.5550321199143469,17.141340769003467,14.122879608796646,0.8715203426124197,22,0.9285251393185042,2335,573,4.075043630017452,17.141340769003467
f20b_pair_0305,pair(쌍),di_spread_14 >= q70 & rsi_50 >= q90,di_spread_14|rsi_50,long(롱),0.9831177821773875,1.1083056624935912,1.3736675994317233,0.00040716593037971757,0.5958853783982366,20.971743293306787,18.714761594532035,0.866642174871418,19,0.8449007537603882,2722,573,4.7504363001745205,20.971743293306787
f20b_pair_0158,pair(쌍),rsi_50 >= q80 & bb_position_20 >= q70,rsi_50|bb_position_20,long(롱),0.9812372915556075,1.4402786566700896,1.2978858374137872,0.0003548358355925325,0.585119487558512,28.10122763389752,18.673695538393233,0.87459965508746,41,0.810009975236157,4059,573,7.0837696335078535,28.10122763389752
f20b_pair_0269,pair(쌍),close_ema20_ratio >= q70 & bb_position_20 >= q70,close_ema20_ratio|bb_position_20,long(롱),0.9809815450448356,1.9359652560401293,1.2022529367948498,0.00026151090855600827,0.5523436444684587,37.45287872873612,37.45287872873612,0.9174658922058625,31,0.9401523724205219,7403,573,12.919720767888307,37.45287872873612
f20b_pair_0051,pair(쌍),vortex_indicator >= q70 & bb_position_20 >= q80,vortex_indicator|bb_position_20,long(롱),0.9803956273592864,1.3405623119146342,1.2302542511355876,0.00028589514009695757,0.5581147366176157,23.64422355875593,21.890041346246882,0.9044572403497547,22,0.9354770539094618,4689,573,8.18324607329843,23.64422355875593
f20b_pair_0509,pair(쌍),rsi_14 >= q80 & close_ema50_ratio >= q80,rsi_14|close_ema50_ratio,long(롱),0.9786834145380159,1.5396009176994871,1.263924701943131,0.0003349142740264275,0.5829889058081358,29.76647815030705,29.42665084758144,0.8751359582336307,28,0.9528115524572367,4597,573,8.022687609075044,29.76647815030705
f20b_pair_0536,pair(쌍),rsi_14_minus_50 >= q80 & close_ema50_ratio >= q80,rsi_14_minus_50|close_ema50_ratio,long(롱),0.9786834145380159,1.5396009176994871,1.263924701943131,0.0003349142740264275,0.5829889058081358,29.76647815030705,29.42665084758144,0.8751359582336307,28,0.9528115524572367,4597,573,8.022687609075044,29.76647815030705
f20b_pair_0271,pair(쌍),close_ema20_ratio >= q70 & rsi_50 >= q90,close_ema20_ratio|rsi_50,long(롱),0.9781697910413277,1.0626688223162821,1.3774958407075986,0.00042085893953120086,0.5952475247524752,19.92981169929575,17.742005290349194,0.8736633663366337,19,0.8481080513010538,2525,573,4.406631762652705,19.92981169929575
f20b_pair_0562,pair(쌍),di_spread_14 >= q90 & close_ema50_ratio >= q80,di_spread_14|close_ema50_ratio,long(롱),0.9781648705694664,1.032773772317404,1.3081190104345353,0.0003898730737325043,0.588146470366176,17.622971253507945,17.622971253507945,0.8527746319365799,25,0.902967053527119,2649,573,4.62303664921466,17.622971253507945
f20b_pair_0794,pair(쌍),trix_15 >= q80 & close_ema50_ratio >= q80,trix_15|close_ema50_ratio,long(롱),0.9780266029853227,1.462756971139028,1.270648378750637,0.0003466248746774948,0.5796208530805688,28.008163954041056,28.008163954041056,0.8843601895734597,24,0.957585158721511,4220,573,7.364746945898778,28.008163954041056
f20b_pair_0046,pair(쌍),vortex_indicator >= q70 & ema9_ema20_diff >= q80,vortex_indicator|ema9_ema20_diff,long(롱),0.9776669530680092,1.5771571541643792,1.2461596794862464,0.00031076988259396636,0.5617733990147783,30.20570906207577,29.536840358523065,0.8833497536945812,23,0.9364857694736743,5075,573,8.856893542757417,30.20570906207577
f20b_pair_0484,pair(쌍),rsi_50 >= q90 & ema9_ema20_diff >= q70,rsi_50|ema9_ema20_diff,long(롱),0.9768675153158195,1.1359788448459152,1.385058976999559,0.00041534875497108414,0.5941499085923218,22.213123521192067,16.229938117296307,0.870201096892139,19,0.84091953163024,2735,573,4.773123909249564,22.213123521192067
f20b_pair_0377,pair(쌍),usdx_zscore_20 <= q30 & ema9_ema20_diff >= q80,usdx_zscore_20|ema9_ema20_diff,long(롱),0.9750685832336818,1.0578009373581436,1.3196210536322293,0.00038804142969851195,0.5671313279530448,18.631758042299207,18.58229349151086,0.863536316947909,31,0.951088122557077,2726,573,4.7574171029668415,18.631758042299207
f20b_pair_0166,pair(쌍),rsi_50 >= q80 & close_ema20_ratio >= q80,rsi_50|close_ema20_ratio,long(롱),0.9748078584110377,1.34290218569598,1.2923790073617278,0.0003813979510638966,0.5859130928713434,25.607808836556543,23.88962434768778,0.8704913376881568,41,0.8707904552889382,3521,573,6.144851657940663,25.607808836556543
f20b_pair_0050,pair(쌍),vortex_indicator >= q70 & close_ema50_ratio >= q90,vortex_indicator|close_ema50_ratio,long(롱),0.9716779773510417,1.1692244726479395,1.3416611092164603,0.00045833965999527224,0.5840846726773814,22.28853672638367,22.18511817076607,0.8439827518620149,21,0.9541033990303363,2551,573,4.452006980802793,22.28853672638367
f20b_pair_0139,pair(쌍),roc_12 >= q80 & ema9_ema20_diff >= q70,roc_12|ema9_ema20_diff,long(롱),0.9675641202051972,1.6395430197311356,1.2577349895944057,0.00035138084434872173,0.5591513073296185,32.624784855060476,32.624784855060476,0.8964852121731676,24,0.9534061296494051,4666,573,8.143106457242583,32.624784855060476
f20b_pair_0116,pair(쌍),roc_12 >= q80 & di_spread_14 >= q70,roc_12|di_spread_14,long(롱),0.9671273943211124,1.6993067683402194,1.266807790089118,0.00036163157444992964,0.5645882102575016,34.517300709813235,34.27970535687318,0.8955096829112578,29,0.9569428884733899,4699,573,8.200698080279231,34.517300709813235
f20b_pair_0514,pair(쌍),rsi_14 >= q80 & close_ema50_ratio >= q70,rsi_14|close_ema50_ratio,long(롱),0.9641767643864515,1.5339251161133953,1.222032478681464,0.0002751928805370282,0.5667384284176534,28.88304263271967,28.538940796962432,0.9000717617509867,21,0.923553716455875,5574,573,9.727748691099476,28.88304263271967
f20b_pair_0541,pair(쌍),rsi_14_minus_50 >= q80 & close_ema50_ratio >= q70,rsi_14_minus_50|close_ema50_ratio,long(롱),0.9641767643864515,1.5339251161133953,1.222032478681464,0.0002751928805370282,0.5667384284176534,28.88304263271967,28.538940796962432,0.9000717617509867,21,0.923553716455875,5574,573,9.727748691099476,28.88304263271967
f20b_single_0013,single(단일),rsi_50 >= q90,rsi_50,long(롱),0.9638228779160505,1.1568849750715688,1.3633203851963664,0.00039578685428380734,0.5973315087239138,22.728106086310095,18.33533330848883,0.8679438932603489,22,0.8676428379052235,2923,573,5.101221640488657,22.728106086310095
f20b_pair_0266,pair(쌍),close_ema20_ratio >= q70 & di_spread_14 >= q70,close_ema20_ratio|di_spread_14,long(롱),0.9623346767182397,1.9828594955619723,1.2137358743849411,0.00027658801723559384,0.558655321523225,40.01727074484373,40.01727074484375,0.911703166410936,34,0.9217654399344318,7169,573,12.511343804537521,40.01727074484375
f20b_pair_0114,pair(쌍),roc_12 >= q80 & vortex_indicator >= q90,roc_12|vortex_indicator,long(롱),0.9616938204206507,1.0825425307082892,1.3899271515666822,0.000457154784927487,0.5764358108108109,21.291773414931892,20.652043593231873,0.8665540540540541,20,0.8253082949351466,2368,573,4.132635253054101,21.291773414931892
f20b_pair_0077,pair(쌍),vortex_indicator >= q80 & vix_zscore_20 <= q30,vortex_indicator|vix_zscore_20,long(롱),0.9607473424126951,1.255492453090707,1.29595737977315,0.0003695885937859014,0.5516632322637621,23.870813646934476,18.073987656619007,0.8875478363261702,31,0.9374032554865476,3397,573,5.928446771378709,23.870813646934476
f20b_pair_0135,pair(쌍),roc_12 >= q80 & ppo_hist_12_26_9 >= q80,roc_12|ppo_hist_12_26_9,long(롱),0.9604467500916642,1.6923241327331855,1.2936705506550512,0.00042908826894857646,0.5517241379310345,35.589407064385945,35.223095885452906,0.8952839756592292,25,0.9149630733912762,3944,573,6.883071553228621,35.589407064385945
f20b_pair_0486,pair(쌍),rsi_50 >= q90 & close_ema50_ratio >= q70,rsi_50|close_ema50_ratio,long(롱),0.9604444976934656,1.153603148530322,1.3624065368827456,0.00039520491556365947,0.5971223021582733,22.728106086310095,18.33533330848883,0.868790681740322,22,0.8659301689143762,2919,573,5.0942408376963355,22.728106086310095
f20b_pair_0469,pair(쌍),rsi_50 >= q90 & di_spread_14 >= q80,rsi_50|di_spread_14,long(롱),0.9586055456469802,0.992101626545564,1.364637379643988,0.0004021490176512217,0.5966761248479935,18.246424614118684,18.068733257241842,0.8670449939197405,19,0.8647159699671123,2467,573,4.305410122164049,18.246424614118684
f20b_pair_0267,pair(쌍),close_ema20_ratio >= q70 & vix_zscore_20 <= q30,close_ema20_ratio|vix_zscore_20,long(롱),0.9574872242535372,1.6233752726469866,1.234891483911757,0.0003195620615446824,0.5531496062992126,31.87402711190346,27.001565913875968,0.9011811023622047,34,0.9418528596368914,5080,573,8.86561954624782,31.87402711190346
f20b_pair_0160,pair(쌍),rsi_50 >= q80 & rsi_14 >= q80,rsi_50|rsi_14,long(롱),0.957047611929385,1.3620452071222529,1.2676883447835317,0.00032192039875260055,0.5821318837154337,26.082819968721694,23.461596968477494,0.880879224769558,41,0.8097980983525644,4231,573,7.383944153577661,26.082819968721694
f20b_pair_0161,pair(쌍),rsi_50 >= q80 & rsi_14_minus_50 >= q80,rsi_50|rsi_14_minus_50,long(롱),0.957047611929385,1.3620452071222529,1.2676883447835317,0.00032192039875260055,0.5821318837154337,26.082819968721694,23.461596968477494,0.880879224769558,41,0.8097980983525644,4231,573,7.383944153577661,26.082819968721694
f20b_pair_0100,pair(쌍),vortex_indicator >= q80 & ema9_ema20_diff >= q70,vortex_indicator|ema9_ema20_diff,long(롱),0.9550145374707387,1.5412302059826384,1.2484724156328426,0.0003011980078136874,0.5526675786593708,30.29642110800652,28.834663559789554,0.8893883134649209,32,0.9504111828638317,5117,573,8.93019197207679,30.29642110800652
f20b_pair_0319,pair(쌍),di_spread_14 >= q70 & close_ema50_ratio >= q80,di_spread_14|close_ema50_ratio,long(롱),0.953583715075694,1.7636593967063359,1.2592052174771047,0.000336383634695086,0.5771504863627694,36.57816779114891,36.57816779114892,0.8813656303642953,26,0.9466353480800346,5243,573,9.150087260034905,36.57816779114892
f20b_pair_0287,pair(쌍),close_ema20_ratio >= q70 & ema20_ema50_spread_zscore_50 >= q70,close_ema20_ratio|ema20_ema50_spread_zscore_50,long(롱),0.9512854745238203,1.6391530882961654,1.2337954186983366,0.00029694802324205894,0.5527173913043478,32.518878402876275,24.558100943743533,0.8981884057971015,33,0.9396863252028848,5520,573,9.633507853403142,32.518878402876275
f20b_pair_0289,pair(쌍),close_ema20_ratio >= q70 & ema9_ema20_diff >= q70,close_ema20_ratio|ema9_ema20_diff,long(롱),0.9497739496213283,1.8601371999973422,1.2096724266540804,0.0002745995276051583,0.5558015943312666,37.382994269898454,37.382994269898454,0.9109831709477414,25,0.9453105927261913,6774,573,11.821989528795811,37.382994269898454
f20b_pair_0209,pair(쌍),roc_12 >= q70 & vix_zscore_20 <= q20,roc_12|vix_zscore_20,long(롱),0.9497600672412659,1.2952004121769336,1.2759212282342638,0.0003757471459753216,0.5549753408761242,24.799814347101133,24.799814347101147,0.8894691035683203,25,0.9121348985367547,3447,573,6.015706806282722,24.799814347101147
f20b_pair_0663,pair(쌍),close_ema20_ratio >= q80 & ema9_ema20_diff >= q70,close_ema20_ratio|ema9_ema20_diff,long(롱),0.9485976366547788,1.735605337702312,1.2499936739972257,0.0003429372332942723,0.5655008891523414,35.74111528117266,35.74111528117266,0.8929065402094448,20,0.9649787845542035,5061,573,8.832460732984293,35.74111528117266
f20b_pair_0272,pair(쌍),close_ema20_ratio >= q70 & rsi_14 >= q80,close_ema20_ratio|rsi_14,long(롱),0.9479748055492996,1.5145166700130561,1.2168946538765992,0.00027035285076991363,0.5642627632988219,28.88304263271967,28.538940796962432,0.9019992859692967,21,0.9198413510735183,5602,573,9.776614310645725,28.88304263271967
f20b_pair_0273,pair(쌍),close_ema20_ratio >= q70 & rsi_14_minus_50 >= q80,close_ema20_ratio|rsi_14_minus_50,long(롱),0.9479748055492996,1.5145166700130561,1.2168946538765992,0.00027035285076991363,0.5642627632988219,28.88304263271967,28.538940796962432,0.9019992859692967,21,0.9198413510735183,5602,573,9.776614310645725,28.88304263271967
f20b_pair_0117,pair(쌍),roc_12 >= q80 & vix_zscore_20 <= q30,roc_12|vix_zscore_20,long(롱),0.9454274495790599,1.3962119951160012,1.2769708781921427,0.0003931883962590823,0.5606871303858069,27.716739837403882,25.435935488811257,0.8896085609687412,26,0.9373183536311068,3551,573,6.197207678883071,27.716739837403882
f20b_pair_0505,pair(쌍),rsi_14 >= q80 & vix_zscore_20 <= q20,rsi_14|vix_zscore_20,long(롱),0.9432449200990333,1.0523203123847336,1.3266029146695302,0.00042415167770444725,0.5667069729947601,19.60018472040046,15.134406856247784,0.8734381297863765,21,0.9049148820615583,2481,573,4.329842931937173,19.60018472040046
f20b_pair_0532,pair(쌍),rsi_14_minus_50 >= q80 & vix_zscore_20 <= q20,rsi_14_minus_50|vix_zscore_20,long(롱),0.9432449200990333,1.0523203123847336,1.3266029146695302,0.00042415167770444725,0.5667069729947601,19.60018472040046,15.134406856247784,0.8734381297863765,21,0.9049148820615583,2481,573,4.329842931937173,19.60018472040046
f20b_pair_0320,pair(쌍),di_spread_14 >= q70 & ema20_ema50_spread_zscore_50 >= q70,di_spread_14|ema20_ema50_spread_zscore_50,long(롱),0.9403986913721841,1.4628396525692708,1.199232116804359,0.00024873995112553493,0.5490562829450774,27.309373336881894,25.206531360257824,0.9190613841183473,31,0.8916479736791498,5881,573,10.263525305410122,27.309373336881894
f20b_pair_0203,pair(쌍),roc_12 >= q70 & ema9_ema20_diff >= q80,roc_12|ema9_ema20_diff,long(롱),0.9403413063331821,1.5842887356558526,1.2549813575410416,0.0003313718334356521,0.5666178623718887,32.287897273458356,32.23438531856182,0.8811964024262706,22,0.9308379267468846,4781,573,8.343804537521814,32.287897273458356
f20b_pair_0041,pair(쌍),vortex_indicator >= q70 & rsi_14 >= q80,vortex_indicator|rsi_14,long(롱),0.9365821716240339,1.475791106728554,1.2395653917736777,0.0002871747629360876,0.5650904845300642,29.064155539412283,27.97546233752033,0.8914185639229422,19,0.9307421770240903,5139,573,8.968586387434556,29.064155539412283
f20b_pair_0042,pair(쌍),vortex_indicator >= q70 & rsi_14_minus_50 >= q80,vortex_indicator|rsi_14_minus_50,long(롱),0.9365821716240339,1.475791106728554,1.2395653917736777,0.0002871747629360876,0.5650904845300642,29.064155539412283,27.97546233752033,0.8914185639229422,19,0.9307421770240903,5139,573,8.968586387434556,29.064155539412283
f20b_single_0014,single(단일),rsi_14 >= q80,rsi_14,long(롱),0.9365188703505883,1.5051799698958022,1.209646151639569,0.0002575158203414546,0.562874251497006,28.88304263271967,28.538940796962432,0.9045337895637297,21,0.9064275848107517,5845,573,10.200698080279231,28.88304263271967
f20b_single_0015,single(단일),rsi_14_minus_50 >= q80,rsi_14_minus_50,long(롱),0.9365188703505883,1.5051799698958022,1.209646151639569,0.0002575158203414546,0.562874251497006,28.88304263271967,28.538940796962432,0.9045337895637297,21,0.9064275848107517,5845,573,10.200698080279231,28.88304263271967
f20b_pair_0496,pair(쌍),rsi_14 >= q80 & rsi_14_minus_50 >= q80,rsi_14|rsi_14_minus_50,long(롱),0.9365188703505883,1.5051799698958022,1.209646151639569,0.0002575158203414546,0.562874251497006,28.88304263271967,28.538940796962432,0.9045337895637297,21,0.9064275848107517,5845,573,10.200698080279231,28.88304263271967
f20b_pair_0502,pair(쌍),rsi_14 >= q80 & rsi_14_minus_50 >= q70,rsi_14|rsi_14_minus_50,long(롱),0.9365188703505883,1.5051799698958022,1.209646151639569,0.0002575158203414546,0.562874251497006,28.88304263271967,28.538940796962432,0.9045337895637297,21,0.9064275848107517,5845,573,10.200698080279231,28.88304263271967
f20b_pair_0529,pair(쌍),rsi_14_minus_50 >= q80 & rsi_14 >= q70,rsi_14_minus_50|rsi_14,long(롱),0.9365188703505883,1.5051799698958022,1.209646151639569,0.0002575158203414546,0.562874251497006,28.88304263271967,28.538940796962432,0.9045337895637297,21,0.9064275848107517,5845,573,10.200698080279231,28.88304263271967
f20b_pair_0241,pair(쌍),vortex_indicator >= q90 & ema9_ema20_diff >= q80,vortex_indicator|ema9_ema20_diff,long(롱),0.9326394958374358,1.0948277250180471,1.3833038559293125,0.00043968984940483824,0.5783132530120482,22.477273809552745,21.847179574740917,0.8686746987951808,23,0.8170994413661216,2490,573,4.345549738219895,22.477273809552745
f20b_pair_0268,pair(쌍),close_ema20_ratio >= q70 & usdx_zscore_20 <= q30,close_ema20_ratio|usdx_zscore_20,long(롱),0.9325589961278512,1.5183720467302715,1.2908408583280135,0.0003682687476910675,0.5656075673053602,32.034373893785464,30.258071293292932,0.8894009216589862,19,0.9735484064548078,4123,573,7.195462478184991,32.034373893785464
f20b_pair_0500,pair(쌍),rsi_14 >= q80 & ema9_ema20_diff >= q80,rsi_14|ema9_ema20_diff,long(롱),0.9307157158591587,1.429145763733939,1.2691034467638587,0.0003268112882995516,0.5748913789160759,28.97503359569732,28.442154386528763,0.8765149782757832,21,0.933673993998095,4373,573,7.631762652705061,28.97503359569732
f20b_pair_0527,pair(쌍),rsi_14_minus_50 >= q80 & ema9_ema20_diff >= q80,rsi_14_minus_50|ema9_ema20_diff,long(롱),0.9307157158591587,1.429145763733939,1.2691034467638587,0.0003268112882995516,0.5748913789160759,28.97503359569732,28.442154386528763,0.8765149782757832,21,0.933673993998095,4373,573,7.631762652705061,28.97503359569732
f20b_pair_0054,pair(쌍),vortex_indicator >= q70 & trix_15 >= q80,vortex_indicator|trix_15,long(롱),0.9294361155042651,1.3943505334674795,1.316484492169277,0.0003766479020711722,0.5772555375472718,29.5000973888769,25.957287519160843,0.8581847649918962,23,0.9577512492255306,3702,573,6.460732984293194,29.5000973888769
f20b_pair_0552,pair(쌍),di_spread_14 >= q90 & ema9_ema20_diff >= q80,di_spread_14|ema9_ema20_diff,long(롱),0.9294244654150019,0.9505040438895521,1.3005906473277795,0.0003712906421443563,0.587890625,16.60176734594554,16.60176734594555,0.85859375,17,0.876670942647792,2560,573,4.467713787085515,16.60176734594555
