candidate_id,train_rank,rule_kind,rule_definition,feature_count,features,side,side_value,split,record_view,tier_scope,trade_count,days_in_scope,trades_per_day,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk,underwater_ratio,max_loss_streak,equity_trend_r2,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,joint_axis_distance,density_pass,pf_pass,dd_pass,smoothness_pass,proxy_cost_log_return,selection_boundary
f20b_pair_0033,4,pair(쌍),vortex_indicator >= q70 & roc_12 >= q70,2,vortex_indicator|roc_12,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),2085,183,11.39344262295082,0.24645051811908353,1.0797080295029449,0.00011820168734728227,0.5232613908872902,39.06089021106563,37.334350240089584,39.06089021106563,0.9510791366906475,25,0.6059887857786854,0.139344262295082,0.46014598524852757,2.9060890211065633,0.7052906579103829,4.210869926560556,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0033,4,pair(쌍),vortex_indicator >= q70 & roc_12 >= q70,2,vortex_indicator|roc_12,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1590,131,12.13740458015267,0.053683995969375384,1.0285190330108478,3.376351947759458e-05,0.5433962264150943,28.362311966870912,22.772651418536473,28.362311966870912,0.960377358490566,30,0.001853544967752786,0.2137404580152671,0.4857404834945761,1.8362311966870912,0.9813357160852659,3.5170478542822003,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0038,5,pair(쌍),vortex_indicator >= q70 & bb_position_20 >= q70,2,vortex_indicator|bb_position_20,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),6637,573,11.582897033158813,2.1416777373401916,1.2705469568939776,0.0003226876205123085,0.554316709356637,26.8328157208478,26.50211712421816,26.8328157208478,0.8888051830646376,23,0.9143558316304143,0.15828970331588135,0.3647265215530112,1.68328157208478,0.5385022081454005,2.744800005099073,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0038,5,pair(쌍),vortex_indicator >= q70 & bb_position_20 >= q70,2,vortex_indicator|bb_position_20,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),2159,183,11.797814207650273,0.23068225690447525,1.0789829415522205,0.00010684680727395797,0.5094951366373321,37.19975253947094,34.03891375693251,37.19975253947094,0.951829550717925,20,0.5655093554963175,0.1797814207650273,0.46050852922388974,2.7199752539470943,0.7238440878497233,4.084109291785735,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0038,5,pair(쌍),vortex_indicator >= q70 & bb_position_20 >= q70,2,vortex_indicator|bb_position_20,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1801,131,13.748091603053435,-0.009453916193004917,0.9950029091761519,-5.2492594075540905e-06,0.538034425319267,28.676874696728284,21.454160168613157,28.676874696728284,0.9544697390338701,35,0.03687900175828411,0.3748091603053435,0.5024985454119241,1.8676874696728283,1.9629158317740139,4.7079110071641095,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0317,6,pair(쌍),di_spread_14 >= q70 & trix_15 >= q80,2,di_spread_14|trix_15,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),4155,573,7.2513089005235605,1.830489436173626,1.372743983329532,0.0004405510075026777,0.5805054151624549,25.029134988441058,25.029134988441058,25.029134988441058,0.8505415162454874,38,0.9245773686145847,0.0,0.31362800833523397,1.5029134988441057,0.5166838664339062,2.333225373613246,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0317,6,pair(쌍),di_spread_14 >= q70 & trix_15 >= q80,2,di_spread_14|trix_15,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1330,183,7.26775956284153,0.5233633826550393,1.2497953359991976,0.00039350630274814986,0.5082706766917293,42.83519482608995,39.413431664933675,42.83519482608995,0.9263157894736842,35,0.6258720215283495,0.0,0.3751023320004012,3.2835194826089955,0.6851996955754006,4.343821510184798,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0317,6,pair(쌍),di_spread_14 >= q70 & trix_15 >= q80,2,di_spread_14|trix_15,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1297,131,9.900763358778626,-0.16808270370645326,0.8871772313418409,-0.000129593449272516,0.551272166538165,35.43992152514042,22.791097618597078,35.43992152514042,0.9236700077101002,26,0.6677733552996937,0.0,0.5564113843290796,2.543992152514042,1.665153493584683,4.7655570304278045,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0039,7,pair(쌍),vortex_indicator >= q70 & ppo_hist_12_26_9 >= q70,2,vortex_indicator|ppo_hist_12_26_9,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),5552,573,9.68935427574171,2.0684686982916745,1.2854788373052626,0.0003725628058882699,0.5497118155619597,28.82196942229749,28.208587204905523,28.82196942229749,0.9045389048991355,27,0.8813238339931343,0.0,0.3572605813473687,1.8821969422297489,0.5604467819077006,2.799904305484818,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0039,7,pair(쌍),vortex_indicator >= q70 & ppo_hist_12_26_9 >= q70,2,vortex_indicator|ppo_hist_12_26_9,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1750,183,9.562841530054644,0.21787578316170764,1.0792569899426008,0.00012450044752097578,0.5194285714285715,36.66390093760922,36.03795209077562,36.66390093760922,0.9588571428571429,24,0.606207067112574,0.0,0.4603715050286996,2.666390093760922,0.708692534085056,3.8354541328746774,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0039,7,pair(쌍),vortex_indicator >= q70 & ppo_hist_12_26_9 >= q70,2,vortex_indicator|ppo_hist_12_26_9,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1266,131,9.664122137404581,0.24011641345239632,1.159134769755247,0.00018966541346950735,0.54739336492891,18.30436721439964,18.304367214399665,18.304367214399665,0.9344391785150079,29,0.5946835581849989,0.0,0.4204326151223765,0.8304367214399665,0.7028900291485041,1.9537593657108472,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0173,8,pair(쌍),rsi_50 >= q80 & trix_15 >= q80,2,rsi_50|trix_15,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),4027,573,7.027923211169284,1.6187000323414416,1.3459705281380796,0.00040196176616375505,0.588527439781475,22.732231996715146,22.20830308452213,22.732231996715146,0.867146759374224,39,0.9316369636398277,0.0,0.3270147359309602,1.2732231996715146,0.5209794080804783,2.1212173436829533,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0173,8,pair(쌍),rsi_50 >= q80 & trix_15 >= q80,2,rsi_50|trix_15,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1210,183,6.612021857923497,-0.20002013137395624,0.893238465085786,-0.0001653058936974845,0.5066115702479339,43.428310390016,29.151727681457217,43.428310390016,0.9752066115702479,42,0.0620465109945488,0.0,0.553380767457107,3.3428310390016,1.9609220452590648,5.857133851717772,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0173,8,pair(쌍),rsi_50 >= q80 & trix_15 >= q80,2,rsi_50|trix_15,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1217,131,9.290076335877863,-0.16991945331771552,0.876588316773462,-0.00013962157215917462,0.5677896466721446,28.529988588977417,21.106010577688807,28.529988588977417,0.934264585045193,41,0.5677201896216174,0.0,0.561705841613269,1.8529988588977417,1.7149449779406092,4.12964967845162,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0479,9,pair(쌍),rsi_50 >= q90 & trix_15 >= q80,2,rsi_50|trix_15,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),2387,573,4.165794066317627,1.1915033487979911,1.4882341514010713,0.000499163531126096,0.6112274821952242,17.529662847461104,17.25404665180631,17.529662847461104,0.8177628822790113,18,0.9314774929707066,0.1668411867364746,0.25588292429946435,0.7529662847461104,0.49882842518873716,1.6745188209707864,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0479,9,pair(쌍),rsi_50 >= q90 & trix_15 >= q80,2,rsi_50|trix_15,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),666,183,3.639344262295082,-0.03623680205913918,0.96489111420115,-5.440961270141018e-05,0.4924924924924925,30.81250930442021,19.827814452058522,30.81250930442021,0.9204204204204204,28,0.25552430856836394,0.2721311475409836,0.517554442899425,2.081250930442021,1.8492032503334255,4.720139771215855,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0479,9,pair(쌍),rsi_50 >= q90 & trix_15 >= q80,2,rsi_50|trix_15,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),624,131,4.763358778625954,-0.1363738665719312,0.7803217327210654,-0.0002185478630960436,0.5673076923076923,22.184274763588373,12.694829430474874,22.184274763588373,0.875,18,0.7442044434555091,0.047328244274809174,0.6098391336394673,1.2184274763588374,1.608858000445021,3.484452854718135,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0326,10,pair(쌍),di_spread_14 >= q70 & ema20_ema50_diff >= q90,2,di_spread_14|ema20_ema50_diff,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),2340,573,4.0837696335078535,1.2561803157247668,1.4857928368041975,0.0005368291947541739,0.5948717948717949,18.98087399532128,14.013634563448552,18.98087399532128,0.8414529914529915,31,0.8770869926573392,0.1832460732984293,0.25710358159790125,0.8980873995321279,0.5339646994580435,1.872401753886502,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0326,10,pair(쌍),di_spread_14 >= q70 & ema20_ema50_diff >= q90,2,di_spread_14|ema20_ema50_diff,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1102,183,6.021857923497268,0.5418922145072814,1.2964569439172284,0.000491735221875936,0.5018148820326679,42.36952372888664,36.68483548777506,42.36952372888664,0.9038112522686026,30,0.5600831704011804,0.0,0.3517715280413858,3.236952372888664,0.70467763684034,4.293401537770389,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0326,10,pair(쌍),di_spread_14 >= q70 & ema20_ema50_diff >= q90,2,di_spread_14|ema20_ema50_diff,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1350,131,10.305343511450381,-0.1911551279771446,0.8744909335731365,-0.00014159639109418117,0.5488888888888889,35.6907940195738,23.414061502580243,35.6907940195738,0.9318518518518518,24,0.6960922605276394,0.03053435114503813,0.5627545332134318,2.56907940195738,1.6560918160958957,4.818460102411746,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_single_0002,11,single(단일),vortex_indicator >= q80,1,vortex_indicator,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),5845,573,10.200698080279231,2.001034026904985,1.2885287695683096,0.0003423497052018794,0.5522668947818649,30.605102797751627,29.149818630057634,30.605102797751627,0.8863986313088109,31,0.9272368618142296,0.02006980802792313,0.3557356152158452,2.060510279775163,0.5316227962725616,2.967938499291493,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_single_0002,11,single(단일),vortex_indicator >= q80,1,vortex_indicator,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1917,183,10.475409836065573,-0.1189712946700906,0.9564055320339253,-6.20611865780337e-05,0.4934793948878456,44.231395673646965,33.75004889007097,44.231395673646965,0.9613980177360459,23,0.08898981664275837,0.04754098360655732,0.5217972339830373,3.4231395673646965,1.9425836904919795,5.93506147544627,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_single_0002,11,single(단일),vortex_indicator >= q80,1,vortex_indicator,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1520,131,11.603053435114504,-0.030799784025453733,0.981360251837995,-2.0263015806219563e-05,0.5401315789473684,29.83628040870888,19.39076003524971,29.83628040870888,0.9513157894736842,25,0.5597166867000769,0.16030534351145037,0.5093198740810025,1.983628040870888,1.7262195962481235,4.379472854711464,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0048,12,pair(쌍),vortex_indicator >= q70 & rsi_14_minus_50 >= q70,2,vortex_indicator|rsi_14_minus_50,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),6735,573,11.75392670157068,1.9457087300842724,1.2421917046571802,0.00028889513438519265,0.5569413511507053,28.5456564826309,27.860878781340393,28.5456564826309,0.8954714179658501,24,0.9473402921690892,0.17539267015706805,0.3789041476714099,1.85456564826309,0.5266590066085424,2.9355214727001107,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0048,12,pair(쌍),vortex_indicator >= q70 & rsi_14_minus_50 >= q70,2,vortex_indicator|rsi_14_minus_50,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),2292,183,12.524590163934427,0.15067108071650237,1.0487180514431793,6.573781881173751e-05,0.5056719022687609,39.66350277809928,36.078251844985644,39.66350277809928,0.9480802792321117,21,0.517996002845998,0.2524590163934427,0.47564097427841034,2.9663502778099278,0.7435379243737511,4.437988192855531,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0048,12,pair(쌍),vortex_indicator >= q70 & rsi_14_minus_50 >= q70,2,vortex_indicator|rsi_14_minus_50,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1961,131,14.969465648854962,0.0036041735234569744,1.0017880480325865,1.8379263250672996e-06,0.5486996430392657,29.675418192686898,21.36892278260829,29.675418192686898,0.9515553289138194,29,0.23818061988007813,0.4969465648854962,0.49910597598370676,1.9675418192686898,0.8710186190651836,3.834612979203076,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0049,13,pair(쌍),vortex_indicator >= q70 & rsi_14 >= q70,2,vortex_indicator|rsi_14,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),6735,573,11.75392670157068,1.9457087300842724,1.2421917046571802,0.00028889513438519265,0.5569413511507053,28.5456564826309,27.860878781340393,28.5456564826309,0.8954714179658501,24,0.9473402921690892,0.17539267015706805,0.3789041476714099,1.85456564826309,0.5266590066085424,2.9355214727001107,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0049,13,pair(쌍),vortex_indicator >= q70 & rsi_14 >= q70,2,vortex_indicator|rsi_14,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),2292,183,12.524590163934427,0.15067108071650237,1.0487180514431793,6.573781881173751e-05,0.5056719022687609,39.66350277809928,36.078251844985644,39.66350277809928,0.9480802792321117,21,0.517996002845998,0.2524590163934427,0.47564097427841034,2.9663502778099278,0.7435379243737511,4.437988192855531,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0049,13,pair(쌍),vortex_indicator >= q70 & rsi_14 >= q70,2,vortex_indicator|rsi_14,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1961,131,14.969465648854962,0.0036041735234569744,1.0017880480325865,1.8379263250672996e-06,0.5486996430392657,29.675418192686898,21.36892278260829,29.675418192686898,0.9515553289138194,29,0.23818061988007813,0.4969465648854962,0.49910597598370676,1.9675418192686898,0.8710186190651836,3.834612979203076,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_single_0003,14,single(단일),roc_12 >= q80,1,roc_12,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),5845,573,10.200698080279231,2.280431654443386,1.28656616830375,0.0003901508390835562,0.5544910179640719,36.845227928292424,36.64799359844595,36.845227928292424,0.8944396920444825,29,0.9325009424472787,0.02006980802792313,0.35671691584812504,2.6845227928292426,0.5328724373187418,3.5941819540240325,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_single_0003,14,single(단일),roc_12 >= q80,1,roc_12,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1862,183,10.174863387978142,0.40840674540964284,1.122922672130075,0.0002193376720782185,0.5214822771213748,44.69038030382182,42.154249097720296,44.69038030382182,0.966702470461869,21,0.6069603047294272,0.01748633879781423,0.43853866393496255,3.469038030382182,0.7118839745795987,4.636947007694557,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_single_0003,14,single(단일),roc_12 >= q80,1,roc_12,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1366,131,10.427480916030534,0.04183089580956162,1.0228309710016914,3.062291054872739e-05,0.5395314787701317,26.840887104876153,24.54606803203677,26.840887104876153,0.9597364568081991,34,0.028677923730160353,0.042748091603053415,0.4885845144991543,1.6840887104876152,0.9689763398851174,3.1843976564749403,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0047,15,pair(쌍),vortex_indicator >= q70 & close_ema20_ratio >= q80,2,vortex_indicator|close_ema20_ratio,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),4895,573,8.542757417102967,1.8762515326728355,1.2902845655282078,0.0003832995980945527,0.5636363636363636,28.936193607133966,28.255158591049444,28.936193607133966,0.8845760980592441,20,0.9563821517932911,0.0,0.3548577172358961,1.8936193607133966,0.5176872758196789,2.7661643537689713,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0047,15,pair(쌍),vortex_indicator >= q70 & close_ema20_ratio >= q80,2,vortex_indicator|close_ema20_ratio,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1545,183,8.442622950819672,0.3623927816081999,1.147357713387192,0.000234558434697864,0.513915857605178,37.2462131723316,37.2462131723316,37.2462131723316,0.9210355987055017,20,0.7128142257539454,0.0,0.426321143306404,2.72462131723316,0.6436996178282003,3.794642078367765,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0047,15,pair(쌍),vortex_indicator >= q70 & close_ema20_ratio >= q80,2,vortex_indicator|close_ema20_ratio,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1188,131,9.068702290076336,0.1602834408296128,1.1131649758532616,0.0001349187212370478,0.5589225589225589,20.42739824585479,18.620338340013674,20.42739824585479,0.9452861952861953,29,0.1912943305325559,0.0,0.4434175120733692,1.0427398245854789,0.8892963391391377,2.375453675797986,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0037,16,pair(쌍),vortex_indicator >= q70 & usdx_zscore_20 <= q30,2,vortex_indicator|usdx_zscore_20,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),3991,573,6.965095986038395,1.6769661759774854,1.3627000735213377,0.0004201869646648673,0.5640190428464044,27.10229403830763,25.110867382494806,27.10229403830763,0.8722124780756703,22,0.9638781616802641,0.0,0.31864996323933115,1.710229403830763,0.5087504423779328,2.5376298094480267,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0037,16,pair(쌍),vortex_indicator >= q70 & usdx_zscore_20 <= q30,2,vortex_indicator|usdx_zscore_20,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),959,183,5.240437158469946,-0.23798844150029178,0.8188139411668813,-0.00024816312982303625,0.47236704900938475,23.224853569068316,14.422285381235767,23.224853569068316,0.9947862356621481,21,0.010735632754639391,0.0,0.5905930294165593,1.3224853569068316,1.992822771308379,3.90590115763177,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0037,16,pair(쌍),vortex_indicator >= q70 & usdx_zscore_20 <= q30,2,vortex_indicator|usdx_zscore_20,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),943,131,7.198473282442748,-0.0746349688412359,0.9207719265056724,-7.914630842124697e-05,0.5302226935312832,20.884603121772617,16.48416026300381,20.884603121772617,0.9618239660657476,21,0.5503195044418621,0.0,0.5396140367471638,1.0884603121772618,1.7351770077307485,3.363251356655174,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0079,17,pair(쌍),vortex_indicator >= q80 & bb_position_20 >= q70,2,vortex_indicator|bb_position_20,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),4897,573,8.546247818499127,1.7028200153177266,1.2939882022264912,0.00034772718303404667,0.5562589340412497,25.944608373918687,24.67844917692141,25.944608373918687,0.8807433122319788,20,0.9430074148222717,0.0,0.3530058988867544,1.5944608373918687,0.5219811538343682,2.469447890112991,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0079,17,pair(쌍),vortex_indicator >= q80 & bb_position_20 >= q70,2,vortex_indicator|bb_position_20,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1540,183,8.415300546448087,0.0211033229368226,1.0096635803435399,1.3703456452482207e-05,0.4922077922077922,42.17743056096661,31.78389631475993,42.17743056096661,0.95,19,0.31650040025403003,0.0,0.49516820982823007,3.217743056096661,0.8350748198856864,4.547986085810577,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
