candidate_id,train_rank,rule_kind,rule_definition,feature_count,features,side,side_value,split,record_view,tier_scope,trade_count,days_in_scope,trades_per_day,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk,underwater_ratio,max_loss_streak,equity_trend_r2,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,joint_axis_distance,density_pass,pf_pass,dd_pass,smoothness_pass,proxy_cost_log_return,selection_boundary
f20b_pair_0031,1,pair(쌍),vortex_indicator >= q70 & roc_12 >= q80,2,vortex_indicator|roc_12,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),4936,573,8.614310645724258,2.203401387107427,1.343085608236721,0.00044639412218545926,0.5615883306320908,28.03001045994986,27.253929366658735,28.03001045994986,0.8845218800648298,22,0.9354926532409764,0.0,0.32845719588163946,1.8030010459949861,0.5270631520707341,2.6585213939473595,True,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0031,1,pair(쌍),vortex_indicator >= q70 & roc_12 >= q80,2,vortex_indicator|roc_12,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),1539,183,8.40983606557377,0.25359210054842807,1.1009897656505192,0.00016477719333880965,0.5191682910981157,37.43072948843194,37.43072948843194,37.43072948843194,0.944769330734243,23,0.6215600516626972,0.0,0.4495051171747404,2.7430729488431944,0.6954441755821955,3.8880222416001304,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0031,1,pair(쌍),vortex_indicator >= q70 & roc_12 >= q80,2,vortex_indicator|roc_12,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1136,131,8.67175572519084,0.11815357635380072,1.0827644706964692,0.00010400842988890908,0.5501760563380281,21.342858700681134,20.89176732714896,21.342858700681134,0.9463028169014085,30,0.07396212524808456,0.0,0.4586177646517654,1.1342858700681133,0.9425533112439958,2.5354569459638743,True,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0035,2,pair(쌍),vortex_indicator >= q70 & di_spread_14 >= q70,2,vortex_indicator|di_spread_14,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),6709,573,11.708551483420594,2.2894168423390884,1.2850011683721676,0.0003412456166849141,0.5601430913698018,29.223448315203292,29.223448315203303,29.223448315203303,0.8838873155462811,36,0.9385979747303325,0.17085514834205942,0.3574994158139162,1.9223448315203302,0.5253802033671768,2.9760795990434827,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0035,2,pair(쌍),vortex_indicator >= q70 & di_spread_14 >= q70,2,vortex_indicator|di_spread_14,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),2176,183,11.890710382513662,0.3344270942688778,1.1158835717751057,0.00015368892199856517,0.5119485294117647,36.34359281487553,36.34359281487553,36.34359281487553,0.9347426470588235,21,0.612786509889057,0.1890710382513662,0.44205821411244717,2.6343592814875527,0.6948802617263948,3.960368795577761,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0035,2,pair(쌍),vortex_indicator >= q70 & di_spread_14 >= q70,2,vortex_indicator|di_spread_14,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1854,131,14.15267175572519,-0.11967560129945476,0.9414735618391827,-6.454994676345996e-05,0.5409924487594391,34.214571047756515,21.48582517131642,34.214571047756515,0.9590075512405609,29,0.6537813159805099,0.4152671755725191,0.5292632190804086,2.4214571047756515,1.6873518058670232,5.053339305295602,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0034,3,pair(쌍),vortex_indicator >= q70 & close_ema20_ratio >= q70,2,vortex_indicator|close_ema20_ratio,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),6596,573,11.511343804537521,2.291352311328388,1.2814058020915762,0.0003473851290673723,0.555942995755003,29.416981642677097,28.740554225089475,29.416981642677097,0.8815949060036385,28,0.9397787891224987,0.1511343804537521,0.3592970989542119,1.9416981642677098,0.5238172525965129,2.9759468962721867,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
f20b_pair_0034,3,pair(쌍),vortex_indicator >= q70 & close_ema20_ratio >= q70,2,vortex_indicator|close_ema20_ratio,long(롱),1,validation,Tier A separate(티어 A 분리),Tier A(티어 A),2117,183,11.568306010928962,0.23417567858942728,1.0754438220471239,0.0001106167588991154,0.514407179971658,42.193134427697935,37.37971227723952,42.193134427697935,0.9442607463391592,22,0.6028167843142244,0.15683060109289623,0.4622780889764381,3.2193134427697934,0.7036497829112206,4.542071915750348,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0034,3,pair(쌍),vortex_indicator >= q70 & close_ema20_ratio >= q70,2,vortex_indicator|close_ema20_ratio,long(롱),1,oos,Tier A separate(티어 A 분리),Tier A(티어 A),1686,131,12.870229007633588,0.08723573097130002,1.0465028729439434,5.1741240196500607e-05,0.5486358244365361,26.09773904544106,20.840681085392955,26.09773904544106,0.9466192170818505,25,0.015717593686020704,0.2870229007633588,0.4767485635280283,1.609773904544106,0.9689057305281235,3.3424510993636165,False,False,False,False,5e-05,read_only_forward_diagnostic(읽기 전용 전진 진단)
f20b_pair_0033,4,pair(쌍),vortex_indicator >= q70 & roc_12 >= q70,2,vortex_indicator|roc_12,long(롱),1,train,Tier A separate(티어 A 분리),Tier A(티어 A),6774,573,11.821989528795811,2.3868295406207554,1.2821393517890225,0.00035235157080318205,0.5563920873929731,31.322629574968307,30.73317906009575,31.322629574968307,0.8912016533805728,23,0.9133070014565451,0.1821989528795811,0.35893032410548875,2.1322629574968306,0.5400525933658125,3.213444827847713,False,False,False,False,5e-05,train_only_rank(학습 전용 순위)
