run_id,input_path,exists,sha256,source_run_id,timestamp_safety(시점 안전),claim_boundary(주장 경계)
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/final_decision.json,True,4c100fcbad38108151d8135ef202e87326acadec5b903e0c9e95caf3b3ba8394,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/required_gate_coverage_audit.csv,True,cfcfa19c5b4f3bf13b4c3e8a2ece5218f3ff7a4fd67a45069c3cfc50880a90ba,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/strategy_tester_report_records.json,True,8f4715dc377cec8e3120a8e6f0be8210b0e8b4ed8f50eb3f75fbccb1f3ff0079,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/density_lift_mt5_probe_summary.csv,True,8e47b08ff720e9c19a9b78f69d6fef1f5d706f4ddeaff18d8cb019989bbc844a,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/probability_runtime_difference.csv,True,119463b3b9e0135bf6516dc1f0b611ee78f46d97f93abb5b9c6832b728c7dc55,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/proxy_mt5_runtime_difference.csv,True,db3a28a2ab9a290817d6e755a82e4294e2fd49dea82e7cc8be4795be25264a84,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/expected_native_kpi_summary.csv,True,c726b3a17d1ae2233ff0857f568dacdca20bbcc674c2cd6292302153868412d4,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364N/runtime_output_copy_manifest.csv,True,0c91494de4a1f9b3a05c251be0749281a704ee66656b507b48b4105efd569283,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/03_reviews/run364N_density_lift_trade_shape_onnx_mt5_runtime_probe.md,True,b7cf48f84da5a8984dbf440e87de1778bbea9078b11e8e323f7d23db4e3bcafa,run364N_execute_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/expected_tapes/mt5_native_maxhold_expected_trade_tape.csv,True,452b4403cd5d46b7b0b34fb0a117e284db512c19853a8dd789ce70b528ce319d,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364O_review_density_lift_trade_shape_onnx_mt5_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364M/expected_tapes/density_lift_expected_probability_tape.csv,True,7d64cbf175f2bb35f440a57d872803479c90cee49a963b9a35024ca648eb6fe1,run364M_prepare_density_lift_trade_shape_onnx_runtime_probe_without_db_v1,review_only_existing_runtime_evidence_no_feature_or_label_rebuild,research_development_mt5_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
