run_id,adapter_id,split,gate_column,source_feature,decision_feature,total_rows,signal_rows,base_blocked_signal_rows,blocked_signal_rows,changed_gate_rows,blocked_long_signal_rows,blocked_short_signal_rows,allowed_signal_rows,rank_counts,allowed_signal_rank_counts,max_hold_bars,same_direction_reentry_cooldown_bars,close_on_flat_signal,reverse_on_opposite_signal,source_branch_mode,gate_description,side_filter_feature_index,rank_feature_index
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_highedge_control,validation_is,stage260_source_feature_gate_highedge_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_highedge_control/features/s260_highedge_control_val.csv,9844,468,193,171,22,18,153,297,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":192,""mid"":55,""vhigh"":17}",3,8,False,True,highedge_control,Exact Stage258 tight_plus_highedge: block wide session plus tight and high edge margin band.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_highedge_control,oos,stage260_source_feature_gate_highedge_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_highedge_control/features/s260_highedge_control_oos.csv,7584,348,148,135,13,14,121,213,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":133,""mid"":45,""vhigh"":7}",3,8,False,True,highedge_control,Exact Stage258 tight_plus_highedge: block wide session plus tight and high edge margin band.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_lowrank_lowedge_filter,validation_is,stage260_source_feature_gate_lowrank_lowedge_filter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_lowrank_lowedge_filter/features/s260_lowrank_lowedge_filter_val.csv,9844,468,193,175,18,18,157,293,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":55,""vhigh"":17}",3,8,False,True,lowrank_lowedge_filter,Tight-plus-high guard plus low-rank low-edge block.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_lowrank_lowedge_filter,oos,stage260_source_feature_gate_lowrank_lowedge_filter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_lowrank_lowedge_filter/features/s260_lowrank_lowedge_filter_oos.csv,7584,348,148,141,7,14,127,207,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":45,""vhigh"":7}",3,8,False,True,lowrank_lowedge_filter,Tight-plus-high guard plus low-rank low-edge block.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_midlow_lowedge_filter,validation_is,stage260_source_feature_gate_midlow_lowedge_filter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_midlow_lowedge_filter/features/s260_midlow_lowedge_filter_val.csv,9844,468,193,193,0,18,175,275,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":37,""vhigh"":17}",3,8,False,True,midlow_lowedge_filter,Tight-plus-high guard plus low/mid-rank low-edge block.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_midlow_lowedge_filter,oos,stage260_source_feature_gate_midlow_lowedge_filter,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_midlow_lowedge_filter/features/s260_midlow_lowedge_filter_oos.csv,7584,348,148,148,0,14,134,200,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":38,""vhigh"":7}",3,8,False,True,midlow_lowedge_filter,Tight-plus-high guard plus low/mid-rank low-edge block.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_vhigh_highedge_relax,validation_is,stage260_source_feature_gate_vhigh_highedge_relax,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_vhigh_highedge_relax/features/s260_vhigh_highedge_relax_val.csv,9844,468,193,171,22,18,153,297,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":192,""mid"":55,""vhigh"":17}",3,8,False,True,vhigh_highedge_relax,Tight guard plus high-edge relax only for vhigh rank.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_vhigh_highedge_relax,oos,stage260_source_feature_gate_vhigh_highedge_relax,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_vhigh_highedge_relax/features/s260_vhigh_highedge_relax_oos.csv,7584,348,148,135,13,14,121,213,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":133,""mid"":45,""vhigh"":7}",3,8,False,True,vhigh_highedge_relax,Tight guard plus high-edge relax only for vhigh rank.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_lowrank_filter_vhigh_relax,validation_is,stage260_source_feature_gate_lowrank_filter_vhigh_relax,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_lowrank_filter_vhigh_relax/features/s260_lowrank_filter_vhigh_relax_val.csv,9844,468,193,175,18,18,157,293,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":55,""vhigh"":17}",3,8,False,True,lowrank_filter_vhigh_relax,Low-rank low-edge block plus vhigh high-edge relax.,2,1
run260A_stage260_tight_plus_highedge_pf_oos_recovery_repair_v1,s260_lowrank_filter_vhigh_relax,oos,stage260_source_feature_gate_lowrank_filter_vhigh_relax,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/260_adapter_research__tight_plus_highedge_pf_oos_recovery_repair/02_runs/run260A/s260_lowrank_filter_vhigh_relax/features/s260_lowrank_filter_vhigh_relax_oos.csv,7584,348,148,141,7,14,127,207,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":45,""vhigh"":7}",3,8,False,True,lowrank_filter_vhigh_relax,Low-rank low-edge block plus vhigh high-edge relax.,2,1
