attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267cr_01_s264_aih_state_phase_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_01_s264_aih_state_phase_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_01_s264_aih_state_phase_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_01_s264_aih_state_phase_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_02_s264_lc_state_phase_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_02_s264_lc_state_phase_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_02_s264_lc_state_phase_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_02_s264_lc_state_phase_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_03_s262_lih_state_phase_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_03_s262_lih_state_phase_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_03_s262_lih_state_phase_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_03_s262_lih_state_phase_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_04_s264_aia_state_phase_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_04_s264_aia_state_phase_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_04_s264_aia_state_phase_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_04_s264_aia_state_phase_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_05_s258_stc_state_phase_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_05_s258_stc_state_phase_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_05_s258_stc_state_phase_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_05_s258_stc_state_phase_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_06_s264_aih_aggr_supply_expand_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_06_s264_aih_aggr_supply_expand_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_06_s264_aih_aggr_supply_expand_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_06_s264_aih_aggr_supply_expand_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_07_s258_stc_redzone_stress_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_07_s258_stc_redzone_stress_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cr_07_s258_stc_redzone_stress_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cs_run267cr_07_s258_stc_redzone_stress_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
