record_view,tier_scope,split,status,route_role,net_profit,profit_factor,trade_count,expectancy,max_drawdown_amount,max_drawdown_percent,recovery_factor,order_attempt_count,fill_count,reject_count,skip_count,feature_ready_count,model_ok_count,queue_id,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,tier_pair_boundary
mt5_ta_s264_aih_2025h2_ca_adjacent_2025_h2_oos_followthrough,Tier A,adjacent_2025_h2_oos_followthrough,completed,tier_only_total,415.11,1.65,151,2.75,118.01,15.52,3.52,267,267,0,29230,6486,6486,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists
mt5_ta_s258_stc_2025h2_ca_adjacent_2025_h2_oos_followthrough,Tier A,adjacent_2025_h2_oos_followthrough,completed,tier_only_total,394.51,1.62,149,2.65,114.33,16.08,3.45,267,267,0,29230,6486,6486,run267bz_q02_s258_stc_2025h2_stress_dd_cap,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,Tier_B_and_actual_routed_total_blocked_until_true_fallback_manifest_exists
