attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267ca_01_s264_aih_2025h2_ddshape_guard,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cb_run267ca_01_s264_aih_2025h2_ddshape_guard.ini,true,false,5b546573,utf-8-no-bom,checked
run267ca_02_s258_stc_2025h2_stress_ddcap,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cb_run267ca_02_s258_stc_2025h2_stress_ddcap.ini,true,false,5b546573,utf-8-no-bom,checked
