attempt_name,queue_id,candidate_id,candidate_alias,candidate_role,variant_id,source_variant_id,profile_label,target_period,tier,split,attempt_role,record_view_prefix,set_path,ini_path,common_telemetry_path,common_summary_path,execution_status,runtime_status,report_status
run267ca_01_s264_aih_2025h2_ddshape_guard,run267bz_q01_s264_aih_2025h2_late_session_dd_shape_guard,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),run267ca_01_s264_aih_2025h2_ddshape_guard_variant,run267bw_06_s264_aih_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,Tier A,adjacent_2025_h2_oos_followthrough,tier_only_total,mt5_ta_s264_aih_2025h2_ca,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/run267ca_01_s264_aih_2025h2_ddshape_guard.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/run267ca_01_s264_aih_2025h2_ddshape_guard.ini,OPV2/s267cb/run267CB_dd_shape_followup/telemetry/run267ca_01_s264_aih_2025h2_ddshape_guard_telemetry.csv,OPV2/s267cb/run267CB_dd_shape_followup/telemetry/run267ca_01_s264_aih_2025h2_ddshape_guard_summary.csv,completed,completed,completed
run267ca_02_s258_stc_2025h2_stress_ddcap,run267bz_q02_s258_stc_2025h2_stress_dd_cap,s258_short_tight_control,s258_stc,stress_challenger(압박 도전자),run267ca_02_s258_stc_2025h2_stress_ddcap_variant,run267bw_03_s258_stc_2025h2_impulse_repl_variant,aggressive_impulse_dd_shape_followup,2025H2,Tier A,adjacent_2025_h2_oos_followthrough,tier_only_total,mt5_ta_s258_stc_2025h2_ca,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/run267ca_02_s258_stc_2025h2_stress_ddcap.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CB/aggressive_impulse_dd_shape_followup_mt5_execution/mt5/run267ca_02_s258_stc_2025h2_stress_ddcap.ini,OPV2/s267cb/run267CB_dd_shape_followup/telemetry/run267ca_02_s258_stc_2025h2_stress_ddcap_telemetry.csv,OPV2/s267cb/run267CB_dd_shape_followup/telemetry/run267ca_02_s258_stc_2025h2_stress_ddcap_summary.csv,completed,completed,completed
