record_view,tier_scope,split,status,route_role,net_profit,profit_factor,trade_count,expectancy,max_drawdown_amount,max_drawdown_percent,recovery_factor,order_attempt_count,fill_count,reject_count,skip_count,feature_ready_count,model_ok_count,queue_id,candidate_id,candidate_alias,candidate_role,test_id,feature_family,period_id,period_role
mt5_ta_s264_aia_rep_trend_strength_adx_adjacent_2025_h1_validation_post_2024_adjacent_2025_h1_validation_post_2024,Tier A,adjacent_2025_h1_validation_post_2024,completed,tier_only_total,104.75,1.16,212,0.49,136.86,19.25,0.77,398,398,0,27878,6867,6867,run267BC_q02_s264_aia_rep_trend_strength_adx_adjacent_2025_h1_validation_post_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,trend_strength(추세 강도),adjacent_2025_h1_validation_post_2024,post_2024_validation_context
