run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run10A_qda_reg016_full58_decision_microprobe_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,346,32.8468,11.2334,9.47272,-22.1,-36.3,0.444444,trade_attribution_recorded
run10A_qda_reg016_full58_decision_microprobe_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,10,270.9,6.4958,20.4561,-10.59,-116.34,0.333333,trade_attribution_recorded
run10A_qda_reg016_full58_decision_microprobe_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,355,27.0479,10.9242,9.30682,-5.87,-68.56,0.444444,trade_attribution_recorded
run10A_qda_reg016_full58_decision_microprobe_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,206,33.7718,10.5558,9.82921,40.28,-175.34,0.285714,trade_attribution_recorded
run10A_qda_reg016_full58_decision_microprobe_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,15,889.6,39.7829,35.9752,140.37,-207.34,0.285714,trade_attribution_recorded
run10A_qda_reg016_full58_decision_microprobe_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,219,36.5708,10.8001,9.62839,73.89,-141.18,0.285714,trade_attribution_recorded
run10B_qda_reg018_full58_resample_decision_microprobe_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,323,26.5139,9.99169,9.95908,73.17,-103.46,0.444444,trade_attribution_recorded
run10B_qda_reg018_full58_resample_decision_microprobe_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,10,1069.4,37.6425,20.2412,-8.26,-133.92,0.333333,trade_attribution_recorded
run10B_qda_reg018_full58_resample_decision_microprobe_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,332,28.762,9.82217,9.79449,93.04,-122.63,0.555556,trade_attribution_recorded
run10B_qda_reg018_full58_resample_decision_microprobe_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,244,31.3648,10.0464,9.30504,288.03,30.92,0.714286,trade_attribution_recorded
run10B_qda_reg018_full58_resample_decision_microprobe_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,17,997.176,41.1469,36.7682,9.49,-238.27,0.285714,trade_attribution_recorded
run10B_qda_reg018_full58_resample_decision_microprobe_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,286,39.6958,9.75542,8.50481,297.08,41.78,0.714286,trade_attribution_recorded
run10C_qda_reg020_full58_decision_microprobe_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,372,26.3306,8.77844,10.1009,-195.21,-297.78,0.111111,trade_attribution_recorded
run10C_qda_reg020_full58_decision_microprobe_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,13,346.923,17.4735,14.6685,101.47,-43.89,0.6,trade_attribution_recorded
run10C_qda_reg020_full58_decision_microprobe_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,368,24.0217,8.68839,9.99458,-212.04,-278.27,0.111111,trade_attribution_recorded
