attempt_name,candidate_id,candidate_alias,candidate_role,profile_label,risk_shape_mode,queue_id,tier,split,execution_status,runtime_status,runtime_wait_status,runtime_deinit_reason,runtime_detail,report_status,report_trade_count,report_net_profit,report_profit_factor,report_equity_dd_percent,report_path,attempt_read,claim_boundary
run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_ta_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_supply_continuity_sidefilter_open,supply_continuity,q01_s258_supply_shape_continuity_cross_period,Tier A,adjacent_2023_h2_train_pre_2024,blocked,blocked,timeout,init_failed,ebm_table_open_failed:5003,completed,0,0.0,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_01_s258_stc_2023h2_supply_continuity_sidefilter_open_ta_2023h2.htm,init_failure_ebm_table_open_blocks_candidate_evidence(EBM 테이블 열기 초기화 실패로 후보 근거 차단),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_ta_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_supply_continuity_sidefilter_open,supply_continuity,q01_s258_supply_shape_continuity_cross_period,Tier A,adjacent_2025_h1_validation_post_2024,blocked,blocked,timeout,init_failed,ebm_table_open_failed:5003,completed,0,0.0,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_02_s258_stc_2025h1_supply_continuity_sidefilter_open_ta_2025h1.htm,init_failure_ebm_table_open_blocks_candidate_evidence(EBM 테이블 열기 초기화 실패로 후보 근거 차단),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_ta_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_supply_continuity_sidefilter_open,supply_continuity,q01_s258_supply_shape_continuity_cross_period,Tier A,adjacent_2025_h2_oos_followthrough,blocked,blocked,timeout,init_failed,ebm_table_open_failed:5003,completed,0,0.0,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_03_s258_stc_2025h2_supply_continuity_sidefilter_open_ta_2025h2.htm,init_failure_ebm_table_open_blocks_candidate_evidence(EBM 테이블 열기 초기화 실패로 후보 근거 차단),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_04_s258_stc_2023h2_monday_late_dd_taper_ta_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_monday_late_session_dd_taper,monday_late_dd_taper,q02_s258_monday_late_session_dd_taper_cross_period,Tier A,adjacent_2023_h2_train_pre_2024,completed,completed,completed,remove,,completed,266,190.76,1.29,12.18,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_04_s258_stc_2023h2_monday_late_dd_taper_ta_2023h2.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_05_s258_stc_2025h1_monday_late_dd_taper_ta_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_monday_late_session_dd_taper,monday_late_dd_taper,q02_s258_monday_late_session_dd_taper_cross_period,Tier A,adjacent_2025_h1_validation_post_2024,completed,completed,completed,remove,,completed,356,-3.69,1.0,17.93,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_05_s258_stc_2025h1_monday_late_dd_taper_ta_2025h1.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_06_s258_stc_2025h2_monday_late_dd_taper_ta_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_monday_late_session_dd_taper,monday_late_dd_taper,q02_s258_monday_late_session_dd_taper_cross_period,Tier A,adjacent_2025_h2_oos_followthrough,completed,completed,completed,remove,,completed,259,33.93,1.04,16.39,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_06_s258_stc_2025h2_monday_late_dd_taper_ta_2025h2.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_07_s264_lc_defensive_dd_zoom_control_rt_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,q03_s264_lc_defensive_dd_zoom_control,Tier A+B,historical_2024,completed,completed,completed,remove,,completed,473,1522.61,1.42,24.39,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_07_s264_lc_defensive_dd_zoom_control_rt_2024.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dq_07_s264_lc_defensive_dd_zoom_control_ta_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,q03_s264_lc_defensive_dd_zoom_control,Tier A,historical_2024,completed,completed,completed,remove,,completed,473,1522.61,1.42,24.39,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DR/runtime_gap_aware_fourth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DR_run267dq_07_s264_lc_defensive_dd_zoom_control_ta_2024.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
