record_view,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_tier_a_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,weekday,Monday,70,-235.05,540.56,-775.61,0.696948,-3.357857,0.528571,14.60973,-23.503333,0.621602,330.98,62.445522,66,0.942857,5,-0.710164,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_aabb_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,duplicate_boundary_total_not_true_fallback,weekday,Monday,70,-235.05,540.56,-775.61,0.696948,-3.357857,0.528571,14.60973,-23.503333,0.621602,330.98,62.445522,66,0.942857,5,-0.710164,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_a_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2024-06,17,-163.98,117.71,-281.69,0.417871,-9.645882,0.411765,16.815714,-28.169,0.596958,182.75,36.231166,16,0.941176,4,-0.897291,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_aabb_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,duplicate_boundary_total_not_true_fallback,month,2024-06,17,-163.98,117.71,-281.69,0.417871,-9.645882,0.411765,16.815714,-28.169,0.596958,182.75,36.231166,16,0.941176,4,-0.897291,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_a_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,session_report,session_07_12_report_time,3,-133.21,0,-133.21,0.0,-44.403333,0.0,,-44.403333,,133.21,26.642,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_tier_aabb_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,duplicate_boundary_total_not_true_fallback,session_report,session_07_12_report_time,3,-133.21,0,-133.21,0.0,-44.403333,0.0,,-44.403333,,133.21,26.642,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_tier_a_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,month,2024-12,41,-129.63,516.04,-645.67,0.799232,-3.161707,0.390244,32.2525,-25.8268,1.2488,221.33,40.976414,31,0.95122,4,-0.585687,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_aabb_historical_2024,s264_lowrank_control,s264_lc,defensive_control,s264_lc_defensive_dd_zoom_control,dd_zoom_control,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,duplicate_boundary_total_not_true_fallback,month,2024-12,41,-129.63,516.04,-645.67,0.799232,-3.161707,0.390244,32.2525,-25.8268,1.2488,221.33,40.976414,31,0.95122,4,-0.585687,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_tier_a_adjacent_2025_h2_oos_followthrough,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_monday_late_session_dd_taper,monday_late_dd_taper,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,weekday,Tuesday,53,-72.58,119.36,-191.94,0.621861,-1.369434,0.45283,4.973333,-6.618621,0.751415,77.35,15.323811,51,0.962264,4,-0.938332,negative_fragile_slice(음수 취약 구간)
mt5_tier_a_adjacent_2025_h2_oos_followthrough,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_monday_late_session_dd_taper,monday_late_dd_taper,Tier A and duplicate-boundary Tier A+B are kept only where source attempts exist; true Tier B fallback and actual routed total remain unclaimed,tier_a_only,close_hour_report,19,25,-68.09,20.41,-88.5,0.230621,-2.7236,0.36,2.267778,-5.53125,0.409994,68.09,13.618,25,1.0,5,-1.0,negative_fragile_slice(음수 취약 구간)
