attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267cf_01_s264_aih_loss_shape_proxy_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_01_s264_aih_loss_shape_proxy_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_01_s264_aih_loss_shape_proxy_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_01_s264_aih_loss_shape_proxy_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_02_s264_lc_loss_shape_proxy_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_02_s264_lc_loss_shape_proxy_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_02_s264_lc_loss_shape_proxy_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_02_s264_lc_loss_shape_proxy_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_03_s262_lih_loss_shape_proxy_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_03_s262_lih_loss_shape_proxy_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_03_s262_lih_loss_shape_proxy_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_03_s262_lih_loss_shape_proxy_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_04_s264_aia_loss_shape_proxy_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_04_s264_aia_loss_shape_proxy_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_04_s264_aia_loss_shape_proxy_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_04_s264_aia_loss_shape_proxy_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_05_s258_stc_loss_shape_proxy_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_05_s258_stc_loss_shape_proxy_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_05_s258_stc_loss_shape_proxy_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_05_s258_stc_loss_shape_proxy_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_06_s264_aih_similar_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_06_s264_aih_similar_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_06_s264_aih_similar_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_06_s264_aih_similar_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_07_s264_lc_similar_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_07_s264_lc_similar_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_07_s264_lc_similar_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_07_s264_lc_similar_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_08_s262_lih_similar_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_08_s262_lih_similar_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_08_s262_lih_similar_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_08_s262_lih_similar_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_09_s264_aia_similar_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_09_s264_aia_similar_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_09_s264_aia_similar_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_09_s264_aia_similar_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_10_s258_stc_similar_repl_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_10_s258_stc_similar_repl_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cf_10_s258_stc_similar_repl_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267cg_run267cf_10_s258_stc_similar_repl_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
