candidate_id,target_id,model_id,model_instance_id,comparison_kind,split,granularity,period,tier_scope,record_view,hold_bars,early_window_bars,target_multiplier,adverse_cap_multiplier,early_adverse_cap_multiplier,recovery_floor_multiplier,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,flat_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,2768,573,4.830715532286213,1765,1003,26454,0.2503458923999302,1.0845118033152603,9.044288020228692e-05,0.5476878612716763,16.0141924371486,12.98592824225956,16.0141924371486,0.9696531791907514,14,0.6259319431906673,False,False,0.03385689354275741,0.45774409834236984,0.6014192437148601,0.7046745562000379,1.7976947918000254,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,1105,183,6.038251366120218,693,412,8739,0.04118235684671773,1.0295503658005278,3.726910121874907e-05,0.5058823529411764,15.755009917424012,15.527925246900654,15.755009917424012,0.9710407239819004,12,0.32482585465030545,False,False,0.0,0.4852248170997361,0.5755009917424012,0.8407966911992177,1.9015225000413551,5e-05
f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,1142,131,8.717557251908397,739,403,6442,0.008309430670921946,1.0083416793734798,7.2762089938020544e-06,0.5140105078809106,13.769355127428573,9.652621230958614,13.769355127428573,0.957092819614711,17,0.0001849474149275147,False,False,0.0,0.4958291603132601,0.37693551274285736,0.9806085424899026,1.85337321554602,5e-05
f17b_firewall_h8_ddq70_contq60__lr_bal__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,17051,573,29.75741710296684,9209,7842,12171,0.8313788651956386,1.0477461727625728,4.8758364037044083e-05,0.517858190135476,37.136432719435156,34.98134552628893,37.136432719435156,0.9767755556858835,18,0.8660159433588492,False,False,1.975741710296684,0.4761269136187136,2.7136432719435155,0.5998418255471654,5.765353721406078,5e-05
f17b_firewall_h8_ddq70_contq60__lr_bal__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,6090,183,33.278688524590166,3323,2767,3754,0.026459648119871115,1.0041060936805888,4.344769806218574e-06,0.4881773399014778,33.61888910166548,21.857248623310667,33.61888910166548,0.9878489326765189,22,0.20524707487691202,False,False,2.3278688524590168,0.4979469531597056,2.361888910166548,0.9021708360098232,6.089875551795093,5e-05
f17b_firewall_h8_ddq70_contq60__lr_bal__firewall_continuation,f17b_firewall_h8_ddq70_contq60,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h8_ddq70_contq60__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,4894,131,37.3587786259542,2772,2122,2690,-0.2287914159861726,0.9488175034927753,-4.6749369837795794e-05,0.4993870044953004,45.392656409612144,28.995994779384905,45.392656409612144,0.973232529628116,18,0.7066342857109641,False,False,2.7358778625954203,0.5255912482536124,3.539265640961214,1.6699692097627186,8.470703961572966,5e-05
f17b_firewall_h8_ddq70_contq60__rf_bal__firewall_continuation,f17b_firewall_h8_ddq70_contq60,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h8_ddq70_contq60__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,19490,573,34.01396160558464,10492,8998,9732,0.6901422456504316,1.034385353612375,3.541006904312117e-05,0.512365315546434,39.14036348041453,35.08280218674814,39.14036348041453,0.9824525397639815,25,0.7234930084867479,False,False,2.401396160558464,0.4828073231938125,2.914036348041453,0.6665317890747551,6.4647716208684844,5e-05
f17b_firewall_h8_ddq70_contq60__rf_bal__firewall_continuation,f17b_firewall_h8_ddq70_contq60,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h8_ddq70_contq60__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,6825,183,37.295081967213115,3785,3040,3019,0.08729074311700474,1.0121175038423693,1.2789852471356006e-05,0.4937728937728938,31.116254158901867,26.81258946176679,31.116254158901867,0.9876923076923076,22,0.3624649049970187,False,False,2.7295081967213113,0.49394124807881534,2.111625415890187,0.83135233121288,6.166427191903193,5e-05
f17b_firewall_h8_ddq70_contq60__rf_bal__firewall_continuation,f17b_firewall_h8_ddq70_contq60,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h8_ddq70_contq60__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),8,0,0.6,0.7,0.0,0.0,5283,131,40.32824427480916,3090,2193,2301,-0.2182656977808477,0.955461327801334,-4.131472606111067e-05,0.5000946431951543,46.73305367593857,35.00526537573183,46.73305367593857,0.9734999053568049,24,0.5372865812892906,False,False,3.0328244274809157,0.522269336099333,3.673305367593857,1.7462959958303816,8.974695127004487,5e-05
f17b_firewall_h10_ddq75_contq65__lr_plain__firewall_continuation,f17b_firewall_h10_ddq75_contq65,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h10_ddq75_contq65__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,1686,573,2.9424083769633507,1001,685,27536,0.2881036234311737,1.1278675060561305,0.00017087996644790847,0.5510083036773428,13.177271026142535,11.762061007585222,13.177271026142535,0.9578884934756821,14,0.815486898234672,False,False,0.41151832460732984,0.43606624697193475,0.31772710261425346,0.6140807178584545,1.7793923920519727,5e-05
