candidate_id,target_id,model_id,model_instance_id,comparison_kind,split,granularity,period,tier_scope,record_view,hold_bars,early_window_bars,target_multiplier,adverse_cap_multiplier,early_adverse_cap_multiplier,recovery_floor_multiplier,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,flat_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f17b_firewall_h10_ddq75_contq65__lr_plain__firewall_continuation,f17b_firewall_h10_ddq75_contq65,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h10_ddq75_contq65__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,727,183,3.9726775956284155,415,312,9117,0.34806402954922844,1.303382531010458,0.00047876757847211613,0.5254470426409904,13.43836637055238,9.804639126195248,13.43836637055238,0.921595598349381,13,0.7022111256104763,False,False,0.2054644808743169,0.34830873449477096,0.34383663705523804,0.6487230127325071,1.5463328651568329,5e-05
f17b_firewall_h10_ddq75_contq65__lr_plain__firewall_continuation,f17b_firewall_h10_ddq75_contq65,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h10_ddq75_contq65__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,667,131,5.091603053435114,411,256,6917,0.1038255750263368,1.1367413264202848,0.0001556605322733685,0.527736131934033,12.764709407251251,9.789423145217935,12.764709407251251,0.9400299850074962,11,0.2698889759290999,False,False,0.0,0.4316293367898576,0.2764709407251251,0.8515634540852784,1.5596637316002613,5e-05
f17b_firewall_h10_ddq75_contq65__lr_bal__firewall_continuation,f17b_firewall_h10_ddq75_contq65,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h10_ddq75_contq65__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,17750,573,30.977312390924958,9543,8207,11472,1.4676504464746525,1.0722500505475934,8.268453219575507e-05,0.5172394366197183,42.62547067314234,42.62547067314234,42.62547067314234,0.9658591549295774,34,0.9054657052214888,False,False,2.0977312390924956,0.4638749747262033,3.262547067314234,0.5771770523686399,6.401330333501573,5e-05
f17b_firewall_h10_ddq75_contq65__lr_bal__firewall_continuation,f17b_firewall_h10_ddq75_contq65,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h10_ddq75_contq65__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,6300,183,34.42622950819672,3398,2902,3544,-0.03405408953770811,0.9955525828873013,-5.405411037731446e-06,0.4876190476190476,48.16371470242127,25.848635742610917,48.16371470242127,0.9895238095238095,26,0.12261234998720165,False,False,2.442622950819672,0.5022237085563493,3.8163714702421268,1.9401101567914736,8.701328286409622,5e-05
f17b_firewall_h10_ddq75_contq65__lr_bal__firewall_continuation,f17b_firewall_h10_ddq75_contq65,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h10_ddq75_contq65__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,5101,131,38.93893129770992,2884,2217,2483,-0.10518101289574391,0.9801781083520644,-2.061968494329424e-05,0.5118604195255833,45.180826720880404,32.14537440340064,45.180826720880404,0.977455400901784,29,0.5388472761670002,False,False,2.893893129770992,0.5099109458239678,3.5180826720880405,1.7473736561306528,8.669260403813654,5e-05
f17b_firewall_h10_ddq75_contq65__rf_bal__firewall_continuation,f17b_firewall_h10_ddq75_contq65,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h10_ddq75_contq65__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,20667,573,36.068062827225134,11033,9634,8555,1.4158478555297207,1.0599297162496155,6.85076622407568e-05,0.5127981806745052,38.518970936047694,38.518970936047694,38.518970936047694,0.9724197996806503,27,0.8546481717054387,False,False,2.6068062827225136,0.47003514187519224,2.8518970936047694,0.6029972325888452,6.531735750791321,5e-05
f17b_firewall_h10_ddq75_contq65__rf_bal__firewall_continuation,f17b_firewall_h10_ddq75_contq65,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h10_ddq75_contq65__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,7208,183,39.387978142076506,3956,3252,2636,0.12070796111182508,1.0140890723508382,1.674638750164055e-05,0.4962541620421754,42.27715376323615,30.002369158932286,42.27715376323615,0.9884850166481687,29,0.3041112703361898,False,False,2.9387978142076507,0.4929554638245809,3.227715376323615,0.8579681858403905,7.517436840196237,5e-05
f17b_firewall_h10_ddq75_contq65__rf_bal__firewall_continuation,f17b_firewall_h10_ddq75_contq65,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h10_ddq75_contq65__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),10,0,0.65,0.75,0.0,0.0,5570,131,42.51908396946565,3225,2345,2014,-0.20233335434702784,0.9657732950535933,-3.632555733339818e-05,0.507181328545781,49.72257163595093,41.828520526547806,49.72257163595093,0.9755834829443447,18,0.3806230097908417,False,False,3.2519083969465647,0.5171133524732033,3.972257163595093,1.8177322129190765,9.559011125933939,5e-05
f17b_firewall_h12_ddq80_contq70__lr_plain__firewall_continuation,f17b_firewall_h12_ddq80_contq70,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h12_ddq80_contq70__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,927,573,1.617801047120419,516,411,28295,0.5385766280106065,1.3464174995321356,0.0005809888112304277,0.5771305285868392,12.527241922139797,11.478818807897351,12.527241922139797,0.8737864077669902,9,0.9292035394604661,False,False,0.6764397905759163,0.3267912502339322,0.25272419221397974,0.5150622907379359,1.771017523761764,5e-05
f17b_firewall_h12_ddq80_contq70__lr_plain__firewall_continuation,f17b_firewall_h12_ddq80_contq70,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h12_ddq80_contq70__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,417,183,2.278688524590164,197,220,9427,0.6545485503573133,1.7189639903188476,0.001569660792223773,0.5323741007194245,21.442959955428552,18.181049575908446,21.442959955428552,0.8561151079136691,7,0.7245080891994947,False,False,0.5442622950819672,0.1405180048405762,1.1442959955428553,0.5792231584213784,2.408299453886777,5e-05
f17b_firewall_h12_ddq80_contq70__lr_plain__firewall_continuation,f17b_firewall_h12_ddq80_contq70,logreg_l2_c0p5_plain_argmax,f17b_f17b_firewall_h12_ddq80_contq70__lr_plain__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,307,131,2.3435114503816794,164,143,7277,0.04920860905950494,1.1072783682741143,0.0001602886288583223,0.5244299674267101,6.523347804073443,5.37535816525847,6.523347804073443,0.9218241042345277,10,0.28531346420195847,False,False,0.5312977099236641,0.44636081586294285,0.0,0.8364297880146562,1.8140883138012631,5e-05
f17b_firewall_h12_ddq80_contq70__lr_bal__firewall_continuation,f17b_firewall_h12_ddq80_contq70,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h12_ddq80_contq70__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,18248,573,31.846422338568935,9751,8497,10974,2.6643595343835,1.1157756593195103,0.00014600830416393575,0.5207693993862341,45.20372027455042,45.20372027455042,45.20372027455042,0.9518303375712407,28,0.8967181752056848,False,False,2.1846422338568936,0.44211217034024486,3.520372027455042,0.5748004730645002,6.721926904716681,5e-05
f17b_firewall_h12_ddq80_contq70__lr_bal__firewall_continuation,f17b_firewall_h12_ddq80_contq70,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h12_ddq80_contq70__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,6233,183,34.060109289617486,3352,2881,3611,0.08978931377196162,1.0105491258084065,1.4405473090319527e-05,0.49382319910155625,49.16566218381567,30.000414280909204,49.16566218381567,0.9845981068506338,29,0.22162661369969178,False,False,2.4060109289617486,0.49472543709579675,3.916566218381567,0.8933371719179238,7.710639756357036,5e-05
f17b_firewall_h12_ddq80_contq70__lr_bal__firewall_continuation,f17b_firewall_h12_ddq80_contq70,logreg_l2_c0p5_balanced_argmax,f17b_f17b_firewall_h12_ddq80_contq70__lr_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,5077,131,38.7557251908397,2856,2221,2507,-0.06524266411861372,0.9890669500883218,-1.2850633074377333e-05,0.5119164861138468,43.21189329783148,35.43430757951146,43.21189329783148,0.9773488280480599,28,0.22952564622245153,False,False,2.8755725190839696,0.5054665249558391,3.321189329783148,1.8865204318215238,8.58874880564448,5e-05
f17b_firewall_h12_ddq80_contq70__rf_bal__firewall_continuation,f17b_firewall_h12_ddq80_contq70,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h12_ddq80_contq70__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),train,aggregate(합계),train,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,21904,573,38.22687609075044,11608,10296,7318,2.7590626127403275,1.100927822146199,0.0001259615875064065,0.5155679327976626,45.15068176148691,45.15068176148691,45.15068176148691,0.9597333820306794,26,0.860819932121824,False,False,2.822687609075044,0.44953608892690045,3.5150681761486906,0.594511052458985,7.38180292660962,5e-05
f17b_firewall_h12_ddq80_contq70__rf_bal__firewall_continuation,f17b_firewall_h12_ddq80_contq70,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h12_ddq80_contq70__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),validation,aggregate(합계),validation,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,7579,183,41.41530054644809,4116,3463,2265,0.004500292647179577,1.0004464934198043,5.93784489666127e-07,0.4974271012006861,49.42672027179573,34.434750427067385,49.42672027179573,0.9893125742182346,22,0.22615318764264306,False,False,3.1415300546448086,0.49977675329009785,3.942672027179573,0.8934217239590162,8.477400559073496,5e-05
f17b_firewall_h12_ddq80_contq70__rf_bal__firewall_continuation,f17b_firewall_h12_ddq80_contq70,rf_depth5_leaf80_balanced_argmax,f17b_f17b_firewall_h12_ddq80_contq70__rf_bal__firewall_continuation,model_argmax_and_current_firewall_signal(모델 최대확률과 현재 방화벽 신호),oos,aggregate(합계),oos,Tier A(티어 A),Tier A separate(티어 A 분리),12,0,0.7,0.8,0.0,0.0,5811,131,44.3587786259542,3341,2470,1773,-0.18203215787474414,0.9736352470635639,-3.132544448025196e-05,0.5061091034245396,51.767937644726935,46.051364743130584,51.767937644726935,0.9741868869385648,39,0.15890782084008565,False,False,3.43587786259542,0.5131823764682181,4.176793764472693,1.9168755797443158,10.042729583280646,5e-05
