stage_num,stage_id,candidate_id,split,attempt_name,report_path,telemetry_path,summary_path,max_hold_bars,atr_sltp_enabled,atr_stop_multiplier,atr_take_profit_multiplier,signal_count,expected_signal_count,signal_count_diff,long_count,short_count,flat_count,order_attempt_count,order_fill_count,trade_count,deal_count,deal_in_count,deal_out_count,order_fill_rate,order_attempt_to_signal_ratio,trade_to_signal_ratio,deal_to_order_fill_ratio,deal_minus_order_fill,deal_count_equals_2x_trade,order_fill_equals_deal_count,net_profit,gross_profit,gross_loss,deal_profit_sum,deal_commission_sum,deal_swap_sum,deal_cost_sum,net_reconciliation_error,profit_factor,expectancy,win_rate_percent,average_win,average_loss,payoff_ratio,recovery_factor,max_drawdown_amount,max_drawdown_percent,short_trade_count,long_trade_count,net_per_signal,net_per_order_fill,net_per_trade,swap_per_trade,dd_per_trade,report_metric_status,deal_table_encoding,runtime_summary_status,last_skip_reason,conversion_read,economics_read,claim_boundary
21,stage_frontier_21__f20_seed_lifecycle_dd_containment_onnx_scout,f21c_hold2_atr0p8_tp1p6_cd0,validation_is,f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_validation_is_summary.csv,2,true,0.8,1.6,737,737,0,737,0,52071,1087,1087,712,1424,712,712,1.0,1.474898236092266,0.966078697421981,1.3100275988960441,337,true,false,93.98,998.47,-904.49,94.41,0.0,-0.43,-0.43,1.4210854715202004e-14,1.1,0.13,46.91,2.989431137724551,-2.392830687830688,1.2493283176816552,1.54,61.14,12.23,0,712,0.127516960651289,0.08645814167433304,0.1319943820224719,-0.0006039325842696629,0.017176966292134832,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,loose_lifecycle_compression_gte50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
21,stage_frontier_21__f20_seed_lifecycle_dd_containment_onnx_scout,f21c_hold2_atr0p8_tp1p6_cd0,oos,f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f21_f21c_hold2_atr0p8_tp1p6_cd0_oos_summary.csv,2,true,0.8,1.6,586,586,0,586,0,36751,893,893,570,1140,570,570,1.0,1.523890784982935,0.9726962457337884,1.2765957446808511,247,true,false,8.75,766.6,-757.85,8.749999999999998,0.0,0.0,0.0,1.7763568394002505e-15,1.01,0.02,48.25,2.7876363636363637,-2.5689830508474576,1.0851127891703203,0.09,98.8,17.18,0,570,0.014931740614334471,0.009798432250839866,0.015350877192982455,0.0,0.03014035087719298,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,loose_lifecycle_compression_gte50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
22,stage_frontier_22__session_return_shock_pf_source_onnx_scout,f22b_0263__hold2_atr0p8_tp1p6_cd0,validation_is,f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_validation_is_summary.csv,2,true,0.8,1.6,724,724,0,724,0,52084,1066,1066,715,1430,715,715,1.0,1.4723756906077348,0.9875690607734806,1.3414634146341464,364,true,false,1.32,869.67,-868.35,1.319999999999997,0.0,0.0,0.0,3.1086244689504383e-15,1.0,0.0,44.34,2.743438485804416,-2.18178391959799,1.2574290520529252,0.02,77.59,13.41,0,715,0.0018232044198895029,0.0012382739212007505,0.0018461538461538463,0.0,0.018755244755244756,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,loose_lifecycle_compression_gte50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
22,stage_frontier_22__session_return_shock_pf_source_onnx_scout,f22b_0263__hold2_atr0p8_tp1p6_cd0,oos,f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f22_f22b_0263__hold2_atr0p8_tp1p6_cd0_oos_summary.csv,2,true,0.8,1.6,595,595,0,595,0,36742,942,942,590,1180,590,590,1.0,1.5831932773109243,0.9915966386554622,1.2526539278131634,238,true,false,54.01,715.12,-661.11,54.01,0.0,0.0,0.0,0.0,1.08,0.09,49.15,2.4659310344827587,-2.2037,1.1189957954725047,0.77,70.54,13.38,0,590,0.09077310924369747,0.057335456475583864,0.09154237288135593,0.0,0.022677966101694917,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,loose_lifecycle_compression_gte50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
23,stage_frontier_23__payoff_asymmetry_pf_source_onnx_scout,f23c_0123,validation_is,f66_f23_f23c_0123_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f23_f23c_0123_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f23_f23c_0123_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f23_f23c_0123_validation_is_summary.csv,12,false,,,1386,1386,0,1386,0,51422,625,625,313,626,313,313,1.0,0.4509379509379509,0.22582972582972582,1.0016,1,true,false,311.77,1478.86,-1167.09,357.93,0.0,-46.16,-46.16,0.0,1.27,1.0,53.04,8.90879518072289,-7.93938775510204,1.1221010303971972,1.48,210.8,34.44,0,313,0.22494227994227992,0.498832,0.9960702875399361,-0.14747603833865813,0.11003194888178913,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,moderate_lifecycle_compression_20_to_50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
23,stage_frontier_23__payoff_asymmetry_pf_source_onnx_scout,f23c_0123,oos,f66_f23_f23c_0123_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f23_f23c_0123_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f23_f23c_0123_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f23_f23c_0123_oos_summary.csv,12,false,,,1071,1071,0,1071,0,36266,477,477,239,478,239,239,1.0,0.44537815126050423,0.223155929038282,1.0020964360587001,1,true,false,-203.14,880.24,-1083.38,-180.29,0.0,-22.85,-22.85,0.0,0.81,-0.85,51.46,7.156422764227642,-9.33948275862069,0.7662547219354303,-0.52,394.3,60.81,0,239,-0.18967320261437906,-0.42587002096436055,-0.8499581589958158,-0.09560669456066946,0.25443514644351467,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,moderate_lifecycle_compression_20_to_50pct,negative_net_per_signal_or_pf_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
24,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,f24c_0105,validation_is,f66_f24_f24c_0105_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f24_f24c_0105_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f24_f24c_0105_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f24_f24c_0105_validation_is_summary.csv,12,false,,,1233,1233,0,1233,0,51575,456,456,228,456,228,228,1.0,0.36982968369829683,0.18491484184914841,1.0,0,true,true,105.99,984.7,-878.71,121.96000000000001,0.0,-15.97,-15.97,-1.4210854715202004e-14,1.12,0.46,51.32,8.416239316239317,-7.916306306306307,1.0631523074763733,0.61,175.13,33.95,0,228,0.0859610705596107,0.23243421052631577,0.46486842105263154,-0.07004385964912281,0.14890350877192984,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,heavy_lifecycle_compression_lt20pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
24,stage_frontier_24__density_bridge_payoff_pockets_onnx_scout,f24c_0105,oos,f66_f24_f24c_0105_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f24_f24c_0105_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f24_f24c_0105_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f24_f24c_0105_oos_summary.csv,12,false,,,955,955,0,955,0,36382,338,338,169,338,169,169,1.0,0.3539267015706806,0.1769633507853403,1.0,0,true,true,93.28,726.62,-633.34,100.18,0.0,-6.9,-6.9,0.0,1.15,0.55,56.8,7.568958333333334,-8.675890410958905,0.8724128561804612,0.92,101.75,15.86,0,169,0.09767539267015707,0.27597633136094674,0.5519526627218935,-0.04082840236686391,0.09384615384615384,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,heavy_lifecycle_compression_lt20pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
25,stage_frontier_25__bridge_archetype_preselection_onnx_scout,f25b_0022,validation_is,f66_f25_f25b_0022_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f25_f25b_0022_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f25_f25b_0022_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f25_f25b_0022_validation_is_summary.csv,12,false,,,1026,1026,0,1026,0,51782,517,517,259,518,259,259,1.0,0.5038986354775828,0.2524366471734893,1.001934235976789,1,true,false,29.51,1239.04,-1209.53,69.63000000000001,0.0,-40.12,-40.12,-1.0658141036401503e-14,1.02,0.11,51.74,9.246567164179105,-9.67624,0.9555950621500815,0.09,343.31,58.53,0,259,0.028762183235867447,0.05707930367504836,0.11393822393822395,-0.1549034749034749,0.225984555984556,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,moderate_lifecycle_compression_20_to_50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
25,stage_frontier_25__bridge_archetype_preselection_onnx_scout,f25b_0022,oos,f66_f25_f25b_0022_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f25_f25b_0022_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f25_f25b_0022_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f25_f25b_0022_oos_summary.csv,12,false,,,807,807,0,807,0,36530,379,379,190,380,190,190,1.0,0.46964064436183395,0.23543990086741015,1.0026385224274406,1,true,false,-88.32,794.19,-882.51,-68.91000000000001,0.0,-19.41,-19.41,1.4210854715202004e-14,0.9,-0.46,56.32,7.422336448598132,-10.632650602409639,0.6980701921039364,-0.26,334.59,49.49,0,190,-0.10944237918215613,-0.2330343007915567,-0.46484210526315783,-0.1021578947368421,0.2604736842105263,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,moderate_lifecycle_compression_20_to_50pct,negative_net_per_signal_or_pf_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
27,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,f27b_0181,validation_is,f66_f27_f27b_0181_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f27_f27b_0181_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f27_f27b_0181_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f27_f27b_0181_validation_is_summary.csv,12,false,,,1091,1091,0,1091,0,51717,549,549,275,550,275,275,1.0,0.5032080659945004,0.2520623281393217,1.0018214936247722,1,true,false,131.85,1303.33,-1171.48,174.99,0.0,-43.14,-43.14,-2.842170943040401e-14,1.11,0.48,52.36,9.050902777777777,-8.94259541984733,1.0121114008680376,0.49,269.07,46.58,0,275,0.12085242896425297,0.2401639344262295,0.4794545454545454,-0.15687272727272727,0.1693818181818182,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,moderate_lifecycle_compression_20_to_50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
27,stage_frontier_27__soft_joint_satisfaction_penalty_bridge_union_onnx_scout,f27b_0181,oos,f66_f27_f27b_0181_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f27_f27b_0181_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f27_f27b_0181_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f27_f27b_0181_oos_summary.csv,12,false,,,876,876,0,876,0,36461,415,415,208,416,208,208,1.0,0.4737442922374429,0.2374429223744292,1.002409638554217,1,true,false,-99.72,796.0,-895.72,-79.88,0.0,-19.84,-19.84,0.0,0.89,-0.48,54.33,7.04424778761062,-9.42863157894737,0.7471124233276122,-0.28,355.6,51.63,0,208,-0.11383561643835616,-0.24028915662650602,-0.4794230769230769,-0.09538461538461539,0.24822115384615387,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,moderate_lifecycle_compression_20_to_50pct,negative_net_per_signal_or_pf_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
28,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,f28b_0001,validation_is,f66_f28_f28b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f28_f28b_0001_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f28_f28b_0001_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f28_f28b_0001_validation_is_summary.csv,12,false,,,1052,1052,0,1052,0,51756,509,509,255,510,255,255,1.0,0.4838403041825095,0.2423954372623574,1.0019646365422397,1,true,false,40.93,1053.7,-1012.77,78.46000000000001,0.0,-37.53,-37.53,-7.105427357601002e-15,1.04,0.16,50.59,8.168217054263566,-8.037857142857142,1.016218241888296,0.19,212.32,38.93,0,255,0.038906844106463875,0.08041257367387034,0.16050980392156863,-0.1471764705882353,0.15266666666666667,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,moderate_lifecycle_compression_20_to_50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
28,stage_frontier_28__train_only_stability_gap_penalty_for_pf_dd_balance_onnx_scout,f28b_0001,oos,f66_f28_f28b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f28_f28b_0001_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f28_f28b_0001_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f28_f28b_0001_oos_summary.csv,12,false,,,875,875,0,875,0,36462,389,389,195,390,195,195,1.0,0.44457142857142856,0.22285714285714286,1.0025706940874035,1,true,false,0.41,776.33,-775.92,21.97,0.0,-21.56,-21.56,-1.6653345369377348e-16,1.0,0.0,56.41,7.057545454545455,-9.128470588235293,0.7731355856742496,0.0,276.84,40.4,0,195,0.00046857142857142855,0.0010539845758354754,0.0021025641025641025,-0.11056410256410255,0.20717948717948717,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,moderate_lifecycle_compression_20_to_50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
29,stage_frontier_29__train_only_loss_concentration_veto_for_pf_dd_balance_onnx_scout,f29b_0274,validation_is,f66_f29_f29b_0274_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f29_f29b_0274_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f29_f29b_0274_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f29_f29b_0274_validation_is_summary.csv,12,false,,,673,673,0,673,0,52135,216,216,108,216,108,108,1.0,0.3209509658246657,0.16047548291233285,1.0,0,true,true,266.16,828.17,-562.01,275.21999999999997,0.0,-9.06,-9.06,5.684341886080802e-14,1.47,2.46,54.63,14.036779661016949,-11.469591836734693,1.2238255607370518,1.25,212.13,38.83,0,108,0.39548291233283805,1.2322222222222223,2.4644444444444447,-0.08388888888888889,0.35953703703703704,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,heavy_lifecycle_compression_lt20pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
29,stage_frontier_29__train_only_loss_concentration_veto_for_pf_dd_balance_onnx_scout,f29b_0274,oos,f66_f29_f29b_0274_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f29_f29b_0274_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f29_f29b_0274_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f29_f29b_0274_oos_summary.csv,12,false,,,423,423,0,423,0,36914,148,148,74,148,74,74,1.0,0.34988179669030733,0.17494089834515367,1.0,0,true,true,35.59,386.42,-350.83,42.93,0.0,-7.34,-7.34,0.0,1.1,0.48,51.35,10.168947368421053,-9.745277777777778,1.043474347299712,0.28,126.0,20.12,0,74,0.0841371158392435,0.240472972972973,0.480945945945946,-0.09918918918918919,0.2718918918918919,completed,utf-16,completed,feature_csv_timestamp_not_found:2026.04.13 23:55:00,heavy_lifecycle_compression_lt20pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
30,stage_frontier_30__train_density_preserving_selector_before_loss_veto_or_exit_shape_pivot_onnx_scout,f30b_0214,validation_is,f66_f30_f30b_0214_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f30_f30b_0214_validation_is.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f30_f30b_0214_validation_is_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier66_proxy_signal_mt5_backfill/telemetry/f66_f30_f30b_0214_validation_is_summary.csv,12,false,,,1091,1091,0,1091,0,51717,549,549,275,550,275,275,1.0,0.5032080659945004,0.2520623281393217,1.0018214936247722,1,true,false,131.85,1303.33,-1171.48,174.99,0.0,-43.14,-43.14,-2.842170943040401e-14,1.11,0.48,52.36,9.050902777777777,-8.94259541984733,1.0121114008680376,0.49,269.07,46.58,0,275,0.12085242896425297,0.2401639344262295,0.4794545454545454,-0.15687272727272727,0.1693818181818182,completed,utf-16,completed,feature_csv_timestamp_not_found:2025.09.30 23:55:00,moderate_lifecycle_compression_20_to_50pct,positive_net_per_signal_but_pf_or_dd_fail,runtime_native_order_intent_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
