run_id,parent_run_id,trade_index,entry_time,exit_time,entry_date,exit_date,entry_month,entry_quarter,exit_month,entry_hour,exit_hour,entry_session,side,entry_price,exit_price,volume,commission,swap,profit_before_swap,net_profit_after_cost,balance_after,hold_minutes_calendar,hold_m5_calendar,win_after_cost,claim_boundary,closed_balance_peak,closed_balance_drawdown_amount,closed_balance_drawdown_percent,hold_bucket
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,1,2025-01-02T17:00:00,2025-01-02T17:30:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,17,17,cash_open_17_20,long,21139.02,21035.07,0.1,0.0,0.0,-10.4,-10.4,489.6,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,0.0,0.0,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,2,2025-01-02T17:35:00,2025-01-02T18:10:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,17,18,cash_open_17_20,long,21012.52,20974.94,0.1,0.0,0.0,-3.76,-3.76,485.84,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,3.7600000000000477,0.76797385620916,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,3,2025-01-02T18:25:00,2025-01-02T18:55:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,18,18,cash_open_17_20,long,21035.64,21052.69,0.1,0.0,0.0,1.71,1.71,487.55,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,2.0500000000000114,0.41870915032679973,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,4,2025-01-02T19:00:00,2025-01-02T19:30:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,19,19,cash_open_17_20,long,21064.27,20898.19,0.1,0.0,0.0,-16.61,-16.61,470.94,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,18.660000000000025,3.8112745098039267,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,5,2025-01-02T19:45:00,2025-01-02T20:15:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,19,20,cash_open_17_20,short,20796.57,20779.52,0.1,0.0,0.0,1.71,1.71,472.65,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,16.950000000000045,3.462009803921578,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,6,2025-01-02T20:40:00,2025-01-02T20:50:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,20,20,cash_open_17_20,short,20765.82,20773.02,0.1,0.0,0.0,-0.72,-0.72,471.93,10,2,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,17.670000000000016,3.6090686274509833,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,7,2025-01-02T20:50:00,2025-01-02T21:20:00,2025-01-02,2025-01-02,2025-01,2025Q1,2025-01,20,21,cash_open_17_20,long,20773.02,20824.57,0.1,0.0,0.0,5.16,5.16,477.09,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,12.510000000000048,2.555147058823539,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,8,2025-01-03T16:40:00,2025-01-03T17:10:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,16,17,premarket_before_17,long,21161.86,21151.91,0.1,0.0,0.0,-1.0,-1.0,476.09,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,13.510000000000048,2.759395424836611,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,9,2025-01-03T17:15:00,2025-01-03T17:45:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,17,17,cash_open_17_20,long,21098.24,21123.54,0.1,0.0,0.0,2.53,2.53,478.62,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,10.980000000000018,2.242647058823533,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,10,2025-01-03T17:50:00,2025-01-03T18:20:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,17,18,cash_open_17_20,long,21124.99,21127.91,0.1,0.0,0.0,0.29,0.29,478.91,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,10.689999999999998,2.183415032679738,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,11,2025-01-03T18:25:00,2025-01-03T18:55:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,18,18,cash_open_17_20,long,21146.36,21232.66,0.1,0.0,0.0,8.63,8.63,487.54,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,2.0600000000000023,0.4207516339869285,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,12,2025-01-03T19:00:00,2025-01-03T19:30:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,19,19,cash_open_17_20,long,21213.24,21197.16,0.1,0.0,0.0,-1.61,-1.61,485.93,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,3.670000000000016,0.7495915032679771,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,13,2025-01-03T19:35:00,2025-01-03T20:10:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,19,20,cash_open_17_20,long,21205.74,21217.66,0.1,0.0,0.0,1.19,1.19,487.12,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,2.480000000000018,0.5065359477124219,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,14,2025-01-03T20:25:00,2025-01-03T20:55:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,20,20,cash_open_17_20,long,21226.86,21273.16,0.1,0.0,0.0,4.63,4.63,491.75,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,491.75,0.0,0.0,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,15,2025-01-03T21:05:00,2025-01-03T21:40:00,2025-01-03,2025-01-03,2025-01,2025Q1,2025-01,21,21,late_after_20,long,21272.36,21305.54,0.1,0.0,0.0,3.32,3.32,495.07,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,495.07,0.0,0.0,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,16,2025-01-06T16:50:00,2025-01-06T17:25:00,2025-01-06,2025-01-06,2025-01,2025Q1,2025-01,16,17,premarket_before_17,long,21589.95,21618.12,0.1,0.0,0.0,2.82,2.82,497.89,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,0.0,0.0,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,17,2025-01-06T17:30:00,2025-01-06T18:05:00,2025-01-06,2025-01-06,2025-01,2025Q1,2025-01,17,18,cash_open_17_20,long,21636.7,21636.5,0.1,0.0,0.0,-0.02,-0.02,497.87,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,0.01999999999998181,0.004016951535476071,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,18,2025-01-06T18:15:00,2025-01-06T19:00:00,2025-01-06,2025-01-06,2025-01,2025Q1,2025-01,18,19,cash_open_17_20,long,21641.57,21616.12,0.1,0.0,0.0,-2.55,-2.55,495.32,45,9,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,2.569999999999993,0.5161782723091433,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,19,2025-01-06T19:20:00,2025-01-06T20:00:00,2025-01-06,2025-01-06,2025-01,2025Q1,2025-01,19,20,cash_open_17_20,long,21592.32,21552.87,0.1,0.0,0.0,-3.95,-3.95,491.37,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,6.519999999999982,1.3095262005663866,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,20,2025-01-06T20:20:00,2025-01-06T20:50:00,2025-01-06,2025-01-06,2025-01,2025Q1,2025-01,20,20,cash_open_17_20,long,21527.82,21477.0,0.1,0.0,0.0,-5.08,-5.08,486.29,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,11.599999999999966,2.3298318905782334,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,21,2025-01-07T16:40:00,2025-01-07T17:10:00,2025-01-07,2025-01-07,2025-01,2025Q1,2025-01,16,17,premarket_before_17,long,21465.33,21329.51,0.1,0.0,0.0,-13.58,-13.58,472.71,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,25.180000000000007,5.057341983168975,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,22,2025-01-07T17:40:00,2025-01-07T18:05:00,2025-01-07,2025-01-07,2025-01,2025Q1,2025-01,17,18,cash_open_17_20,short,21193.38,21308.46,0.1,0.0,0.0,-11.51,-11.51,461.2,25,5,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,36.69,7.369097591837555,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,23,2025-01-07T18:05:00,2025-01-07T18:35:00,2025-01-07,2025-01-07,2025-01,2025Q1,2025-01,18,18,cash_open_17_20,long,21308.46,21275.76,0.1,0.0,0.0,-3.27,-3.27,457.93,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,39.95999999999998,8.025869167888485,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,24,2025-01-07T18:45:00,2025-01-07T19:15:00,2025-01-07,2025-01-07,2025-01,2025Q1,2025-01,18,19,cash_open_17_20,long,21267.96,21228.38,0.1,0.0,0.0,-3.96,-3.96,453.97,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,43.91999999999996,8.821225571913468,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,25,2025-01-08T16:40:00,2025-01-08T17:10:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,16,17,premarket_before_17,long,21066.86,21115.78,0.1,0.0,0.0,4.89,4.89,458.86,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,39.02999999999997,7.8390809214886765,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,26,2025-01-08T17:15:00,2025-01-08T17:45:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,17,17,cash_open_17_20,long,21010.11,21072.66,0.1,0.0,0.0,6.26,6.26,465.12,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,32.76999999999998,6.581775090883525,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,27,2025-01-08T18:00:00,2025-01-08T18:30:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,18,18,cash_open_17_20,long,21123.11,21100.28,0.1,0.0,0.0,-2.28,-2.28,462.84,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,35.05000000000001,7.03970756592822,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,28,2025-01-08T18:35:00,2025-01-08T19:05:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,18,19,cash_open_17_20,long,21125.61,21110.91,0.1,0.0,0.0,-1.47,-1.47,461.37,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,36.51999999999998,7.334953503785973,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,29,2025-01-08T20:10:00,2025-01-08T20:40:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,20,20,cash_open_17_20,long,21084.48,21150.03,0.1,0.0,0.0,6.56,6.56,467.93,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,29.95999999999998,6.017393400148623,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,30,2025-01-08T20:45:00,2025-01-08T21:15:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,20,21,cash_open_17_20,long,21142.98,21093.41,0.1,0.0,0.0,-4.96,-4.96,462.97,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,34.91999999999996,7.013597380947591,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,31,2025-01-08T21:30:00,2025-01-08T22:00:00,2025-01-08,2025-01-08,2025-01,2025Q1,2025-01,21,22,late_after_20,long,21183.48,21102.03,0.1,0.0,0.0,-8.15,-8.15,454.82,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,43.06999999999999,8.650505131655585,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,32,2025-01-10T17:10:00,2025-01-10T17:40:00,2025-01-10,2025-01-10,2025-01,2025Q1,2025-01,17,17,cash_open_17_20,short,20670.48,20842.81,0.1,0.0,0.0,-17.23,-17.23,437.59,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,60.30000000000001,12.111108879471372,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,33,2025-01-10T18:30:00,2025-01-10T19:00:00,2025-01-10,2025-01-10,2025-01,2025Q1,2025-01,18,19,cash_open_17_20,long,20712.06,20671.61,0.1,0.0,0.0,-4.05,-4.05,433.54,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,64.34999999999997,12.924541565406006,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,34,2025-01-10T19:05:00,2025-01-10T19:35:00,2025-01-10,2025-01-10,2025-01,2025Q1,2025-01,19,19,cash_open_17_20,short,20664.36,20738.68,0.1,0.0,0.0,-7.43,-7.43,426.11,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,71.77999999999997,14.416839060836725,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,35,2025-01-13T17:20:00,2025-01-13T17:50:00,2025-01-13,2025-01-13,2025-01,2025Q1,2025-01,17,17,cash_open_17_20,long,20569.78,20660.95,0.1,0.0,0.0,9.12,9.12,435.23,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,62.65999999999997,12.58510916065797,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,36,2025-01-13T18:05:00,2025-01-13T18:35:00,2025-01-13,2025-01-13,2025-01,2025Q1,2025-01,18,18,cash_open_17_20,long,20569.4,20557.45,0.1,0.0,0.0,-1.2,-1.2,434.03,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,63.860000000000014,12.826126252786763,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,37,2025-01-13T18:50:00,2025-01-13T19:25:00,2025-01-13,2025-01-13,2025-01,2025Q1,2025-01,18,19,cash_open_17_20,long,20589.4,20627.08,0.1,0.0,0.0,3.77,3.77,437.8,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,60.089999999999975,12.068930888348827,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,38,2025-01-13T20:05:00,2025-01-13T20:40:00,2025-01-13,2025-01-13,2025-01,2025Q1,2025-01,20,20,cash_open_17_20,long,20670.4,20680.2,0.1,0.0,0.0,0.98,0.98,438.78,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,59.110000000000014,11.872100263110328,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,39,2025-01-13T20:50:00,2025-01-13T21:20:00,2025-01-13,2025-01-13,2025-01,2025Q1,2025-01,20,21,cash_open_17_20,long,20691.65,20626.2,0.1,0.0,0.0,-6.55,-6.55,432.23,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,65.65999999999997,13.187651890979929,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,40,2025-01-13T21:55:00,2025-01-14T16:55:00,2025-01-13,2025-01-14,2025-01,2025Q1,2025-01,21,16,late_after_20,long,20667.03,20792.77,0.1,0.0,0.15,12.57,12.72,444.95,1140,228,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,52.94,10.63287071441483,006_97_to_288_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,41,2025-01-14T17:05:00,2025-01-14T17:35:00,2025-01-14,2025-01-14,2025-01,2025Q1,2025-01,17,17,cash_open_17_20,long,20802.97,20779.89,0.1,0.0,0.0,-2.31,-2.31,442.64,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,55.25,11.096828616762739,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,42,2025-01-14T17:50:00,2025-01-14T18:20:00,2025-01-14,2025-01-14,2025-01,2025Q1,2025-01,17,18,cash_open_17_20,long,20754.72,20685.27,0.1,0.0,0.0,-6.95,-6.95,435.69,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,62.19999999999999,12.492719275341942,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,43,2025-01-14T20:15:00,2025-01-14T20:50:00,2025-01-14,2025-01-14,2025-01,2025Q1,2025-01,20,20,cash_open_17_20,long,20668.34,20777.89,0.1,0.0,0.0,10.96,10.96,446.65,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,51.24000000000001,10.291429833899056,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,44,2025-01-14T20:55:00,2025-01-14T21:30:00,2025-01-14,2025-01-14,2025-01,2025Q1,2025-01,20,21,cash_open_17_20,long,20789.34,20767.89,0.1,0.0,0.0,-2.15,-2.15,444.5,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,53.389999999999986,10.723252123963121,002_7_to_12_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,45,2025-01-15T17:50:00,2025-01-15T18:20:00,2025-01-15,2025-01-15,2025-01,2025Q1,2025-01,17,18,cash_open_17_20,long,21143.68,21136.85,0.1,0.0,0.0,-0.68,-0.68,443.82,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,54.06999999999999,10.859828476169433,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,46,2025-01-15T18:25:00,2025-01-15T18:55:00,2025-01-15,2025-01-15,2025-01,2025Q1,2025-01,18,18,cash_open_17_20,long,21134.68,21062.35,0.1,0.0,0.0,-7.23,-7.23,436.59,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,61.30000000000001,12.311956456245358,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,47,2025-01-15T19:15:00,2025-01-15T19:45:00,2025-01-15,2025-01-15,2025-01,2025Q1,2025-01,19,19,cash_open_17_20,long,21102.68,21146.48,0.1,0.0,0.0,4.38,4.38,440.97,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,56.91999999999996,11.432244069975289,001_<=6_m5_calendar
run364BK_review_h19_opposite_margin_runtime_probe_without_db_v1,run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,48,2025-01-15T19:50:00,2025-01-15T20:25:00,2025-01-15,2025-01-15,2025-01,2025Q1,2025-01,19,20,cash_open_17_20,long,21151.8,21160.73,0.1,0.0,0.0,0.89,0.89,441.86,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,56.02999999999997,11.253489726646443,002_7_to_12_m5_calendar
