copy_id,attempt_name,source_path,target_path,exists,sha256,effect,claim_boundary
run364F_rf_depth3_balanced_density_3_0_keep_long_p3::telemetry,run364F_rf_depth3_balanced_density_3_0_keep_long_p3,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/stage364/run364F_timestamp_context_onnx_runtime_probe/telemetry/run364F_rf_depth3_balanced_density_3_0_keep_long_p3_telemetry.csv,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364G/runtime_telemetry/run364F_rf_depth3_balanced_density_3_0_keep_long_p3_telemetry.csv,True,3df0f83d9692148750f257c60975d75f8f303750d416c2227e2c61d4489f7d92,runtime telemetry(런타임 기록)를 run folder(실행 폴더)에 복사해 비교 근거를 고정한다.,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3::summary,run364F_rf_depth3_balanced_density_3_0_keep_long_p3,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/stage364/run364F_timestamp_context_onnx_runtime_probe/telemetry/run364F_rf_depth3_balanced_density_3_0_keep_long_p3_summary.csv,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364G/runtime_telemetry/run364F_rf_depth3_balanced_density_3_0_keep_long_p3_summary.csv,True,1c3dbdc436e6e02259b726f0296d0b5470f4261d7e01f88abeed755be5149d51,runtime telemetry(런타임 기록)를 run folder(실행 폴더)에 복사해 비교 근거를 고정한다.,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
