attempt_name,model_id,bar_time,source_time,expected_found,hash_match,probability_match,decision_match,mt5_input_hash,expected_mql_input_hash,expected_source_input_hash,mt5_p_short,expected_p_short,abs_diff_p_short,mt5_p_flat,expected_p_flat,abs_diff_p_flat,mt5_p_long,expected_p_long,abs_diff_p_long,mt5_decision,expected_decision,comparison_status,claim_boundary
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.09 17:00:00,2025.10.09 17:00:00,True,True,True,True,7AD865E20C1A04F2,7AD865E20C1A04F2,577C988BE0F343B5,0.0,0.0,0.0,0.0,0.0,0.0,0.5632495284,0.563249468803,5.959700000168766e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.09 18:35:00,2025.10.09 18:35:00,True,True,True,True,6FF0ED3F7B4E6F1D,6FF0ED3F7B4E6F1D,1F0317E0EFD4EF0B,0.0,0.0,0.0,0.0,0.0,0.0,0.5522534251,0.552253305912,1.1918800002508334e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.09 20:15:00,2025.10.09 20:15:00,True,True,True,True,C3196DC1E5773F52,C3196DC1E5773F52,47039F9484D529C1,0.0,0.0,0.0,0.0,0.0,0.0,0.5209487081,0.520948708057,4.300004796675694e-11,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.10 17:05:00,2025.10.10 17:05:00,True,True,True,True,12278589A79656EA,12278589A79656EA,CB9679E4EEA64682,0.0,0.0,0.0,0.0,0.0,0.0,0.5344631076,0.534463107586,1.4000023362825686e-11,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.13 16:45:00,2025.10.13 16:45:00,True,True,True,True,E7A11D1E8F5F1692,E7A11D1E8F5F1692,86FF610492FD211B,0.0,0.0,0.0,0.0,0.0,0.0,0.5223170519,0.522317171097,1.1919700004803246e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.13 17:00:00,2025.10.13 17:00:00,True,True,True,True,A17CD51FF5374974,A17CD51FF5374974,CFFAEA376B47C073,0.0,0.0,0.0,0.0,0.0,0.0,0.4280502498,0.428050100803,1.4899700001569371e-07,flat,flat,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.13 18:15:00,2025.10.13 18:15:00,True,True,True,True,D29F8285FF010B8F,D29F8285FF010B8F,F660B5C5A6DD725A,0.0,0.0,0.0,0.0,0.0,0.0,0.5910297036,0.591029524803,1.7879699998335497e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.14 16:55:00,2025.10.14 16:55:00,True,True,True,True,32F66434CBEEB774,32F66434CBEEB774,8E9F42FD7782D903,0.0,0.0,0.0,0.0,0.0,0.0,0.5005472898,0.500547170639,1.1916099995623597e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.14 18:00:00,2025.10.14 18:00:00,True,True,True,True,BAA02A44FB791AD5,BAA02A44FB791AD5,98C225D4DA6C6F7E,0.0,0.0,0.0,0.0,0.0,0.0,0.517275691,0.517275631428,5.957199999961915e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.14 19:05:00,2025.10.14 19:05:00,True,True,True,True,A8BC1F9B14FD50C6,A8BC1F9B14FD50C6,489F307ADCA0ADDD,0.0,0.0,0.0,0.0,0.0,0.0,0.5602467656,0.560246765614,1.4000023362825686e-11,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.14 20:10:00,2025.10.14 20:10:00,True,True,True,True,ACB3F420A328D188,ACB3F420A328D188,9B2BCFE3B675EDBA,0.0,0.0,0.0,0.0,0.0,0.0,0.5969121456,0.596911907196,2.3840400009689233e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.14 20:45:00,2025.10.14 20:45:00,True,True,True,True,8D33C7CC9711B6BD,8D33C7CC9711B6BD,768CED2465B54A14,0.0,0.0,0.0,0.0,0.0,0.0,0.5018276572,0.501827597618,5.9582000000446556e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.15 16:55:00,2025.10.15 16:55:00,True,True,True,True,853E8BDCD9F25332,853E8BDCD9F25332,FD0133C1A4B3A43F,0.0,0.0,0.0,0.0,0.0,0.0,0.4957706928,0.495770633221,5.9579000011300565e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.15 18:00:00,2025.10.15 18:00:00,True,True,True,True,77E072DF075CBB57,77E072DF075CBB57,83141E6D40EBD204,0.0,0.0,0.0,0.0,0.0,0.0,0.5066364408,0.50663626194,1.7886000003297653e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.15 19:40:00,2025.10.15 19:40:00,True,True,True,True,CA0F269274974AF,CA0F269274974AF,BEA0741FAF0BF8C1,0.0,0.0,0.0,0.0,0.0,0.0,0.5037019849,0.503701865673,1.1922699993949237e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.16 16:45:00,2025.10.16 16:45:00,True,True,True,True,61B5081E711388BC,61B5081E711388BC,40DC2E4666472873,0.0,0.0,0.0,0.0,0.0,0.0,0.4747375548,0.474737524986,2.9813999991024076e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.16 17:50:00,2025.10.16 17:50:00,True,True,True,True,ABCCC4CB20246340,ABCCC4CB20246340,A2EA349714F83854,0.0,0.0,0.0,0.0,0.0,0.0,0.4538609684,0.453860759735,2.0866500000105148e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.16 20:00:00,2025.10.16 20:00:00,True,True,True,True,7CB906673B9C0430,7CB906673B9C0430,71829E12327CB896,0.0,0.0,0.0,0.0,0.0,0.0,0.4894713759,0.489471197128,1.7877199998128646e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.16 20:10:00,2025.10.16 20:10:00,True,True,True,True,DBF3F21189E41BDC,DBF3F21189E41BDC,9D5786D1D3217E08,0.0,0.0,0.0,0.0,0.0,0.0,0.4726317823,0.472631603479,1.788210000075452e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.16 20:55:00,2025.10.16 20:55:00,True,True,True,True,DDF6364ED4A39BBA,DDF6364ED4A39BBA,106888AD84E622C5,0.0,0.0,0.0,0.0,0.0,0.0,0.4426202178,0.4426202178,0.0,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.17 16:35:00,2025.10.17 16:35:00,True,True,True,True,296CF34ACB083776,296CF34ACB083776,ABC0008DB9CDC699,0.0,0.0,0.0,0.0,0.0,0.0,0.4237647951,0.423764705658,8.944199997307223e-08,flat,flat,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.17 16:50:00,2025.10.17 16:50:00,True,True,True,True,3C28738572FD7662,3C28738572FD7662,3344F0D4F922C26E,0.0,0.0,0.0,0.0,0.0,0.0,0.417414099,0.417414098978,2.1999957411367177e-11,flat,flat,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.17 17:55:00,2025.10.17 17:55:00,True,True,True,True,6766682855B18547,6766682855B18547,4B29CDEBD90ED87C,0.0,0.0,0.0,0.0,0.0,0.0,0.3060748875,0.306074798107,8.939300000232464e-08,flat,flat,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.17 18:45:00,2025.10.17 18:45:00,True,True,True,True,4AAED178B57A1E66,4AAED178B57A1E66,1B0C14C64C3B6A39,0.0,0.0,0.0,0.0,0.0,0.0,0.4414069355,0.44140702486,8.936000001069644e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.17 19:50:00,2025.10.17 19:50:00,True,True,True,True,252DADE0A09F7F97,252DADE0A09F7F97,65BCCD85E6BA93FF,0.0,0.0,0.0,0.0,0.0,0.0,0.4871382713,0.487138211727,5.957299997749743e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.17 20:55:00,2025.10.17 20:55:00,True,True,True,True,5022DEDC4D38622C,5022DEDC4D38622C,6CC30DD5E87C8C02,0.0,0.0,0.0,0.0,0.0,0.0,0.5146073103,0.514607310295,5.000000413701855e-12,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.20 16:35:00,2025.10.20 16:35:00,True,True,True,True,70D39842A2DD2D0C,70D39842A2DD2D0C,4D0ADBEBC8FC02AD,0.0,0.0,0.0,0.0,0.0,0.0,0.5133396983,0.513339757919,5.961899995909903e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.20 16:50:00,2025.10.20 16:50:00,True,True,True,True,4DF999B5FE3AB984,4DF999B5FE3AB984,76A33FCACC38161E,0.0,0.0,0.0,0.0,0.0,0.0,0.5280347466,0.528034806252,5.965200000623838e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.20 17:05:00,2025.10.20 17:05:00,True,True,True,True,DB4E0617EBB685AB,DB4E0617EBB685AB,7C0E42D9FD53F49F,0.0,0.0,0.0,0.0,0.0,0.0,0.6155760288,0.61557585001,1.787899999161624e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.20 18:10:00,2025.10.20 18:10:00,True,True,True,True,9D1B7C45E949D304,9D1B7C45E949D304,C484B487E7A5CFFA,0.0,0.0,0.0,0.0,0.0,0.0,0.5297227502,0.529722690582,5.961799998122075e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.20 19:20:00,2025.10.20 19:20:00,True,True,True,True,F8FE3DEBF78C4CBC,F8FE3DEBF78C4CBC,42BCE65D8D9012A5,0.0,0.0,0.0,0.0,0.0,0.0,0.5158059001,0.515805900097,3.000044657142098e-12,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.21 16:55:00,2025.10.21 16:55:00,True,True,True,True,9662B9276E03AFEF,9662B9276E03AFEF,BAD4604DC84F5E4F,0.0,0.0,0.0,0.0,0.0,0.0,0.5807792544,0.580779194832,5.956799997708373e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.21 17:05:00,2025.10.21 17:05:00,True,True,True,True,6D4C16F05D66C0E0,6D4C16F05D66C0E0,B8B642B5DC9606D2,0.0,0.0,0.0,0.0,0.0,0.0,0.5709238052,0.570923566818,2.3838199991743636e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.21 18:20:00,2025.10.21 18:20:00,True,True,True,True,9D971E61638D8877,9D971E61638D8877,B039E02C5D99F0D9,0.0,0.0,0.0,0.0,0.0,0.0,0.4760222137,0.476022362709,1.4900900002778883e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.22 17:00:00,2025.10.22 17:00:00,True,True,True,True,92B8BC40530363FB,92B8BC40530363FB,27AD2285C9C2C1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.5138933063,0.51389336586,5.956000004303519e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.22 18:00:00,2025.10.22 18:00:00,True,True,True,True,74954D991A0306D6,74954D991A0306D6,7CF8363E3CAC940,0.0,0.0,0.0,0.0,0.0,0.0,0.5174981952,0.517498016357,1.7884299996495656e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.22 19:00:00,2025.10.22 19:00:00,True,True,True,True,FFC847DA2BD1DF72,FFC847DA2BD1DF72,399F8B5CD47BECD,0.0,0.0,0.0,0.0,0.0,0.0,0.5353903174,0.535390257835,5.956499993242659e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.22 19:10:00,2025.10.22 19:10:00,True,True,True,True,3455C3FBBDAF7ACE,3455C3FBBDAF7ACE,975341DDC37F4E1C,0.0,0.0,0.0,0.0,0.0,0.0,0.5156057477,0.5156057477,0.0,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.22 19:20:00,2025.10.22 19:20:00,True,True,True,True,DE59BBC96B85024E,DE59BBC96B85024E,EDA6733C7F5D7008,0.0,0.0,0.0,0.0,0.0,0.0,0.5322946906,0.532294690609,9.000022949123831e-12,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.23 16:40:00,2025.10.23 16:40:00,True,True,True,True,E360EEE5BCAA5107,E360EEE5BCAA5107,9B86D3E1D36A5881,0.0,0.0,0.0,0.0,0.0,0.0,0.4797625542,0.479762524366,2.9834000048190035e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.23 17:45:00,2025.10.23 17:45:00,True,True,True,True,1899B0608CDF2306,1899B0608CDF2306,2CD8436D5AA4804F,0.0,0.0,0.0,0.0,0.0,0.0,0.4296788573,0.429678827524,2.9775999998982172e-08,flat,flat,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.23 18:50:00,2025.10.23 18:50:00,True,True,True,True,36B11286797A18F2,36B11286797A18F2,BBA8048D0B5B17,0.0,0.0,0.0,0.0,0.0,0.0,0.5369594693,0.536959469318,1.79999348759452e-11,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.24 16:35:00,2025.10.24 16:35:00,True,True,True,True,9104D022039FEF9F,9104D022039FEF9F,65FDBB6BCB8AA58,0.0,0.0,0.0,0.0,0.0,0.0,0.476075232,0.476075172424,5.9576000022154574e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.24 17:00:00,2025.10.24 17:00:00,True,True,True,True,F239987EE9797EF0,F239987EE9797EF0,FC91A4591117C00C,0.0,0.0,0.0,0.0,0.0,0.0,0.5737918019,0.573791563511,2.3838899998462892e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.27 17:05:00,2025.10.27 17:05:00,True,True,True,True,E4851D25A8D13070,E4851D25A8D13070,883B7AC680B2C1F,0.0,0.0,0.0,0.0,0.0,0.0,0.5281605721,0.528160631657,5.9556999998378046e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.28 16:35:00,2025.10.28 16:35:00,True,True,True,True,A1D08D09CEEE7EDD,A1D08D09CEEE7EDD,3A4DDDA9E6746C75,0.0,0.0,0.0,0.0,0.0,0.0,0.580101192,0.580101311207,1.1920700004885987e-07,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.29 17:05:00,2025.10.29 17:05:00,True,True,True,True,BA82A32B1507307A,BA82A32B1507307A,E5A4CCA7B823792C,0.0,0.0,0.0,0.0,0.0,0.0,0.4609895051,0.460989564657,5.9556999998378046e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.29 19:05:00,2025.10.29 19:05:00,True,True,True,True,AAE9604BD2326C81,AAE9604BD2326C81,2F66A79AE702AF85,0.0,0.0,0.0,0.0,0.0,0.0,0.4504272044,0.450427293777,8.937700002320526e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364F_rf_depth3_balanced_density_3_0_keep_long_p3,rf_depth3_balanced,2025.10.30 16:50:00,2025.10.30 16:50:00,True,True,True,True,D5EAB6FCF5619C53,D5EAB6FCF5619C53,8CF2830F5A25AE16,0.0,0.0,0.0,0.0,0.0,0.0,0.4762144685,0.476214379072,8.942800000522055e-08,long,long,matched,research_development_mt5_runtime_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
