attempt_name,artifact_slug,bar_time_server,timestamp_utc,gap_type,decision_proxy,decision_mt5,p_short_proxy,p_short_mt5,p_flat_proxy,p_flat_mt5,p_long_proxy,p_long_mt5,mt5_skip_reason,usable_for_runtime_signal_parity,usable_for_forward_pass_fail,claim_boundary
u42_bal_rf,u42_bal,2026.05.23 00:00:00,2026-05-23T00:00:00Z,feature_only_terminal_bar,flat,,0.262219429016,,0.497726410627,,0.240054219961,,,true,false,research_development_only_stage335L_runtime_parity_proxy_usability_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
u42_plain_rf,u42_plain,2026.05.23 00:00:00,2026-05-23T00:00:00Z,feature_only_terminal_bar,flat,,0.24597196281,,0.492964804173,,0.261063247919,,,true,false,research_development_only_stage335L_runtime_parity_proxy_usability_review_no_model_training_no_threshold_retuning_no_lot_optimization_no_direct_forward_pocket_filtering_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
