attempt_name,candidate_id,candidate_alias,candidate_role,profile_label,risk_shape_mode,queue_id,tier,split,execution_status,runtime_status,runtime_wait_status,runtime_deinit_reason,runtime_detail,report_status,report_trade_count,report_net_profit,report_profit_factor,report_equity_dd_percent,report_path,attempt_read,claim_boundary
run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,,q01_s258_supply_continuity_table_handoff_repair,Tier A,adjacent_2023_h2_train_pre_2024,completed,completed,completed,remove,,completed,265,1225.63,1.75,12.98,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_01_s258_stc_2023h2_handoff_repair_2023h2.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_02_s258_stc_2025h1_handoff_repair_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h1,,q01_s258_supply_continuity_table_handoff_repair,Tier A,adjacent_2025_h1_validation_post_2024,completed,completed,completed,remove,,completed,357,343.7,1.17,17.93,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_02_s258_stc_2025h1_handoff_repair_2025h1.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_03_s258_stc_2025h2_handoff_repair_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h2,,q01_s258_supply_continuity_table_handoff_repair,Tier A,adjacent_2025_h2_oos_followthrough,completed,completed,completed,remove,,completed,259,239.86,1.15,24.72,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_03_s258_stc_2025h2_handoff_repair_2025h2.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_04_s258_stc_2023h2_noncalendar_impulse_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_noncalendar_impulse_2023h2,,q02_s258_noncalendar_impulse_reentry_cross_period,Tier A,adjacent_2023_h2_train_pre_2024,completed,completed,completed,remove,,completed,264,1544.71,1.78,15.6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_04_s258_stc_2023h2_noncalendar_impulse_2023h2.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_05_s258_stc_2025h1_noncalendar_impulse_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_noncalendar_impulse_2025h1,,q02_s258_noncalendar_impulse_reentry_cross_period,Tier A,adjacent_2025_h1_validation_post_2024,completed,completed,completed,remove,,completed,355,417.0,1.18,26.32,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_05_s258_stc_2025h1_noncalendar_impulse_2025h1.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_06_s258_stc_2025h2_noncalendar_impulse_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_noncalendar_impulse_2025h2,,q02_s258_noncalendar_impulse_reentry_cross_period,Tier A,adjacent_2025_h2_oos_followthrough,completed,completed,completed,remove,,completed,256,182.05,1.1,25.33,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_06_s258_stc_2025h2_noncalendar_impulse_2025h2.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_07_s264_aih_validation_explosive_shock_anchor_validation_is,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_validation_explosive_shock_anchor,,q03_s264_aih_explosive_shock_state_oos_final_month,Tier A,validation_is,blocked,blocked,timeout,init_failed,ebm_table_open_failed:5003,completed,0,0.0,0.0,0.0,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_07_s264_aih_validation_explosive_shock_anchor_validation_is.htm,init_failure_ebm_table_open_blocks_candidate_evidence(EBM 테이블 열기 초기화 실패로 후보 근거 차단),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_08_s264_aih_202604_explosive_shock_probe_202604,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_202604_explosive_shock_probe,,q03_s264_aih_explosive_shock_state_oos_final_month,Tier A,oos_final_month_2026_04,completed,completed,completed,remove,,completed,17,-33.16,0.55,9.87,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_08_s264_aih_202604_explosive_shock_probe_202604.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_09_s264_lc_202604_defensive_control_202604,s264_lowrank_control,s264_lc,defensive_control,s264_lc_202604_defensive_control,,q04_s264_lc_defensive_dd_cluster_control,Tier A,oos_final_month_2026_04,completed,completed,completed,remove,,completed,17,-39.29,0.4,10.36,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_09_s264_lc_202604_defensive_control_202604.htm,usable_runtime_trade_evidence(사용 가능한 런타임 거래 근거),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
