attempt_name,record_view,candidate_id,candidate_alias,candidate_role,profile_label,tier_scope,split,tier,runtime_status,runtime_deinit_reason,net_profit,profit_factor,trade_count,expectancy,report_equity_drawdown_percent,report_balance_drawdown_percent,recovery_factor,positive_month_ratio,negative_month_count,worst_month,worst_month_net,weakest_weekday,weakest_weekday_net,weakest_session,weakest_session_net,weakest_hour,weakest_hour_net,weakest_chron_segment,weakest_chron_net,source_chart_path,curve_read,profile_read,claim_boundary
run267du_04_s258_stc_2023h2_noncalendar_impulse_2023h2,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_04_s258_stc_2023h2_noncalendar_impulse_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_noncalendar_impulse_2023h2,tier_a_only,adjacent_2023_h2_train_pre_2024,Tier A,completed,remove,1544.71,1.78176,264,5.851174,15.6,14.61,5.58,1.0,0,2023-07,3.17,Friday,55.94,session_00_06_report_time,33.75,16,-699.43,chron_mid,374.89,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_04_s258_stc_2023h2_noncalendar_impulse_2023h2.png,"constructive_but_supply_thin_no_selection(건설적이나 거래 공급 얇음, 선택 아님)","constructive_but_trade_supply_thin_no_selection(건설적이나 거래 수 얇음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_01_s258_stc_2023h2_handoff_repair_2023h2,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267du_01_s258_stc_2023h2_handoff_repair_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2023h2,tier_a_only,adjacent_2023_h2_train_pre_2024,Tier A,completed,remove,1225.63,1.753103,265,4.625019,12.98,12.0,6.58,1.0,0,2023-07,35.39,Friday,25.93,session_00_06_report_time,3.67,16,-104.08,chron_mid,165.82,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_01_s258_stc_2023h2_handoff_repair_2023h2.png,"constructive_but_supply_thin_no_selection(건설적이나 거래 공급 얇음, 선택 아님)","constructive_but_trade_supply_thin_no_selection(건설적이나 거래 수 얇음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_05_s258_stc_2025h1_noncalendar_impulse_2025h1,mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267du_05_s258_stc_2025h1_noncalendar_impulse_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_noncalendar_impulse_2025h1,tier_a_only,adjacent_2025_h1_validation_post_2024,Tier A,completed,remove,417.0,1.179265,355,1.174648,26.32,24.68,1.51,0.666667,2,2025-05,-110.97,Friday,-55.68,session_21_23_report_time,-79.5,22,-122.36,chron_late,24.7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_05_s258_stc_2025h1_noncalendar_impulse_2025h1.png,profit_with_uncomfortable_dd_or_month_hole(수익은 있으나 손실폭 또는 월별 구멍 불편),"profitable_but_curve_risk_no_selection(수익은 있으나 곡선 위험, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_02_s258_stc_2025h1_handoff_repair_2025h1,mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267du_02_s258_stc_2025h1_handoff_repair_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h1,tier_a_only,adjacent_2025_h1_validation_post_2024,Tier A,completed,remove,343.7,1.17321,357,0.962745,17.93,14.13,2.53,0.833333,1,2025-05,-15.11,Tuesday,-41.18,session_21_23_report_time,-101.11,21,-82.27,chron_late,51.23,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_02_s258_stc_2025h1_handoff_repair_2025h1.png,"positive_but_quality_decay_watch_no_selection(양수지만 품질 약화 관찰, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_03_s258_stc_2025h2_handoff_repair_2025h2,mt5_tier_a_adjacent_2025_h2_oos_followthrough__run267du_03_s258_stc_2025h2_handoff_repair_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_table_handoff_repair_2025h2,tier_a_only,adjacent_2025_h2_oos_followthrough,Tier A,completed,remove,239.86,1.150701,259,0.9261,24.72,22.98,1.06,0.666667,2,2025-12,-136.08,Monday,-60.47,session_21_23_report_time,-73.81,19,-109.31,chron_late,-2.87,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_03_s258_stc_2025h2_handoff_repair_2025h2.png,profit_with_uncomfortable_dd_or_month_hole(수익은 있으나 손실폭 또는 월별 구멍 불편),"profitable_but_curve_risk_no_selection(수익은 있으나 곡선 위험, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_06_s258_stc_2025h2_noncalendar_impulse_2025h2,mt5_tier_a_adjacent_2025_h2_oos_followthrough__run267du_06_s258_stc_2025h2_noncalendar_impulse_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_noncalendar_impulse_2025h2,tier_a_only,adjacent_2025_h2_oos_followthrough,Tier A,completed,remove,182.05,1.102899,256,0.711133,25.33,23.44,0.88,0.666667,2,2025-12,-76.15,Monday,-184.02,session_13_20_report_time,-45.24,19,-83.47,chron_late,-5.46,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_06_s258_stc_2025h2_noncalendar_impulse_2025h2.png,profit_with_uncomfortable_dd_or_month_hole(수익은 있으나 손실폭 또는 월별 구멍 불편),"profitable_but_curve_risk_no_selection(수익은 있으나 곡선 위험, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_08_s264_aih_202604_explosive_shock_probe_202604,mt5_tier_a_oos_final_month_2026_04__run267du_08_s264_aih_202604_explosive_shock_probe_202604,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_202604_explosive_shock_probe,tier_a_only,oos_final_month_2026_04,Tier A,completed,remove,-33.16,0.553581,17,-1.950588,9.87,7.38,-0.66,0.0,1,2026-04,-33.16,Thursday,-24.71,session_13_20_report_time,-6.84,16,-14.28,chron_early,-31.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_08_s264_aih_202604_explosive_shock_probe_202604.png,"empty_or_fragile_no_selection(비었거나 취약, 선택 아님)","validation_or_quality_break_no_selection(검증 또는 품질 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267du_09_s264_lc_202604_defensive_control_202604,mt5_tier_a_oos_final_month_2026_04__run267du_09_s264_lc_202604_defensive_control_202604,s264_lowrank_control,s264_lc,defensive_control,s264_lc_202604_defensive_control,tier_a_only,oos_final_month_2026_04,Tier A,completed,remove,-39.29,0.403975,17,-2.311176,10.36,8.25,-0.74,0.0,1,2026-04,-39.29,Wednesday,-20.07,session_13_20_report_time,-14.99,16,-22.05,chron_late,-27.95,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DV/runtime_gap_aware_fifth_followup_or_prune_mt5_execution/mt5/reports/Project_Obsidian_Prime_v2_run267DV_run267du_09_s264_lc_202604_defensive_control_202604.png,"empty_or_fragile_no_selection(비었거나 취약, 선택 아님)","validation_or_quality_break_no_selection(검증 또는 품질 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
